type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,sou,eghi,8,3.0,2022-11-09t17:20:00.000,2022-11-09t17:25:00.000,2022-11-09t17:23:00.000,2022-11-09t17:23:00.000,2022-11-09t17:23:00.000,ams,eham,12,d23,2022-11-09t19:35:00.000,2022-11-09t19:10:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,1.0,2022-11-10t09:20:00.000,2022-11-10t09:21:00.000,2022-11-10t09:21:00.000,2022-11-10t09:21:00.000,2022-11-10t09:21:00.000,ams,eham,9,a08,2022-11-10t11:35:00.000,2022-11-10t11:07:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,7,12.0,2022-11-11t09:20:00.000,2022-11-11t09:20:00.000,2022-11-11t09:32:00.000,2022-11-11t09:32:00.000,2022-11-11t09:32:00.000,ams,eham,10,a08,2022-11-11t11:35:00.000,2022-11-11t11:13:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,14.0,2022-11-11t17:20:00.000,2022-11-11t17:20:00.000,2022-11-11t17:33:00.000,2022-11-11t17:33:00.000,2022-11-11t17:33:00.000,ams,eham,11,d12,2022-11-11t19:35:00.000,2022-11-11t19:21:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,,2022-11-12t09:20:00.000,2022-11-12t09:20:00.000,2022-11-12t09:18:00.000,2022-11-12t09:18:00.000,2022-11-12t09:18:00.000,ams,eham,11,a08,2022-11-12t11:35:00.000,2022-11-12t11:05:00.000,klm,kl,klm,916,kl916,klm916,2,,,,
departure,active,sou,eghi,1,,2022-11-13t09:20:00.000,2022-11-13t09:20:00.000,2022-11-13t09:14:00.000,2022-11-13t09:14:00.000,2022-11-13t09:14:00.000,ams,eham,11,a08,2022-11-13t11:35:00.000,2022-11-13t11:03:00.000,klm,kl,klm,916,kl916,klm916,2,2022-11-13t11:08:00.000,2022-11-13t11:08:00.000,2022-11-13t11:08:00.000,
departure,active,sou,eghi,8,4.0,2022-11-13t17:25:00.000,2022-11-13t17:25:00.000,2022-11-13t17:28:00.000,2022-11-13t17:28:00.000,2022-11-13t17:28:00.000,ams,eham,10,d29,2022-11-13t19:40:00.000,2022-11-13t19:15:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,21.0,2022-11-14t09:20:00.000,2022-11-14t09:20:00.000,2022-11-14t09:40:00.000,2022-11-14t09:40:00.000,2022-11-14t09:40:00.000,ams,eham,9,a08,2022-11-14t11:35:00.000,2022-11-14t11:25:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,10.0,2022-11-14t17:20:00.000,2022-11-14t17:30:00.000,2022-11-14t17:29:00.000,2022-11-14t17:29:00.000,2022-11-14t17:29:00.000,ams,eham,13,a08,2022-11-14t19:35:00.000,2022-11-14t19:16:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,12.0,2022-11-15t09:20:00.000,2022-11-15t09:29:00.000,2022-11-15t09:31:00.000,2022-11-15t09:31:00.000,2022-11-15t09:31:00.000,ams,eham,11,a08,2022-11-15t11:35:00.000,2022-11-15t11:20:00.000,klm,kl,klm,916,kl916,klm916,2,,,,
departure,active,sou,eghi,1,,2022-11-16t09:20:00.000,2022-11-16t09:20:00.000,2022-11-16t09:15:00.000,2022-11-16t09:15:00.000,2022-11-16t09:15:00.000,ams,eham,10,a08,2022-11-16t11:35:00.000,2022-11-16t11:07:00.000,klm,kl,klm,916,kl916,klm916,2,2022-11-16t11:08:00.000,2022-11-16t11:08:00.000,2022-11-16t11:08:00.000,
departure,active,sou,eghi,8a,7.0,2022-11-16t17:20:00.000,2022-11-16t17:20:00.000,2022-11-16t17:27:00.000,2022-11-16t17:27:00.000,2022-11-16t17:27:00.000,ams,eham,8,a08,2022-11-16t19:35:00.000,2022-11-16t19:12:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,5.0,2022-11-17t09:20:00.000,2022-11-17t09:20:00.000,2022-11-17t09:24:00.000,2022-11-17t09:24:00.000,2022-11-17t09:24:00.000,ams,eham,11,a08,2022-11-17t11:35:00.000,2022-11-17t11:18:00.000,klm,kl,klm,916,kl916,klm916,2,,,,
departure,active,sou,eghi,8,7.0,2022-11-18t09:20:00.000,2022-11-18t09:20:00.000,2022-11-18t09:27:00.000,2022-11-18t09:27:00.000,2022-11-18t09:27:00.000,ams,eham,13,a08,2022-11-18t11:35:00.000,2022-11-18t11:19:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,5.0,2022-11-18t17:20:00.000,2022-11-18t17:20:00.000,2022-11-18t17:24:00.000,2022-11-18t17:24:00.000,2022-11-18t17:24:00.000,ams,eham,11,a08,2022-11-18t19:35:00.000,2022-11-18t19:08:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,8.0,2022-11-19t09:20:00.000,2022-11-19t09:20:00.000,2022-11-19t09:27:00.000,2022-11-19t09:27:00.000,2022-11-19t09:27:00.000,ams,eham,12,a08,2022-11-19t11:35:00.000,2022-11-19t11:12:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,21.0,2022-11-20t09:20:00.000,2022-11-20t09:35:00.000,2022-11-20t09:40:00.000,2022-11-20t09:40:00.000,2022-11-20t09:40:00.000,ams,eham,8,a08,2022-11-20t11:35:00.000,2022-11-20t11:27:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,1,16.0,2022-11-20t17:25:00.000,2022-11-20t17:35:00.000,2022-11-20t17:41:00.000,2022-11-20t17:41:00.000,2022-11-20t17:41:00.000,ams,eham,9,a08,2022-11-20t19:40:00.000,2022-11-20t19:26:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,21.0,2022-11-21t09:20:00.000,2022-11-21t09:44:00.000,2022-11-21t09:41:00.000,2022-11-21t09:41:00.000,2022-11-21t09:41:00.000,ams,eham,8,a08,2022-11-21t11:35:00.000,2022-11-21t11:28:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,8.0,2022-11-21t17:20:00.000,2022-11-21t17:20:00.000,2022-11-21t17:27:00.000,2022-11-21t17:27:00.000,2022-11-21t17:27:00.000,ams,eham,13,a08,2022-11-21t19:35:00.000,2022-11-21t19:17:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,,2022-11-22t09:20:00.000,2022-11-22t09:20:00.000,2022-11-22t09:19:00.000,2022-11-22t09:19:00.000,2022-11-22t09:19:00.000,ams,eham,12,a08,2022-11-22t11:35:00.000,2022-11-22t11:10:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8a,,2022-11-23t09:20:00.000,2022-11-23t09:11:00.000,2022-11-23t09:08:00.000,2022-11-23t09:08:00.000,2022-11-23t09:08:00.000,ams,eham,10,a08,2022-11-23t11:35:00.000,2022-11-23t10:55:00.000,klm,kl,klm,916,kl916,klm916,2,2022-11-23t10:58:00.000,2022-11-23t10:58:00.000,2022-11-23t10:58:00.000,
departure,active,sou,eghi,8,19.0,2022-11-23t17:20:00.000,2022-11-23t17:30:00.000,2022-11-23t17:39:00.000,2022-11-23t17:39:00.000,2022-11-23t17:39:00.000,ams,eham,12,a08,2022-11-23t19:35:00.000,2022-11-23t19:28:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,9.0,2022-11-24t09:20:00.000,2022-11-24t09:20:00.000,2022-11-24t09:29:00.000,2022-11-24t09:29:00.000,2022-11-24t09:29:00.000,ams,eham,9,a08,2022-11-24t11:35:00.000,2022-11-24t11:14:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,12.0,2022-11-25t09:20:00.000,2022-11-25t09:20:00.000,2022-11-25t09:32:00.000,2022-11-25t09:32:00.000,2022-11-25t09:32:00.000,ams,eham,10,a08,2022-11-25t11:35:00.000,2022-11-25t11:18:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,9.0,2022-11-25t17:20:00.000,2022-11-25t17:20:00.000,2022-11-25t17:29:00.000,2022-11-25t17:29:00.000,2022-11-25t17:29:00.000,ams,eham,11,a08,2022-11-25t19:35:00.000,2022-11-25t19:15:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,2,2.0,2022-11-26t09:20:00.000,2022-11-26t09:20:00.000,2022-11-26t09:22:00.000,2022-11-26t09:22:00.000,2022-11-26t09:22:00.000,ams,eham,12,a08,2022-11-26t11:35:00.000,2022-11-26t11:03:00.000,klm,kl,klm,916,kl916,klm916,2,,,,
departure,active,sou,eghi,2,8.0,2022-11-27t09:20:00.000,2022-11-27t09:23:00.000,2022-11-27t09:28:00.000,2022-11-27t09:28:00.000,2022-11-27t09:28:00.000,ams,eham,13,a08,2022-11-27t11:35:00.000,2022-11-27t11:10:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,10.0,2022-11-27t17:25:00.000,2022-11-27t17:35:00.000,2022-11-27t17:34:00.000,2022-11-27t17:34:00.000,2022-11-27t17:34:00.000,ams,eham,13,a08,2022-11-27t19:40:00.000,2022-11-27t19:22:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,35.0,2022-11-28t09:20:00.000,2022-11-28t09:52:00.000,2022-11-28t09:54:00.000,2022-11-28t09:54:00.000,2022-11-28t09:54:00.000,ams,eham,9,a08,2022-11-28t11:35:00.000,2022-11-28t11:44:00.000,klm,kl,klm,916,kl916,klm916,2,,,,9.0
departure,active,sou,eghi,8,7.0,2022-11-28t17:20:00.000,2022-11-28t17:20:00.000,2022-11-28t17:27:00.000,2022-11-28t17:27:00.000,2022-11-28t17:27:00.000,ams,eham,8,a08,2022-11-28t19:35:00.000,2022-11-28t19:21:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,40.0,2022-11-29t09:20:00.000,2022-11-29t10:00:00.000,,,,ams,eham,13,a08,2022-11-29t11:35:00.000,,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,2,,2022-11-30t09:20:00.000,2022-11-30t09:20:00.000,2022-11-30t09:15:00.000,2022-11-30t09:15:00.000,2022-11-30t09:15:00.000,ams,eham,8,a08,2022-11-30t11:35:00.000,2022-11-30t11:02:00.000,klm,kl,klm,916,kl916,klm916,2,2022-11-30t11:04:00.000,2022-11-30t11:04:00.000,2022-11-30t11:04:00.000,
departure,active,sou,eghi,8,8.0,2022-11-30t17:20:00.000,2022-11-30t17:28:00.000,2022-11-30t17:28:00.000,2022-11-30t17:28:00.000,2022-11-30t17:28:00.000,ams,eham,13,d26,2022-11-30t19:35:00.000,2022-11-30t19:23:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,34.0,2022-12-01t09:20:00.000,2022-12-01t09:45:00.000,2022-12-01t09:54:00.000,2022-12-01t09:54:00.000,2022-12-01t09:54:00.000,ams,eham,11,a08,2022-12-01t11:35:00.000,2022-12-01t11:44:00.000,klm,kl,klm,916,kl916,klm916,,,,,9.0
departure,active,sou,eghi,8,26.0,2022-12-02t09:20:00.000,2022-12-02t09:30:00.000,2022-12-02t09:46:00.000,2022-12-02t09:46:00.000,2022-12-02t09:46:00.000,ams,eham,9,a08,2022-12-02t11:35:00.000,2022-12-02t11:40:00.000,klm,kl,klm,916,kl916,klm916,,,,,6.0
departure,active,sou,eghi,2,27.0,2022-12-02t17:20:00.000,2022-12-02t17:30:00.000,2022-12-02t17:47:00.000,2022-12-02t17:47:00.000,2022-12-02t17:47:00.000,ams,eham,12,a08,2022-12-02t19:35:00.000,2022-12-02t19:46:00.000,klm,kl,klm,920,kl920,klm920,,,,,11.0
departure,active,sou,eghi,8,8.0,2022-12-03t09:20:00.000,2022-12-03t09:29:00.000,2022-12-03t09:28:00.000,2022-12-03t09:28:00.000,2022-12-03t09:28:00.000,ams,eham,13,a08,2022-12-03t11:35:00.000,2022-12-03t11:16:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,,2022-12-04t09:20:00.000,2022-12-04t09:21:00.000,2022-12-04t09:19:00.000,2022-12-04t09:19:00.000,2022-12-04t09:19:00.000,ams,eham,11,a08,2022-12-04t11:35:00.000,2022-12-04t11:07:00.000,klm,kl,klm,916,kl916,klm916,2,2022-12-04t11:11:00.000,2022-12-04t11:11:00.000,2022-12-04t11:11:00.000,
departure,active,sou,eghi,8,25.0,2022-12-04t17:25:00.000,2022-12-04t17:40:00.000,2022-12-04t17:50:00.000,2022-12-04t17:50:00.000,2022-12-04t17:50:00.000,ams,eham,13,a08,2022-12-04t19:40:00.000,2022-12-04t19:43:00.000,klm,kl,klm,920,kl920,klm920,,,,,4.0
departure,active,sou,eghi,8,,2022-12-05t09:20:00.000,2022-12-05t09:23:00.000,2022-12-05t09:19:00.000,2022-12-05t09:19:00.000,2022-12-05t09:19:00.000,ams,eham,9,a08,2022-12-05t11:35:00.000,2022-12-05t11:12:00.000,klm,kl,klm,916,kl916,klm916,2,,,,
departure,active,sou,eghi,8,24.0,2022-12-05t17:20:00.000,2022-12-05t17:20:00.000,2022-12-05t17:44:00.000,2022-12-05t17:44:00.000,2022-12-05t17:44:00.000,ams,eham,13,a08,2022-12-05t19:35:00.000,2022-12-05t19:35:00.000,klm,kl,klm,920,kl920,klm920,,,,,1.0
departure,active,sou,eghi,8,6.0,2022-12-06t09:20:00.000,2022-12-06t09:20:00.000,2022-12-06t09:26:00.000,2022-12-06t09:26:00.000,2022-12-06t09:26:00.000,ams,eham,9,a08,2022-12-06t11:35:00.000,2022-12-06t11:17:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,12.0,2022-12-07t09:20:00.000,2022-12-07t09:20:00.000,2022-12-07t09:31:00.000,2022-12-07t09:31:00.000,2022-12-07t09:31:00.000,ams,eham,11,a08,2022-12-07t11:35:00.000,2022-12-07t11:27:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8a,17.0,2022-12-07t17:20:00.000,2022-12-07t17:20:00.000,2022-12-07t17:37:00.000,2022-12-07t17:37:00.000,2022-12-07t17:37:00.000,ams,eham,10,a08,2022-12-07t19:35:00.000,2022-12-07t19:28:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,24.0,2022-12-08t09:20:00.000,2022-12-08t09:30:00.000,2022-12-08t09:44:00.000,2022-12-08t09:44:00.000,2022-12-08t09:44:00.000,ams,eham,9,a08,2022-12-08t11:35:00.000,2022-12-08t11:31:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,60.0,2022-12-09t09:20:00.000,2022-12-09t10:20:00.000,,,,ams,eham,12,a08,2022-12-09t11:35:00.000,,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,47.0,2022-12-09t17:20:00.000,2022-12-09t17:49:00.000,2022-12-09t18:07:00.000,2022-12-09t18:07:00.000,2022-12-09t18:07:00.000,ams,eham,12,a08,2022-12-09t19:35:00.000,2022-12-09t19:57:00.000,klm,kl,klm,920,kl920,klm920,,,,,22.0
departure,active,sou,eghi,,90.0,2022-12-10t09:20:00.000,2022-12-10t10:50:00.000,,,,ams,eham,13,a08,2022-12-10t11:35:00.000,,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,,2022-12-11t09:20:00.000,2022-12-11t09:16:00.000,2022-12-11t09:19:00.000,2022-12-11t09:19:00.000,2022-12-11t09:19:00.000,ams,eham,12,a08,2022-12-11t11:35:00.000,2022-12-11t11:10:00.000,klm,kl,klm,916,kl916,klm916,2,,,,
departure,active,sou,eghi,8,23.0,2022-12-11t17:20:00.000,2022-12-11t17:30:00.000,2022-12-11t17:43:00.000,2022-12-11t17:43:00.000,2022-12-11t17:43:00.000,ams,eham,13,a08,2022-12-11t19:35:00.000,2022-12-11t19:32:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,10.0,2022-12-12t09:20:00.000,2022-12-12t09:30:00.000,,,,ams,eham,9,a08,2022-12-12t11:35:00.000,,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,35.0,2022-12-12t17:20:00.000,2022-12-12t17:55:00.000,,,,ams,eham,13,a08,2022-12-12t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,14.0,2022-12-13t09:20:00.000,2022-12-13t09:20:00.000,2022-12-13t09:33:00.000,2022-12-13t09:33:00.000,2022-12-13t09:33:00.000,ams,eham,13,a08,2022-12-13t11:35:00.000,2022-12-13t11:23:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,9.0,2022-12-14t09:20:00.000,2022-12-14t09:20:00.000,2022-12-14t09:28:00.000,2022-12-14t09:28:00.000,2022-12-14t09:28:00.000,ams,eham,9,a08,2022-12-14t11:35:00.000,2022-12-14t11:19:00.000,klm,kl,klm,916,kl916,klm916,2,,,,
departure,active,sou,eghi,8,32.0,2022-12-14t17:20:00.000,2022-12-14t17:35:00.000,2022-12-14t17:51:00.000,2022-12-14t17:51:00.000,2022-12-14t17:51:00.000,ams,eham,12,a08,2022-12-14t19:35:00.000,2022-12-14t19:40:00.000,klm,kl,klm,920,kl920,klm920,,,,,6.0
departure,active,sou,eghi,8,35.0,2022-12-15t09:20:00.000,2022-12-15t09:55:00.000,,,,ams,eham,12,a08,2022-12-15t11:35:00.000,,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,23.0,2022-12-16t09:20:00.000,2022-12-16t09:20:00.000,2022-12-16t09:43:00.000,2022-12-16t09:43:00.000,2022-12-16t09:43:00.000,ams,eham,13,a08,2022-12-16t11:35:00.000,2022-12-16t11:34:00.000,klm,kl,klm,916,kl916,klm916,,,,,
departure,active,sou,eghi,8,45.0,2022-12-16t17:20:00.000,2022-12-16t18:05:00.000,,,,ams,eham,11,a08,2022-12-16t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,33.0,2022-12-17t09:20:00.000,2022-12-17t09:45:00.000,2022-12-17t09:53:00.000,2022-12-17t09:53:00.000,2022-12-17t09:53:00.000,ams,eham,9,a08,2022-12-17t11:35:00.000,2022-12-17t11:42:00.000,klm,kl,klm,916,kl916,klm916,,,,,7.0
departure,active,sou,eghi,8,38.0,2022-12-18t09:20:00.000,2022-12-18t09:50:00.000,2022-12-18t09:58:00.000,2022-12-18t09:58:00.000,2022-12-18t09:58:00.000,ams,eham,9,a08,2022-12-18t11:35:00.000,2022-12-18t11:44:00.000,klm,kl,klm,916,kl916,klm916,,,,,9.0
departure,active,sou,eghi,8,5.0,2022-12-18t17:20:00.000,2022-12-18t17:25:00.000,,,,ams,eham,8,a08,2022-12-18t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,27.0,2022-12-19t09:20:00.000,2022-12-19t09:40:00.000,2022-12-19t09:47:00.000,2022-12-19t09:47:00.000,2022-12-19t09:47:00.000,ams,eham,13,a08,2022-12-19t11:35:00.000,2022-12-19t11:35:00.000,klm,kl,klm,916,kl916,klm916,,,,,1.0
departure,active,sou,eghi,,,2022-12-19t17:20:00.000,2022-12-19t17:20:00.000,,,,ams,eham,11,a08,2022-12-19t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,29.0,2022-12-20t09:20:00.000,2022-12-20t09:40:00.000,2022-12-20t09:48:00.000,2022-12-20t09:48:00.000,2022-12-20t09:48:00.000,ams,eham,10,a08,2022-12-20t11:35:00.000,2022-12-20t11:37:00.000,klm,kl,klm,916,kl916,klm916,2,,,,2.0
