type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate
departure,active,lpl,eggp,40.0,2022-10-23t22:25:00.000,2022-10-23t23:05:00.000,dub,eidw,1,3,2022-10-23t23:20:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,108,,,,,
departure,active,lpl,eggp,5.0,2022-10-24t06:15:00.000,2022-10-24t06:15:00.000,tfs,gcts,,a6,2022-10-24t10:50:00.000,ryanair,fr,ryr,4346,fr4346,ryr4346,2022-10-24t06:19:00.000,2022-10-24t06:19:00.000,2022-10-24t06:19:00.000,2022-10-24t10:25:00.000,16,,,,,
departure,active,lpl,eggp,13.0,2022-10-24t06:15:00.000,2022-10-24t06:34:00.000,alc,leal,,6b,2022-10-24t10:00:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,2022-10-24t06:28:00.000,2022-10-24t06:28:00.000,2022-10-24t06:28:00.000,2022-10-24t09:51:00.000,,,,,,
departure,active,lpl,eggp,11.0,2022-10-24t06:30:00.000,2022-10-24t06:30:00.000,agp,lemg,,,2022-10-24t10:20:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-10-24t06:41:00.000,2022-10-24t06:41:00.000,2022-10-24t06:41:00.000,2022-10-24t10:12:00.000,,,,,,
departure,active,lpl,eggp,9.0,2022-10-24t07:50:00.000,2022-10-24t08:10:00.000,bgy,lime,,,2022-10-24t11:00:00.000,ryanair,fr,ryr,6884,fr6884,ryr6884,2022-10-24t07:59:00.000,2022-10-24t07:59:00.000,2022-10-24t07:59:00.000,2022-10-24t10:51:00.000,,,,,,
departure,active,lpl,eggp,33.0,2022-10-24t08:30:00.000,2022-10-24t08:40:00.000,dub,eidw,1,5,2022-10-24t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-10-24t09:03:00.000,2022-10-24t09:03:00.000,2022-10-24t09:03:00.000,2022-10-24t09:34:00.000,113,9.0,,,,
departure,active,lpl,eggp,3.0,2022-10-24t08:30:00.000,2022-10-24t08:30:00.000,vie,loww,,,2022-10-24t11:50:00.000,ryanair,fr,ryr,9758,fr9758,ryr9758,2022-10-24t08:33:00.000,2022-10-24t08:33:00.000,2022-10-24t08:33:00.000,2022-10-24t11:33:00.000,12,,,,,
departure,active,lpl,eggp,46.0,2022-10-24t13:00:00.000,2022-10-24t13:25:00.000,fco,lirf,3,12,2022-10-24t16:45:00.000,ryanair,fr,ryr,3010,fr3010,ryr3010,2022-10-24t13:45:00.000,2022-10-24t13:45:00.000,2022-10-24t13:45:00.000,2022-10-24t17:04:00.000,,20.0,,,,
departure,active,lpl,eggp,11.0,2022-10-24t13:30:00.000,2022-10-24t13:30:00.000,dub,eidw,1,2,2022-10-24t14:25:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-10-24t13:41:00.000,2022-10-24t13:41:00.000,2022-10-24t13:41:00.000,2022-10-24t14:15:00.000,14,,,,,
departure,active,lpl,eggp,9.0,2022-10-24t13:30:00.000,2022-10-24t13:30:00.000,noc,eikn,,,2022-10-24t14:35:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-10-24t13:38:00.000,2022-10-24t13:38:00.000,2022-10-24t13:38:00.000,2022-10-24t14:24:00.000,,,,,,
departure,active,lpl,eggp,19.0,2022-10-24t16:10:00.000,2022-10-24t16:10:00.000,kun,eyka,,,2022-10-24t21:00:00.000,ryanair,fr,ryr,5727,fr5727,ryr5727,2022-10-24t16:28:00.000,2022-10-24t16:28:00.000,2022-10-24t16:28:00.000,2022-10-24t20:50:00.000,16,,,,,
departure,active,lpl,eggp,19.0,2022-10-24t16:35:00.000,2022-10-24t16:54:00.000,sbz,lrsb,,,2022-10-24t21:30:00.000,ryanair,fr,ryr,6934,fr6934,ryr6934,,,,,,,,,,
departure,active,lpl,eggp,16.0,2022-10-24t17:05:00.000,2022-10-24t17:05:00.000,krk,epkk,t,,2022-10-24t20:35:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,2022-10-24t17:20:00.000,2022-10-24t17:20:00.000,2022-10-24t17:20:00.000,2022-10-24t20:25:00.000,14,,,,,
departure,active,lpl,eggp,,2022-10-24t19:10:00.000,2022-10-24t19:10:00.000,dub,eidw,1,4,2022-10-24t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,1xn,,,,,
departure,active,lpl,eggp,,2022-10-24t20:15:00.000,2022-10-24t20:15:00.000,pmi,lepa,,04,2022-10-24t23:45:00.000,ryanair,fr,ryr,9592,fr9592,ryr9592,,,,,,,,,,
departure,active,lpl,eggp,25.0,2022-10-24t22:15:00.000,2022-10-24t22:40:00.000,dub,eidw,1,7,2022-10-24t23:10:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,105,,,,,
departure,active,lpl,eggp,,2022-10-25t06:10:00.000,2022-10-25t06:10:00.000,wmi,epmo,,,2022-10-25t09:35:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,,,,,16,,,,,
departure,active,lpl,eggp,11.0,2022-10-25t07:00:00.000,2022-10-25t07:00:00.000,sof,lbsf,2,,2022-10-25t12:20:00.000,ryanair,fr,ryr,6338,fr6338,ryr6338,2022-10-25t07:10:00.000,2022-10-25t07:10:00.000,2022-10-25t07:10:00.000,2022-10-25t12:08:00.000,17,,,,,
departure,active,lpl,eggp,14.0,2022-10-25t08:25:00.000,2022-10-25t08:25:00.000,dub,eidw,1,3,2022-10-25t09:20:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-10-25t08:38:00.000,2022-10-25t08:38:00.000,2022-10-25t08:38:00.000,2022-10-25t09:10:00.000,2,,,,,
departure,active,lpl,eggp,,2022-10-25t08:55:00.000,2022-10-25t08:55:00.000,egc,lfbe,,,2022-10-25t11:50:00.000,ryanair,fr,ryr,9918,fr9918,ryr9918,,,,,14,,,,,
departure,active,lpl,eggp,10.0,2022-10-25t11:55:00.000,2022-10-25t11:55:00.000,alc,leal,,7b,2022-10-25t15:40:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,2022-10-25t12:05:00.000,2022-10-25t12:05:00.000,2022-10-25t12:05:00.000,2022-10-25t15:24:00.000,,,,,,
departure,active,lpl,eggp,60.0,2022-10-25t12:35:00.000,2022-10-25t13:35:00.000,arn,essa,5,3,2022-10-25t16:00:00.000,ryanair,fr,ryr,4666,fr4666,ryr4666,,,,,,,,,,
departure,active,lpl,eggp,,2022-10-25t13:20:00.000,2022-10-25t13:20:00.000,ork,eick,,1,2022-10-25t14:30:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,,,,,7,,,,,
departure,active,lpl,eggp,,2022-10-25t13:30:00.000,2022-10-25t13:30:00.000,dub,eidw,1,2,2022-10-25t14:25:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,,,,,111,,,,,
departure,active,lpl,eggp,,2022-10-25t16:25:00.000,2022-10-25t16:25:00.000,vno,eyvi,,,2022-10-25t21:15:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,,,,,,,,,,
departure,active,lpl,eggp,,2022-10-25t16:30:00.000,2022-10-25t16:30:00.000,agp,lemg,2,,2022-10-25t20:20:00.000,ryanair,fr,ryr,9892,fr9892,ryr9892,,,,,b12,,,,,
departure,active,lpl,eggp,,2022-10-25t16:45:00.000,2022-10-25t16:45:00.000,noc,eikn,,,2022-10-25t17:50:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,16,,,,,
departure,active,lpl,eggp,3.0,2022-10-25t18:20:00.000,2022-10-25t18:20:00.000,opo,lppr,,,2022-10-25t20:45:00.000,ryanair,fr,ryr,9202,fr9202,ryr9202,2022-10-25t18:22:00.000,2022-10-25t18:22:00.000,2022-10-25t18:22:00.000,2022-10-25t20:33:00.000,14,,,,,
departure,active,lpl,eggp,16.0,2022-10-25t18:25:00.000,2022-10-25t18:40:00.000,fao,lpfr,,,2022-10-25t21:15:00.000,ryanair,fr,ryr,4031,fr4031,ryr4031,2022-10-25t18:41:00.000,2022-10-25t18:41:00.000,2022-10-25t18:41:00.000,2022-10-25t21:11:00.000,12,,,,,
departure,active,lpl,eggp,9.0,2022-10-25t19:10:00.000,2022-10-25t19:10:00.000,dub,eidw,1,8,2022-10-25t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-10-25t19:18:00.000,2022-10-25t19:18:00.000,2022-10-25t19:18:00.000,,106,,2022-10-25t19:55:00.000,2022-10-25t19:55:00.000,2022-10-25t19:55:00.000,
departure,active,lpl,eggp,10.0,2022-10-25t19:40:00.000,2022-10-25t19:40:00.000,bva,lfob,t1,,2022-10-25t22:00:00.000,ryanair,fr,ryr,6888,fr6888,ryr6888,2022-10-25t19:49:00.000,2022-10-25t19:49:00.000,2022-10-25t19:49:00.000,2022-10-25t21:46:00.000,,,,,,
departure,active,lpl,eggp,75.0,2022-10-25t22:30:00.000,2022-10-25t23:45:00.000,dub,eidw,1,3,2022-10-25t23:25:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,109,,,,,
departure,active,lpl,eggp,2.0,2022-10-26t06:40:00.000,2022-10-26t06:40:00.000,tll,eetn,,,2022-10-26t11:55:00.000,ryanair,fr,ryr,6929,fr6929,ryr6929,2022-10-26t06:42:00.000,2022-10-26t06:42:00.000,2022-10-26t06:42:00.000,2022-10-26t11:08:00.000,,,,,,
departure,active,lpl,eggp,,2022-10-26t06:40:00.000,2022-10-26t06:40:00.000,agp,lemg,2,,2022-10-26t10:30:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-10-26t06:40:00.000,2022-10-26t06:40:00.000,2022-10-26t06:40:00.000,2022-10-26t10:17:00.000,b12,,,,,
departure,active,lpl,eggp,3.0,2022-10-26t07:20:00.000,2022-10-26t07:20:00.000,ork,eick,,1,2022-10-26t08:30:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,2022-10-26t07:23:00.000,2022-10-26t07:23:00.000,2022-10-26t07:23:00.000,2022-10-26t08:26:00.000,14,,,,,
departure,active,lpl,eggp,6.0,2022-10-26t08:30:00.000,2022-10-26t08:30:00.000,dub,eidw,1,5,2022-10-26t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-10-26t08:35:00.000,2022-10-26t08:35:00.000,2022-10-26t08:35:00.000,,16,,2022-10-26t09:09:00.000,2022-10-26t09:09:00.000,2022-10-26t09:09:00.000,
departure,active,lpl,eggp,,2022-10-26t10:25:00.000,2022-10-26t10:25:00.000,alc,leal,,3b,2022-10-26t14:10:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,,,,,,,,,,
departure,active,lpl,eggp,18.0,2022-10-26t13:30:00.000,2022-10-26t13:30:00.000,noc,eikn,,,2022-10-26t14:35:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-10-26t13:47:00.000,2022-10-26t13:47:00.000,2022-10-26t13:47:00.000,2022-10-26t14:32:00.000,14,,,,,
departure,active,lpl,eggp,4.0,2022-10-26t14:00:00.000,2022-10-26t14:00:00.000,dub,eidw,1,3,2022-10-26t14:55:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-10-26t14:03:00.000,2022-10-26t14:03:00.000,2022-10-26t14:03:00.000,2022-10-26t14:33:00.000,16,,,,,
departure,active,lpl,eggp,,2022-10-26t16:50:00.000,2022-10-26t16:50:00.000,bcn,lebl,2,41,2022-10-26t20:10:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,,,,,,,,,,
departure,active,lpl,eggp,,2022-10-26t17:25:00.000,2022-10-26t17:25:00.000,poz,eppo,,,2022-10-26t20:30:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,,,,,,,,,,
departure,active,lpl,eggp,1.0,2022-10-26t18:05:00.000,2022-10-26t18:05:00.000,ksc,lzkz,,,2022-10-26t21:45:00.000,ryanair,fr,ryr,3344,fr3344,ryr3344,2022-10-26t18:05:00.000,2022-10-26t18:05:00.000,2022-10-26t18:05:00.000,2022-10-26t21:24:00.000,12,,,,,
departure,active,lpl,eggp,,2022-10-26t19:10:00.000,,dub,eidw,1,,2022-10-26t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,,,,,,
departure,active,lpl,eggp,25.0,2022-10-26t20:10:00.000,2022-10-26t20:35:00.000,krk,epkk,t,,2022-10-26t23:40:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,,,,,,,,,,
departure,active,lpl,eggp,35.0,2022-10-26t22:50:00.000,2022-10-26t23:25:00.000,dub,eidw,1,3,2022-10-26t23:45:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,110,,,,,
departure,active,lpl,eggp,,2022-10-27t06:15:00.000,2022-10-27t06:15:00.000,sbz,lrsb,,,2022-10-27t11:10:00.000,ryanair,fr,ryr,6934,fr6934,ryr6934,,,,,,,,,,
departure,active,lpl,eggp,,2022-10-27t06:45:00.000,2022-10-27t06:45:00.000,fco,lirf,3,3,2022-10-27t10:30:00.000,ryanair,fr,ryr,3010,fr3010,ryr3010,2022-10-27t06:44:00.000,2022-10-27t06:44:00.000,2022-10-27t06:44:00.000,2022-10-27t10:00:00.000,17,,,,,
departure,active,lpl,eggp,2.0,2022-10-27t06:55:00.000,2022-10-27t06:55:00.000,alc,leal,,5a,2022-10-27t10:40:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,2022-10-27t06:57:00.000,2022-10-27t06:57:00.000,2022-10-27t06:57:00.000,2022-10-27t10:25:00.000,,,,,,
departure,active,lpl,eggp,,2022-10-27t08:25:00.000,2022-10-27t08:25:00.000,dub,eidw,1,5,2022-10-27t09:20:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,17,,,,,
departure,active,lpl,eggp,27.0,2022-10-27t11:25:00.000,2022-10-27t11:40:00.000,wro,epwr,,a,2022-10-27t14:35:00.000,ryanair,fr,ryr,9648,fr9648,ryr9648,2022-10-27t11:51:00.000,2022-10-27t11:51:00.000,2022-10-27t11:51:00.000,2022-10-27t14:33:00.000,,,,,,
departure,active,lpl,eggp,20.0,2022-10-27t12:10:00.000,2022-10-27t12:30:00.000,wmi,epmo,,,2022-10-27t15:35:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,,,,,,,,,,
departure,active,lpl,eggp,14.0,2022-10-27t13:25:00.000,2022-10-27t13:25:00.000,crl,ebci,,,2022-10-27t15:45:00.000,ryanair,fr,ryr,6922,fr6922,ryr6922,2022-10-27t13:39:00.000,2022-10-27t13:39:00.000,2022-10-27t13:39:00.000,2022-10-27t15:30:00.000,1,,,,,
departure,active,lpl,eggp,7.0,2022-10-27t13:30:00.000,2022-10-27t13:30:00.000,dub,eidw,1,2,2022-10-27t14:25:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-10-27t13:37:00.000,2022-10-27t13:37:00.000,2022-10-27t13:37:00.000,2022-10-27t14:09:00.000,17,,,,,
departure,active,lpl,eggp,7.0,2022-10-27t13:45:00.000,2022-10-27t13:45:00.000,ork,eick,,1,2022-10-27t14:55:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,2022-10-27t13:51:00.000,2022-10-27t13:51:00.000,2022-10-27t13:51:00.000,2022-10-27t14:46:00.000,16,,,,,
departure,active,lpl,eggp,23.0,2022-10-27t16:50:00.000,2022-10-27t16:50:00.000,bcn,lebl,2,44,2022-10-27t20:10:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,2022-10-27t17:12:00.000,2022-10-27t17:12:00.000,2022-10-27t17:12:00.000,2022-10-27t20:14:00.000,14,4.0,,,,
departure,active,lpl,eggp,6.0,2022-10-27t17:05:00.000,2022-10-27t17:05:00.000,kun,eyka,,,2022-10-27t21:55:00.000,ryanair,fr,ryr,5727,fr5727,ryr5727,2022-10-27t17:10:00.000,2022-10-27t17:10:00.000,2022-10-27t17:10:00.000,2022-10-27t21:33:00.000,16,,,,,
departure,active,lpl,eggp,23.0,2022-10-27t17:25:00.000,2022-10-27t17:25:00.000,fao,lpfr,,,2022-10-27t20:15:00.000,ryanair,fr,ryr,4031,fr4031,ryr4031,2022-10-27t17:48:00.000,2022-10-27t17:48:00.000,2022-10-27t17:48:00.000,2022-10-27t20:09:00.000,,,,,,
departure,active,lpl,eggp,,2022-10-27t18:50:00.000,2022-10-27t18:50:00.000,reu,lers,t1,2,2022-10-27t22:05:00.000,ryanair,fr,ryr,9824,fr9824,ryr9824,,,,,,,,,,
departure,active,lpl,eggp,6.0,2022-10-27t19:10:00.000,2022-10-27t19:10:00.000,dub,eidw,1,4,2022-10-27t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-10-27t19:16:00.000,2022-10-27t19:16:00.000,2022-10-27t19:16:00.000,,104,,2022-10-27t19:50:00.000,2022-10-27t19:50:00.000,2022-10-27t19:50:00.000,
departure,active,lpl,eggp,,2022-10-27t19:30:00.000,2022-10-27t19:30:00.000,agp,lemg,,,2022-10-27t23:20:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-10-27t19:29:00.000,2022-10-27t19:29:00.000,2022-10-27t19:29:00.000,2022-10-27t23:07:00.000,,,,,,
departure,active,lpl,eggp,,2022-10-27t20:00:00.000,2022-10-27t20:00:00.000,poz,eppo,,,2022-10-27t23:05:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,,,,,,,,,,
departure,active,lpl,eggp,21.0,2022-10-27t22:25:00.000,2022-10-27t22:40:00.000,dub,eidw,1,3,2022-10-27t23:20:00.000,ryanair,fr,ryr,449,fr449,ryr449,2022-10-27t22:45:00.000,2022-10-27t22:45:00.000,2022-10-27t22:45:00.000,,12,,2022-10-27t23:17:00.000,2022-10-27t23:17:00.000,2022-10-27t23:17:00.000,
departure,active,lpl,eggp,2.0,2022-10-28t06:15:00.000,2022-10-28t06:15:00.000,tfs,gcts,,b3,2022-10-28t10:50:00.000,ryanair,fr,ryr,4346,fr4346,ryr4346,2022-10-28t06:16:00.000,2022-10-28t06:16:00.000,2022-10-28t06:16:00.000,2022-10-28t10:21:00.000,16,,,,,
departure,active,lpl,eggp,10.0,2022-10-28t06:35:00.000,2022-10-28t06:35:00.000,agp,lemg,2,,2022-10-28t10:25:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-10-28t06:45:00.000,2022-10-28t06:45:00.000,2022-10-28t06:45:00.000,2022-10-28t10:21:00.000,14,,,,,
departure,active,lpl,eggp,,2022-10-28t06:50:00.000,2022-10-28t06:50:00.000,alc,leal,,7b,2022-10-28t10:35:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,35.0,2022-10-28t08:30:00.000,2022-10-28t09:05:00.000,dub,eidw,1,5,2022-10-28t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,109,,,,,
departure,active,lpl,eggp,34.0,2022-10-28t13:25:00.000,2022-10-28t13:25:00.000,dub,eidw,1,3,2022-10-28t14:20:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-10-28t13:59:00.000,2022-10-28t13:59:00.000,2022-10-28t13:59:00.000,2022-10-28t14:31:00.000,113,12.0,,,,
departure,active,lpl,eggp,,2022-10-28t14:10:00.000,2022-10-28t14:10:00.000,noc,eikn,,,2022-10-28t15:15:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,16,,,,,
departure,active,lpl,eggp,,2022-10-28t16:35:00.000,2022-10-28t16:35:00.000,bcn,lebl,2,44,2022-10-28t19:55:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,,,,,12,,,,,
departure,active,lpl,eggp,,2022-10-28t16:40:00.000,2022-10-28t16:40:00.000,pmi,lepa,,03,2022-10-28t20:10:00.000,ryanair,fr,ryr,9592,fr9592,ryr9592,,,,,a16,,,,,
departure,active,lpl,eggp,,2022-10-28t17:05:00.000,2022-10-28t17:05:00.000,bgy,lime,,,2022-10-28t20:15:00.000,ryanair,fr,ryr,6884,fr6884,ryr6884,,,,,16,,,,,
departure,active,lpl,eggp,,2022-10-28t18:40:00.000,2022-10-28t18:40:00.000,vie,loww,,,2022-10-28t22:00:00.000,ryanair,fr,ryr,9758,fr9758,ryr9758,,,,,12,,,,,
departure,active,lpl,eggp,24.0,2022-10-28t18:50:00.000,2022-10-28t18:50:00.000,krk,epkk,t,,2022-10-28t22:20:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,2022-10-28t19:14:00.000,2022-10-28t19:14:00.000,2022-10-28t19:14:00.000,2022-10-28t22:16:00.000,16,,,,,
departure,active,lpl,eggp,,2022-10-28t20:40:00.000,2022-10-28t20:40:00.000,dub,eidw,1,3,2022-10-28t21:35:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,1xs,,,,,
departure,active,lpl,eggp,,2022-10-28t21:45:00.000,2022-10-28t21:45:00.000,fco,lirf,3,,2022-10-29t01:30:00.000,ryanair,fr,ryr,3010,fr3010,ryr3010,,,,,,,,,,
departure,active,lpl,eggp,50.0,2022-10-28t22:15:00.000,2022-10-28t23:05:00.000,dub,eidw,1,2,2022-10-28t23:10:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,109,,,,,
departure,active,lpl,eggp,1.0,2022-10-29t06:40:00.000,2022-10-29t06:40:00.000,bva,lfob,t1,,2022-10-29t09:00:00.000,ryanair,fr,ryr,6888,fr6888,ryr6888,2022-10-29t06:40:00.000,2022-10-29t06:40:00.000,2022-10-29t06:40:00.000,2022-10-29t08:38:00.000,12,,,,,
departure,active,lpl,eggp,3.0,2022-10-29t06:45:00.000,2022-10-29t06:45:00.000,wmi,epmo,,,2022-10-29t10:10:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,2022-10-29t06:48:00.000,2022-10-29t06:48:00.000,2022-10-29t06:48:00.000,2022-10-29t09:49:00.000,17,,,,,
departure,active,lpl,eggp,1.0,2022-10-29t07:10:00.000,2022-10-29t07:10:00.000,ork,eick,,2,2022-10-29t08:20:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,2022-10-29t07:11:00.000,2022-10-29t07:11:00.000,2022-10-29t07:11:00.000,2022-10-29t08:06:00.000,16,,,,,
departure,active,lpl,eggp,21.0,2022-10-29t08:25:00.000,2022-10-29t08:25:00.000,dub,eidw,1,4,2022-10-29t09:20:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-10-29t08:45:00.000,2022-10-29t08:45:00.000,2022-10-29t08:45:00.000,2022-10-29t09:17:00.000,16,,,,,
departure,active,lpl,eggp,15.0,2022-10-29t10:10:00.000,2022-10-29t10:30:00.000,alc,leal,,7b,2022-10-29t13:55:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,2022-10-29t10:24:00.000,2022-10-29t10:24:00.000,2022-10-29t10:24:00.000,2022-10-29t13:52:00.000,,,,,,
departure,active,lpl,eggp,14.0,2022-10-29t10:15:00.000,2022-10-29t10:15:00.000,noc,eikn,,,2022-10-29t11:20:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-10-29t10:29:00.000,2022-10-29t10:29:00.000,2022-10-29t10:29:00.000,2022-10-29t11:18:00.000,16,,,,,
departure,active,lpl,eggp,11.0,2022-10-29t10:20:00.000,2022-10-29t10:20:00.000,arn,essa,5,2,2022-10-29t13:45:00.000,ryanair,fr,ryr,4666,fr4666,ryr4666,2022-10-29t10:31:00.000,2022-10-29t10:31:00.000,2022-10-29t10:31:00.000,2022-10-29t13:31:00.000,17,,,,,
departure,active,lpl,eggp,28.0,2022-10-29t12:30:00.000,2022-10-29t12:58:00.000,agp,lemg,2,,2022-10-29t16:20:00.000,ryanair,fr,ryr,9892,fr9892,ryr9892,,,,,b17,,,,,
departure,active,lpl,eggp,,2022-10-29t12:40:00.000,2022-10-29t12:40:00.000,egc,lfbe,,,2022-10-29t15:35:00.000,ryanair,fr,ryr,9918,fr9918,ryr9918,,,,,12,,,,,
departure,active,lpl,eggp,6.0,2022-10-29t13:15:00.000,2022-10-29t13:15:00.000,bcn,lebl,2,45,2022-10-29t16:35:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,2022-10-29t13:21:00.000,2022-10-29t13:21:00.000,2022-10-29t13:21:00.000,2022-10-29t16:24:00.000,14,,,,,
departure,active,lpl,eggp,42.0,2022-10-29t16:25:00.000,2022-10-29t17:07:00.000,sof,lbsf,2,,2022-10-29t21:45:00.000,ryanair,fr,ryr,6338,fr6338,ryr6338,,,,,12,,,,,
departure,active,lpl,eggp,,2022-10-29t17:15:00.000,2022-10-29t17:15:00.000,alc,leal,,3a,2022-10-29t21:00:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,2022-10-29t17:15:00.000,2022-10-29t17:15:00.000,2022-10-29t17:15:00.000,2022-10-29t20:48:00.000,,,,,,
departure,active,lpl,eggp,3.0,2022-10-29t17:35:00.000,2022-10-29t17:35:00.000,vno,eyvi,,,2022-10-29t22:25:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,2022-10-29t17:38:00.000,2022-10-29t17:38:00.000,2022-10-29t17:38:00.000,2022-10-29t21:59:00.000,14,,,,,
departure,active,lpl,eggp,100.0,2022-10-29t18:35:00.000,2022-10-29t20:15:00.000,dub,eidw,1,5,2022-10-29t19:30:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,106,,,,,
departure,active,lpl,eggp,15.0,2022-10-29t20:35:00.000,2022-10-29t20:50:00.000,opo,lppr,,,2022-10-29t23:00:00.000,ryanair,fr,ryr,9202,fr9202,ryr9202,,,,,12,,,,,
departure,active,lpl,eggp,40.0,2022-10-29t20:40:00.000,2022-10-29t21:20:00.000,dub,eidw,1,5,2022-10-29t21:35:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,,,,,105,,,,,
departure,active,lpl,eggp,22.0,2022-10-29t22:15:00.000,2022-10-29t22:15:00.000,dub,eidw,1,2,2022-10-29t23:10:00.000,ryanair,fr,ryr,449,fr449,ryr449,2022-10-29t22:36:00.000,2022-10-29t22:36:00.000,2022-10-29t22:36:00.000,2022-10-29t23:06:00.000,108,,,,,
departure,active,lpl,eggp,,2022-10-30t05:55:00.000,2022-10-30t05:55:00.000,agp,lemg,2,,2022-10-30t09:45:00.000,ryanair,fr,ryr,9892,fr9892,ryr9892,,,,,b16,,,,,
departure,active,lpl,eggp,,2022-10-30t06:15:00.000,2022-10-30t06:15:00.000,fue,gcfv,1,5,2022-10-30t10:25:00.000,ryanair,fr,ryr,6562,fr6562,ryr6562,,,,,14,,,,,
departure,active,lpl,eggp,,2022-10-30t06:45:00.000,2022-10-30t06:45:00.000,ace,gcrr,1,4,2022-10-30t10:50:00.000,ryanair,fr,ryr,6574,fr6574,ryr6574,,,,,,,,,,
departure,active,lpl,eggp,27.0,2022-10-30t07:10:00.000,2022-10-30t07:10:00.000,ork,eick,,1,2022-10-30t08:20:00.000,ryanair,fr,ryr,6588,fr6588,ryr6588,2022-10-30t07:37:00.000,2022-10-30t07:37:00.000,2022-10-30t07:37:00.000,2022-10-30t08:32:00.000,16,12.0,,,,
departure,active,lpl,eggp,15.0,2022-10-30t07:45:00.000,2022-10-30t08:00:00.000,dub,eidw,1,3,2022-10-30t08:40:00.000,ryanair,fr,ryr,5022,fr5022,ryr5022,,,,,104,,,,,
departure,active,lpl,eggp,25.0,2022-10-30t10:15:00.000,2022-10-30t10:40:00.000,alc,leal,,7b,2022-10-30t14:00:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,,,,,,,,,,
