type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,ncl,egnt,26,,2022-08-16t09:25:00.000,2022-08-16t09:25:00.000,,,,agp,lemg,,,,2022-08-16t13:30:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,2,11.0,2022-08-16t11:30:00.000,2022-08-16t11:30:00.000,2022-08-16t11:40:00.000,2022-08-16t11:40:00.000,2022-08-16t11:40:00.000,dub,eidw,1,5,104,2022-08-16t12:30:00.000,2022-08-16t12:23:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-16t12:50:00.000,2022-08-16t12:50:00.000,,,,fue,gcfv,,6,,2022-08-16t17:20:00.000,,ryanair,fr,ryr,454,fr454,ryr454,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-16t15:10:00.000,2022-08-16t15:10:00.000,,,,dub,eidw,1,2,110,2022-08-16t16:10:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-16t17:40:00.000,2022-08-16t17:40:00.000,,,,mah,lemh,ter1,06,,2022-08-16t21:20:00.000,,ryanair,fr,ryr,458,fr458,ryr458,,,,,,,,,,
departure,active,ncl,egnt,20,40.0,2022-08-16t20:00:00.000,2022-08-16t20:10:00.000,2022-08-16t20:39:00.000,2022-08-16t20:39:00.000,2022-08-16t20:39:00.000,alc,leal,,3b,,2022-08-16t23:50:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-17t06:40:00.000,2022-08-17t06:40:00.000,,,,pfo,lcph,,,,2022-08-17t13:20:00.000,,ryanair,fr,ryr,427,fr427,ryr427,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-17t10:00:00.000,2022-08-17t10:00:00.000,,,,ibz,leib,1,09,,2022-08-17t13:50:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-17t10:25:00.000,2022-08-17t10:25:00.000,,,,fao,lpfr,,,,2022-08-17t13:30:00.000,,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-17t11:00:00.000,2022-08-17t11:00:00.000,,,,alc,leal,,7b,,2022-08-17t14:50:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-17t17:20:00.000,2022-08-17t17:20:00.000,,,,zad,ldzd,,,,2022-08-17t21:00:00.000,,ryanair,fr,ryr,412,fr412,ryr412,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-08-17t17:30:00.000,2022-08-17t17:30:00.000,,,,bgy,lime,,,,2022-08-17t20:55:00.000,,ryanair,fr,ryr,460,fr460,ryr460,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-17t20:10:00.000,2022-08-17t20:10:00.000,,,,wro,epwr,,a,,2022-08-17t23:20:00.000,,ryanair,fr,ryr,8310,fr8310,ryr8310,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-17t22:35:00.000,2022-08-17t22:35:00.000,,,,dub,eidw,1,2,113,2022-08-17t23:35:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-18t06:35:00.000,2022-08-18t06:35:00.000,,,,lpa,gclp,,37,7,2022-08-18t11:05:00.000,,ryanair,fr,ryr,425,fr425,ryr425,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-18t08:50:00.000,2022-08-18t08:50:00.000,,,,pmi,lepa,,05,,2022-08-18t12:35:00.000,,ryanair,fr,ryr,2347,fr2347,ryr2347,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-08-18t11:00:00.000,2022-08-18t11:00:00.000,,,,alc,leal,n,3b,b26,2022-08-18t14:50:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,17,,2022-08-18t11:10:00.000,2022-08-18t11:10:00.000,,,,gdn,epgd,,,17,2022-08-18t14:15:00.000,,ryanair,fr,ryr,8314,fr8314,ryr8314,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-08-18t11:20:00.000,2022-08-18t11:20:00.000,,,,dub,eidw,1,4,103,2022-08-18t12:20:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,10,8.0,2022-08-18t16:45:00.000,2022-08-18t16:45:00.000,2022-08-18t16:52:00.000,2022-08-18t16:52:00.000,2022-08-18t16:52:00.000,mah,lemh,ter1,04,10,2022-08-18t20:25:00.000,2022-08-18t20:18:00.000,ryanair,fr,ryr,458,fr458,ryr458,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-18t17:05:00.000,2022-08-18t17:05:00.000,,,,krk,epkk,t,,07,2022-08-18t20:40:00.000,,ryanair,fr,ryr,450,fr450,ryr450,,,,,,,,,,
departure,active,ncl,egnt,2,8.0,2022-08-18t22:40:00.000,2022-08-18t22:40:00.000,2022-08-18t22:47:00.000,2022-08-18t22:47:00.000,2022-08-18t22:47:00.000,dub,eidw,1,5,108,2022-08-18t23:40:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,2022-08-18t23:32:00.000,2022-08-18t23:32:00.000,2022-08-18t23:32:00.000,,,,,,
departure,active,ncl,egnt,,5.0,2022-08-19t06:10:00.000,2022-08-19t06:15:00.000,,,,ace,gcrr,1,7,,2022-08-19t10:35:00.000,,ryanair,fr,ryr,414,fr414,ryr414,,,,,,,,,,
departure,active,ncl,egnt,,45.0,2022-08-19t06:30:00.000,2022-08-19t07:15:00.000,,,,rix,evra,,,,2022-08-19t10:50:00.000,,ryanair,fr,ryr,452,fr452,ryr452,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-19t08:10:00.000,2022-08-19t08:10:00.000,,,,gdn,epgd,,,26,2022-08-19t11:15:00.000,,ryanair,fr,ryr,8314,fr8314,ryr8314,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-19t08:30:00.000,2022-08-19t08:30:00.000,,,,pmi,lepa,,04,,2022-08-19t12:15:00.000,,ryanair,fr,ryr,2347,fr2347,ryr2347,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-19t09:20:00.000,2022-08-19t09:20:00.000,,,,alc,leal,,4b,,2022-08-19t13:10:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-19t11:10:00.000,2022-08-19t11:10:00.000,,,,fao,lpfr,,,20,2022-08-19t14:15:00.000,,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-19t13:50:00.000,2022-08-19t13:50:00.000,,,,chq,lgsa,,,10,2022-08-19t19:55:00.000,,ryanair,fr,ryr,410,fr410,ryr410,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-19t16:10:00.000,2022-08-19t16:10:00.000,,,,ibz,leib,1,09,07,2022-08-19t20:00:00.000,,ryanair,fr,ryr,418,fr418,ryr418,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-19t21:20:00.000,2022-08-19t21:20:00.000,,,,dub,eidw,1,2,gnib,2022-08-19t22:20:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,7,12.0,2022-08-20t06:00:00.000,2022-08-20t06:00:00.000,2022-08-20t06:11:00.000,2022-08-20t06:11:00.000,2022-08-20t06:11:00.000,tfs,gcts,,a1,,2022-08-20t10:40:00.000,2022-08-20t10:29:00.000,ryanair,fr,ryr,416,fr416,ryr416,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-20t07:25:00.000,2022-08-20t07:25:00.000,,,,fue,gcfv,1,5,10,2022-08-20t11:55:00.000,,ryanair,fr,ryr,454,fr454,ryr454,,,,,,,,,,
departure,active,ncl,egnt,10,14.0,2022-08-20t09:25:00.000,2022-08-20t09:25:00.000,2022-08-20t09:38:00.000,2022-08-20t09:38:00.000,2022-08-20t09:38:00.000,agp,lemg,,,,2022-08-20t13:30:00.000,2022-08-20t13:24:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-20t11:00:00.000,2022-08-20t11:00:00.000,,,,alc,leal,,7b,,2022-08-20t14:50:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-20t11:55:00.000,2022-08-20t11:55:00.000,,,,dub,eidw,1,4,109,2022-08-20t12:55:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-20t16:30:00.000,2022-08-20t16:30:00.000,,,,dub,eidw,1,5,103,2022-08-20t17:30:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-08-20t17:40:00.000,2022-08-20t17:40:00.000,,,,mah,lemh,ter1,05,26,2022-08-20t21:20:00.000,,ryanair,fr,ryr,458,fr458,ryr458,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-20t19:25:00.000,2022-08-20t19:25:00.000,,,,bgy,lime,,,,2022-08-20t22:50:00.000,,ryanair,fr,ryr,460,fr460,ryr460,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-21t06:30:00.000,2022-08-21t06:30:00.000,,,,zad,ldzd,,,07,2022-08-21t10:10:00.000,,ryanair,fr,ryr,412,fr412,ryr412,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-21t06:50:00.000,2022-08-21t06:50:00.000,,,,lpa,gclp,,37,10,2022-08-21t11:20:00.000,,ryanair,fr,ryr,425,fr425,ryr425,,,,,,,,,,
departure,active,ncl,egnt,7,16.0,2022-08-21t09:10:00.000,2022-08-21t09:10:00.000,2022-08-21t09:25:00.000,2022-08-21t09:25:00.000,2022-08-21t09:25:00.000,alc,leal,,7b,,2022-08-21t13:00:00.000,2022-08-21t12:57:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-21t13:25:00.000,2022-08-21t13:25:00.000,,,,pfo,lcph,,,26,2022-08-21t20:05:00.000,,ryanair,fr,ryr,427,fr427,ryr427,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-21t17:20:00.000,2022-08-21t17:20:00.000,,,,krk,epkk,t,,07,2022-08-21t20:55:00.000,,ryanair,fr,ryr,450,fr450,ryr450,,,,,,,,,,
departure,active,ncl,egnt,7,8.0,2022-08-21t19:40:00.000,2022-08-21t19:40:00.000,2022-08-21t19:47:00.000,2022-08-21t19:47:00.000,2022-08-21t19:47:00.000,fao,lpfr,,,c7,2022-08-21t22:45:00.000,2022-08-21t22:37:00.000,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-21t19:50:00.000,2022-08-21t19:50:00.000,,,,wro,epwr,,d,26,2022-08-21t23:00:00.000,,ryanair,fr,ryr,8310,fr8310,ryr8310,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-21t21:50:00.000,2022-08-21t21:50:00.000,,,,dub,eidw,1,5,103,2022-08-21t22:50:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-08-22t05:50:00.000,2022-08-22t05:50:00.000,,,,ace,gcrr,1,1,,2022-08-22t10:15:00.000,,ryanair,fr,ryr,414,fr414,ryr414,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-22t06:45:00.000,2022-08-22t06:45:00.000,,,,chq,lgsa,,,10,2022-08-22t12:50:00.000,,ryanair,fr,ryr,410,fr410,ryr410,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-22t08:55:00.000,2022-08-22t08:55:00.000,,,,pmi,lepa,,03,a24,2022-08-22t12:40:00.000,,ryanair,fr,ryr,2347,fr2347,ryr2347,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-22t13:05:00.000,2022-08-22t13:05:00.000,,,,gdn,epgd,,,7,2022-08-22t16:10:00.000,,ryanair,fr,ryr,8314,fr8314,ryr8314,,,,,,,,,,
departure,active,ncl,egnt,7,6.0,2022-08-22t16:35:00.000,2022-08-22t16:35:00.000,2022-08-22t16:41:00.000,2022-08-22t16:41:00.000,2022-08-22t16:41:00.000,rix,evra,,,7,2022-08-22t20:55:00.000,2022-08-22t20:46:00.000,ryanair,fr,ryr,452,fr452,ryr452,,,,,,,,,,
departure,active,ncl,egnt,10,9.0,2022-08-22t16:55:00.000,2022-08-22t16:55:00.000,2022-08-22t17:03:00.000,2022-08-22t17:03:00.000,2022-08-22t17:03:00.000,ibz,leib,1,09,7,2022-08-22t20:45:00.000,2022-08-22t20:35:00.000,ryanair,fr,ryr,418,fr418,ryr418,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-08-22t19:10:00.000,2022-08-22t19:10:00.000,,,,fao,lpfr,,,20,2022-08-22t22:15:00.000,,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-08-22t20:25:00.000,2022-08-22t20:25:00.000,,,,alc,leal,,7b,,2022-08-23t00:15:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-08-22t22:25:00.000,2022-08-22t22:25:00.000,,,,dub,eidw,1,5,102,2022-08-22t23:25:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,7,7.0,2022-08-23t06:25:00.000,2022-08-23t06:25:00.000,2022-08-23t06:31:00.000,2022-08-23t06:31:00.000,2022-08-23t06:31:00.000,krk,epkk,t,,07,2022-08-23t10:00:00.000,2022-08-23t09:34:00.000,ryanair,fr,ryr,450,fr450,ryr450,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-23t06:50:00.000,2022-08-23t06:50:00.000,,,,tfs,gcts,,a4,10,2022-08-23t11:30:00.000,,ryanair,fr,ryr,416,fr416,ryr416,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-23t08:50:00.000,2022-08-23t08:50:00.000,,,,pmi,lepa,,02,,2022-08-23t12:35:00.000,,ryanair,fr,ryr,2347,fr2347,ryr2347,,,,,,,,,,
departure,active,ncl,egnt,26,21.0,2022-08-23t09:25:00.000,2022-08-23t09:25:00.000,2022-08-23t09:46:00.000,2022-08-23t09:46:00.000,2022-08-23t09:46:00.000,agp,lemg,2,,26,2022-08-23t13:30:00.000,2022-08-23t13:33:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,3.0,,,,,,,,,
departure,active,ncl,egnt,2,,2022-08-23t11:30:00.000,2022-08-23t11:30:00.000,,,,dub,eidw,1,4,2,2022-08-23t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-23t12:50:00.000,2022-08-23t12:50:00.000,,,,fue,gcfv,1,6,7,2022-08-23t17:20:00.000,,ryanair,fr,ryr,454,fr454,ryr454,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-23t15:10:00.000,2022-08-23t15:10:00.000,,,,dub,eidw,1,5,110,2022-08-23t16:10:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,7,38.0,2022-08-23t17:40:00.000,2022-08-23t17:50:00.000,2022-08-23t18:17:00.000,2022-08-23t18:17:00.000,2022-08-23t18:17:00.000,mah,lemh,ter1,05,7,2022-08-23t21:20:00.000,2022-08-23t21:22:00.000,ryanair,fr,ryr,458,fr458,ryr458,3.0,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-23t20:00:00.000,2022-08-23t20:00:00.000,,,,alc,leal,,7b,,2022-08-23t23:50:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-24t06:40:00.000,2022-08-24t06:40:00.000,,,,pfo,lcph,,,7,2022-08-24t13:20:00.000,,ryanair,fr,ryr,427,fr427,ryr427,,,,,,,,,,
departure,active,ncl,egnt,26,15.0,2022-08-24t10:00:00.000,2022-08-24t10:00:00.000,2022-08-24t10:15:00.000,2022-08-24t10:15:00.000,2022-08-24t10:15:00.000,ibz,leib,1,09,26,2022-08-24t13:50:00.000,2022-08-24t13:52:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,3.0,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-24t10:25:00.000,2022-08-24t10:25:00.000,,,,fao,lpfr,,,c7,2022-08-24t13:30:00.000,,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,10,12.0,2022-08-24t11:00:00.000,2022-08-24t11:00:00.000,2022-08-24t11:12:00.000,2022-08-24t11:12:00.000,2022-08-24t11:12:00.000,alc,leal,,7b,,2022-08-24t14:50:00.000,2022-08-24t14:48:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-24t17:20:00.000,2022-08-24t17:20:00.000,,,,zad,ldzd,,,26,2022-08-24t21:00:00.000,,ryanair,fr,ryr,412,fr412,ryr412,,,,,,,,,,
departure,active,ncl,egnt,,10.0,2022-08-24t17:30:00.000,2022-08-24t17:40:00.000,,,,bgy,lime,,,24,2022-08-24t20:55:00.000,,ryanair,fr,ryr,460,fr460,ryr460,,,,,,,,,,
departure,active,ncl,egnt,20,33.0,2022-08-24t20:10:00.000,2022-08-24t20:10:00.000,2022-08-24t20:43:00.000,2022-08-24t20:43:00.000,2022-08-24t20:43:00.000,wro,epwr,,a,20,2022-08-24t23:20:00.000,2022-08-24t23:32:00.000,ryanair,fr,ryr,8310,fr8310,ryr8310,13.0,,,,,,,,,
departure,active,ncl,egnt,2,,2022-08-24t22:35:00.000,2022-08-24t22:35:00.000,,,,dub,eidw,1,2,106,2022-08-24t23:35:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-25t06:35:00.000,2022-08-25t06:35:00.000,,,,lpa,gclp,,35,,2022-08-25t11:05:00.000,,ryanair,fr,ryr,425,fr425,ryr425,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-25t08:50:00.000,2022-08-25t08:50:00.000,,,,pmi,lepa,,05,a10,2022-08-25t12:35:00.000,,ryanair,fr,ryr,2347,fr2347,ryr2347,,,,,,,,,,
departure,active,ncl,egnt,26,34.0,2022-08-25t11:00:00.000,2022-08-25t11:10:00.000,2022-08-25t11:34:00.000,2022-08-25t11:34:00.000,2022-08-25t11:34:00.000,alc,leal,n,3b,25,2022-08-25t14:50:00.000,2022-08-25t15:11:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,21.0,,,,,,,,,
departure,active,ncl,egnt,7,16.0,2022-08-25t11:10:00.000,2022-08-25t11:10:00.000,2022-08-25t11:25:00.000,2022-08-25t11:25:00.000,2022-08-25t11:25:00.000,gdn,epgd,,,7,2022-08-25t14:15:00.000,2022-08-25t14:20:00.000,ryanair,fr,ryr,8314,fr8314,ryr8314,5.0,,,,,,,,,
departure,active,ncl,egnt,2,12.0,2022-08-25t11:20:00.000,2022-08-25t11:20:00.000,2022-08-25t11:32:00.000,2022-08-25t11:32:00.000,2022-08-25t11:32:00.000,dub,eidw,1,5,111,2022-08-25t12:20:00.000,2022-08-25t12:16:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-25t16:45:00.000,2022-08-25t16:45:00.000,,,,mah,lemh,ter1,05,10,2022-08-25t20:25:00.000,,ryanair,fr,ryr,458,fr458,ryr458,,,,,,,,,,
departure,active,ncl,egnt,7,15.0,2022-08-25t17:05:00.000,2022-08-25t17:20:00.000,,,,krk,epkk,t,,7,2022-08-25t20:40:00.000,,ryanair,fr,ryr,450,fr450,ryr450,,,,,,,,,,
departure,active,ncl,egnt,2,6.0,2022-08-25t22:40:00.000,2022-08-25t22:40:00.000,2022-08-25t22:46:00.000,2022-08-25t22:46:00.000,2022-08-25t22:46:00.000,dub,eidw,1,5,2,2022-08-25t23:40:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,2022-08-25t23:34:00.000,2022-08-25t23:34:00.000,2022-08-25t23:34:00.000,,,,,,
departure,active,ncl,egnt,26,16.0,2022-08-26t06:10:00.000,2022-08-26t06:10:00.000,2022-08-26t06:26:00.000,2022-08-26t06:26:00.000,2022-08-26t06:26:00.000,ace,gcrr,1,7,10,2022-08-26t10:35:00.000,2022-08-26t10:38:00.000,ryanair,fr,ryr,414,fr414,ryr414,3.0,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-26t06:30:00.000,2022-08-26t06:30:00.000,,,,rix,evra,,,7,2022-08-26t10:50:00.000,,ryanair,fr,ryr,452,fr452,ryr452,,,,,,,,,,
departure,active,ncl,egnt,26,1.0,2022-08-26t08:10:00.000,2022-08-26t08:10:00.000,2022-08-26t08:10:00.000,2022-08-26t08:10:00.000,2022-08-26t08:10:00.000,gdn,epgd,,,26,2022-08-26t11:15:00.000,2022-08-26t10:57:00.000,ryanair,fr,ryr,8314,fr8314,ryr8314,,,,,,,,,,
departure,active,ncl,egnt,24,,2022-08-26t08:30:00.000,2022-08-26t08:30:00.000,,,,pmi,lepa,,01,a24,2022-08-26t12:15:00.000,,ryanair,fr,ryr,2347,fr2347,ryr2347,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-26t09:20:00.000,2022-08-26t09:20:00.000,,,,alc,leal,n,4b,26,2022-08-26t13:10:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-08-26t11:10:00.000,2022-08-26t11:10:00.000,,,,fao,lpfr,,,20,2022-08-26t14:15:00.000,,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-26t13:50:00.000,2022-08-26t13:50:00.000,,,,chq,lgsa,,,10,2022-08-26t19:55:00.000,,ryanair,fr,ryr,410,fr410,ryr410,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-26t16:10:00.000,2022-08-26t16:10:00.000,,,,ibz,leib,1,08,7,2022-08-26t20:00:00.000,,ryanair,fr,ryr,418,fr418,ryr418,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-26t21:20:00.000,2022-08-26t21:20:00.000,,,,dub,eidw,1,4,1xn,2022-08-26t22:20:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-27t06:00:00.000,2022-08-27t06:00:00.000,,,,tfs,gcts,,a1,,2022-08-27t10:40:00.000,,ryanair,fr,ryr,416,fr416,ryr416,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-27t07:25:00.000,2022-08-27t07:25:00.000,,,,fue,gcfv,1,3,10,2022-08-27t11:55:00.000,,ryanair,fr,ryr,454,fr454,ryr454,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-27t09:25:00.000,2022-08-27t09:25:00.000,,,,agp,lemg,,,,2022-08-27t13:30:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,20,1.0,2022-08-27t11:00:00.000,2022-08-27t11:00:00.000,2022-08-27t11:01:00.000,2022-08-27t11:01:00.000,2022-08-27t11:01:00.000,alc,leal,,7b,,2022-08-27t14:50:00.000,2022-08-27t14:35:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-27t11:55:00.000,2022-08-27t11:55:00.000,,,,dub,eidw,1,4,103,2022-08-27t12:55:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-27t16:30:00.000,2022-08-27t16:30:00.000,,,,dub,eidw,1,3,108,2022-08-27t17:30:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,26,10.0,2022-08-27t17:40:00.000,2022-08-27t17:50:00.000,,,,mah,lemh,ter1,06,26,2022-08-27t21:20:00.000,,ryanair,fr,ryr,458,fr458,ryr458,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-27t19:25:00.000,2022-08-27t19:25:00.000,,,,bgy,lime,,,7,2022-08-27t22:50:00.000,,ryanair,fr,ryr,460,fr460,ryr460,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-28t06:30:00.000,2022-08-28t06:30:00.000,,,,zad,ldzd,,,7,2022-08-28t10:10:00.000,,ryanair,fr,ryr,412,fr412,ryr412,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-28t06:50:00.000,2022-08-28t06:50:00.000,,,,lpa,gclp,,35,10,2022-08-28t11:20:00.000,,ryanair,fr,ryr,425,fr425,ryr425,,,,,,,,,,
departure,active,ncl,egnt,7,20.0,2022-08-28t09:10:00.000,2022-08-28t09:10:00.000,2022-08-28t09:30:00.000,2022-08-28t09:30:00.000,2022-08-28t09:30:00.000,alc,leal,,7b,,2022-08-28t13:00:00.000,2022-08-28t13:05:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,6.0,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-28t13:25:00.000,2022-08-28t13:25:00.000,,,,pfo,lcph,,,7,2022-08-28t20:05:00.000,,ryanair,fr,ryr,427,fr427,ryr427,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-08-28t17:20:00.000,2022-08-28t17:20:00.000,,,,krk,epkk,t,,10,2022-08-28t20:55:00.000,,ryanair,fr,ryr,450,fr450,ryr450,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-28t19:40:00.000,2022-08-28t19:40:00.000,,,,fao,lpfr,,,c10,2022-08-28t22:45:00.000,,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-28t19:50:00.000,2022-08-28t19:50:00.000,,,,wro,epwr,,a,26,2022-08-28t23:00:00.000,,ryanair,fr,ryr,8310,fr8310,ryr8310,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-08-28t21:50:00.000,2022-08-28t21:50:00.000,,,,dub,eidw,1,3,103,2022-08-28t22:50:00.000,,ryanair,fr,ryr,175,fr175,ryr175,,,,,,,,,,
departure,active,ncl,egnt,,,2022-08-29t05:50:00.000,2022-08-29t05:50:00.000,,,,ace,gcrr,1,1,7,2022-08-29t10:15:00.000,,ryanair,fr,ryr,414,fr414,ryr414,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-08-29t06:45:00.000,2022-08-29t06:45:00.000,,,,chq,lgsa,,,10,2022-08-29t12:50:00.000,,ryanair,fr,ryr,410,fr410,ryr410,,,,,,,,,,
departure,active,ncl,egnt,24,,2022-08-29t08:55:00.000,2022-08-29t08:55:00.000,,,,pmi,lepa,,03,a24,2022-08-29t12:40:00.000,,ryanair,fr,ryr,2347,fr2347,ryr2347,,,,,,,,,,
