type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.baggage,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,brs,eggd,29.0,2022-05-25t06:00:00.000,2022-05-25t06:15:00.000,2022-05-25t06:28:00.000,2022-05-25t06:28:00.000,2022-05-25t06:28:00.000,cfu,lgkr,,2022-05-25t11:10:00.000,2022-05-25t11:25:00.000,jet2,ls,exs,1815,ls1815,exs1815,,,16.0,,,,,,,,,,
departure,active,brs,eggd,37.0,2022-05-25t06:00:00.000,2022-05-25t06:00:00.000,2022-05-25t06:37:00.000,2022-05-25t06:37:00.000,2022-05-25t06:37:00.000,vrn,lipx,,2022-05-25t08:55:00.000,2022-05-25t09:25:00.000,jet2,ls,exs,1895,ls1895,exs1895,,,31.0,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-05-25t06:20:00.000,2022-05-25t06:28:00.000,,,,dlm,ltbs,i,2022-05-25t12:25:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,37.0,2022-05-25t12:10:00.000,2022-05-25t12:32:00.000,2022-05-25t12:46:00.000,2022-05-25t12:46:00.000,2022-05-25t12:46:00.000,pfo,lcph,,2022-05-25t18:55:00.000,2022-05-25t19:00:00.000,jet2,ls,exs,1869,ls1869,exs1869,,,5.0,,,,,,,,,,
departure,active,brs,eggd,28.0,2022-05-25t13:40:00.000,2022-05-25t13:40:00.000,2022-05-25t14:08:00.000,2022-05-25t14:08:00.000,2022-05-25t14:08:00.000,ayt,ltai,2,2022-05-25t20:00:00.000,2022-05-25t20:06:00.000,jet2,ls,exs,1809,ls1809,exs1809,206,,6.0,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-05-25t14:30:00.000,2022-05-25t14:30:00.000,2022-05-25t15:00:00.000,2022-05-25t15:00:00.000,2022-05-25t15:00:00.000,fue,gcfv,,2022-05-25t18:25:00.000,2022-05-25t18:42:00.000,jet2,ls,exs,1827,ls1827,exs1827,4,,17.0,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-05-25t16:40:00.000,2022-05-25t17:10:00.000,,,,jtr,lgsr,,2022-05-25t22:30:00.000,,jet2,ls,exs,1843,ls1843,exs1843,,,,,,,,,,,,,
departure,active,brs,eggd,29.0,2022-05-26t06:00:00.000,2022-05-26t06:10:00.000,2022-05-26t06:28:00.000,2022-05-26t06:28:00.000,2022-05-26t06:28:00.000,efl,lgkf,,2022-05-26t11:15:00.000,2022-05-26t11:34:00.000,jet2,ls,exs,1819,ls1819,exs1819,,,19.0,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-05-26t06:15:00.000,2022-05-26t06:15:00.000,2022-05-26t06:36:00.000,2022-05-26t06:36:00.000,2022-05-26t06:36:00.000,fao,lpfr,,2022-05-26t08:50:00.000,2022-05-26t08:57:00.000,jet2,ls,exs,1821,ls1821,exs1821,,,8.0,,,,,,,,,,
departure,active,brs,eggd,16.0,2022-05-26t06:20:00.000,2022-05-26t06:36:00.000,,,,zth,lgza,,2022-05-26t12:00:00.000,,jet2,ls,exs,1897,ls1897,exs1897,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-26t06:25:00.000,2022-05-26t06:25:00.000,,,,tfs,gcts,,2022-05-26t10:35:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a2,,,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-05-26t06:45:00.000,2022-05-26t07:15:00.000,,,,reu,lers,t1,2022-05-26t09:45:00.000,,jet2,ls,exs,1879,ls1879,exs1879,1,,,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-05-26t07:30:00.000,2022-05-26t07:30:00.000,2022-05-26t07:51:00.000,2022-05-26t07:51:00.000,2022-05-26t07:51:00.000,pmi,lepa,,2022-05-26t10:50:00.000,2022-05-26t10:51:00.000,jet2,ls,exs,1871,ls1871,exs1871,07,,1.0,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-26t14:00:00.000,2022-05-26t14:18:00.000,2022-05-26t14:19:00.000,2022-05-26t14:19:00.000,2022-05-26t14:19:00.000,dlm,ltbs,i,2022-05-26t20:05:00.000,2022-05-26t20:12:00.000,jet2,ls,exs,1817,ls1817,exs1817,,,8.0,,,,,,,,,,
departure,active,brs,eggd,49.0,2022-05-26t12:35:00.000,2022-05-26t12:35:00.000,2022-05-26t13:24:00.000,2022-05-26t13:24:00.000,2022-05-26t13:24:00.000,lpa,gclp,,2022-05-26t16:45:00.000,2022-05-26t17:14:00.000,jet2,ls,exs,1853,ls1853,exs1853,36,,30.0,,,,,,,,,,
departure,active,brs,eggd,,2022-05-26t14:00:00.000,2022-05-26t14:00:00.000,,,,kgs,lgko,,2022-05-26t20:00:00.000,,jet2,ls,exs,1847,ls1847,exs1847,,,,,,,,,,,,,
departure,active,brs,eggd,75.0,2022-05-26t14:35:00.000,2022-05-26t15:50:00.000,,,,ace,gcrr,1,2022-05-26t18:35:00.000,,jet2,ls,exs,1801,ls1801,exs1801,5,,,,,,,,,,,,
departure,active,brs,eggd,60.0,2022-05-26t15:30:00.000,2022-05-26t16:30:00.000,,,,jsi,lgsk,,2022-05-26t20:55:00.000,,jet2,ls,exs,1839,ls1839,exs1839,,,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-05-26t16:40:00.000,2022-05-26t16:47:00.000,,,,bjv,ltfe,i,2022-05-26t22:40:00.000,,jet2,ls,exs,1813,ls1813,exs1813,,,,,,,,,,,,,
departure,active,brs,eggd,35.0,2022-05-27t05:55:00.000,2022-05-27t06:30:00.000,,,,cfu,lgkr,,2022-05-27t10:55:00.000,,jet2,ls,exs,1815,ls1815,exs1815,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-27t06:15:00.000,2022-05-27t06:15:00.000,,,,alc,leal,,2022-05-27t09:35:00.000,,jet2,ls,exs,1805,ls1805,exs1805,6a,,,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-05-27t06:15:00.000,2022-05-27t06:45:00.000,,,,pmi,lepa,,2022-05-27t09:35:00.000,,jet2,ls,exs,1871,ls1871,exs1871,08,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-27t06:50:00.000,2022-05-27t07:00:00.000,,,,fao,lpfr,,2022-05-27t09:25:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-27t06:50:00.000,2022-05-27t06:50:00.000,,,,mah,lemh,ter1,2022-05-27t10:10:00.000,,jet2,ls,exs,1859,ls1859,exs1859,5,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-27t07:05:00.000,2022-05-27t07:15:00.000,,,,ibz,leib,1,2022-05-27t10:30:00.000,,jet2,ls,exs,1835,ls1835,exs1835,8,,,,,,,,,,,,
departure,active,brs,eggd,110.0,2022-05-27t12:35:00.000,2022-05-27t14:25:00.000,,,,lca,lclk,,2022-05-27t19:25:00.000,,jet2,ls,exs,1855,ls1855,exs1855,,,,,,,,,,,,,
departure,active,brs,eggd,55.0,2022-05-27t13:05:00.000,2022-05-27t14:00:00.000,,,,ayt,ltai,1,2022-05-27t19:25:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,65.0,2022-05-27t13:40:00.000,2022-05-27t14:45:00.000,,,,her,lgir,,2022-05-27t19:40:00.000,,jet2,ls,exs,1831,ls1831,exs1831,,,,,,,,,,,,,
departure,active,brs,eggd,100.0,2022-05-27t13:45:00.000,2022-05-27t15:25:00.000,,,,tfs,gcts,,2022-05-27t17:55:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a5,,,,,,,,,,,,
departure,active,brs,eggd,80.0,2022-05-27t14:00:00.000,2022-05-27t15:20:00.000,,,,dlm,ltbs,i,2022-05-27t20:05:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,75.0,2022-05-27t14:15:00.000,2022-05-27t15:30:00.000,,,,rho,lgrp,,2022-05-27t20:25:00.000,,jet2,ls,exs,1881,ls1881,exs1881,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-27t11:00:00.000,2022-05-27t11:10:00.000,,,,lpa,gclp,,2022-05-27t14:53:00.000,,jet2,ls,exs,1022,ls1022,exs1022,,,,,,,,,,,,,
departure,active,brs,eggd,17.0,2022-05-28t06:05:00.000,2022-05-28t06:05:00.000,2022-05-28t06:22:00.000,2022-05-28t06:22:00.000,2022-05-28t06:22:00.000,gro,lege,1,2022-05-28t09:05:00.000,2022-05-28t08:57:00.000,jet2,ls,exs,1829,ls1829,exs1829,,,,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-05-28t06:05:00.000,2022-05-28t06:05:00.000,2022-05-28t06:27:00.000,2022-05-28t06:27:00.000,2022-05-28t06:27:00.000,fue,gcfv,,2022-05-28t10:05:00.000,2022-05-28t10:10:00.000,jet2,ls,exs,1827,ls1827,exs1827,6,,5.0,,,,,,,,,,
departure,active,brs,eggd,,2022-05-28t06:15:00.000,2022-05-28t06:15:00.000,,,,fao,lpfr,,2022-05-28t08:50:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,17.0,2022-05-28t06:55:00.000,2022-05-28t06:55:00.000,2022-05-28t07:12:00.000,2022-05-28t07:12:00.000,2022-05-28t07:12:00.000,alc,leal,,2022-05-28t10:25:00.000,2022-05-28t10:23:00.000,jet2,ls,exs,1805,ls1805,exs1805,6b,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-28t07:30:00.000,2022-05-28t07:30:00.000,2022-05-28t07:30:00.000,2022-05-28t07:30:00.000,2022-05-28t07:30:00.000,mah,lemh,ter1,2022-05-28t10:50:00.000,,jet2,ls,exs,1859,ls1859,exs1859,4,,,,,,,,,,,,
departure,active,brs,eggd,21.0,2022-05-28t07:30:00.000,2022-05-28t07:30:00.000,2022-05-28t07:51:00.000,2022-05-28t07:51:00.000,2022-05-28t07:51:00.000,pmi,lepa,,2022-05-28t10:50:00.000,2022-05-28t10:53:00.000,jet2,ls,exs,1871,ls1871,exs1871,01,,3.0,,,,,,,,,,
departure,active,brs,eggd,11.0,2022-05-28t11:55:00.000,2022-05-28t11:55:00.000,2022-05-28t12:05:00.000,2022-05-28t12:05:00.000,2022-05-28t12:05:00.000,inn,lowi,,2022-05-28t14:55:00.000,2022-05-28t14:45:00.000,jet2,ls,exs,1841,ls1841,exs1841,,,,,,,,,,,,,
departure,active,brs,eggd,234.0,2022-05-28t13:15:00.000,2022-05-28t17:09:00.000,,,,ayt,ltai,1,2022-05-28t19:35:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,76.0,2022-05-28t13:45:00.000,2022-05-28t15:01:00.000,,,,tfs,gcts,,2022-05-28t17:55:00.000,,jet2,ls,exs,1891,ls1891,exs1891,b4,,,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-28t14:05:00.000,2022-05-28t14:25:00.000,,,,rho,lgrp,,2022-05-28t20:15:00.000,,jet2,ls,exs,1881,ls1881,exs1881,,,,,,,,,,,,,
departure,active,brs,eggd,175.0,2022-05-28t14:15:00.000,2022-05-28t17:10:00.000,,,,dlm,ltbs,i,2022-05-28t20:20:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,unknown,brs,eggd,79.0,2022-05-28t15:40:00.000,2022-05-28t16:59:00.000,,,,ibz,leib,1,2022-05-28t19:05:00.000,,jet2,ls,exs,1835,ls1835,exs1835,09,,,,,,,,,,,,
departure,active,brs,eggd,106.0,2022-05-28t17:40:00.000,2022-05-28t19:26:00.000,,,,pmi,lepa,,2022-05-28t21:00:00.000,,jet2,ls,exs,1899,ls1899,exs1899,3,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-29t06:00:00.000,2022-05-29t06:00:00.000,,,,pvk,lgpz,,2022-05-29t11:25:00.000,,jet2,ls,exs,1873,ls1873,exs1873,,,,,,,,,,,,,
departure,active,brs,eggd,60.0,2022-05-29t06:15:00.000,2022-05-29t07:15:00.000,,,,pmi,lepa,,2022-05-29t09:35:00.000,,jet2,ls,exs,1871,ls1871,exs1871,18,,,,,,,,,,,,
departure,active,brs,eggd,150.0,2022-05-29t06:45:00.000,2022-05-29t09:15:00.000,,,,mjt,lgmt,,2022-05-29t12:15:00.000,,jet2,ls,exs,1863,ls1863,exs1863,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-29t06:55:00.000,2022-05-29t06:55:00.000,,,,cfu,lgkr,,2022-05-29t12:05:00.000,,jet2,ls,exs,1815,ls1815,exs1815,,,,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-05-29t07:00:00.000,2022-05-29t07:15:00.000,,,,alc,leal,,2022-05-29t10:25:00.000,,jet2,ls,exs,1805,ls1805,exs1805,3b,,,,,,,,,,,,
departure,active,brs,eggd,45.0,2022-05-29t07:00:00.000,2022-05-29t07:45:00.000,,,,fao,lpfr,,2022-05-29t09:35:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,155.0,2022-05-29t12:45:00.000,2022-05-29t15:20:00.000,,,,pfo,lcph,,2022-05-29t19:30:00.000,,jet2,ls,exs,1869,ls1869,exs1869,,,,,,,,,,,,,
departure,active,brs,eggd,225.0,2022-05-29t14:00:00.000,2022-05-29t17:45:00.000,,,,ace,gcrr,1,2022-05-29t18:00:00.000,,jet2,ls,exs,1801,ls1801,exs1801,5,,,,,,,,,,,,
departure,active,brs,eggd,415.0,2022-05-29t14:00:00.000,2022-05-29t20:55:00.000,,,,lpa,gclp,,2022-05-29t18:10:00.000,,jet2,ls,exs,1853,ls1853,exs1853,36,,,,,,,,,,,,
departure,active,brs,eggd,85.0,2022-05-29t14:35:00.000,2022-05-29t16:00:00.000,,,,kgs,lgko,,2022-05-29t20:30:00.000,,jet2,ls,exs,1847,ls1847,exs1847,,,,,,,,,,,,,
departure,active,brs,eggd,1255.0,2022-05-29t15:05:00.000,2022-05-30t12:00:00.000,,,,jsi,lgsk,,2022-05-29t20:30:00.000,,jet2,ls,exs,1839,ls1839,exs1839,,,,,,,,,,,,,
departure,active,brs,eggd,60.0,2022-05-29t15:30:00.000,2022-05-29t16:30:00.000,,,,efl,lgkf,,2022-05-29t21:00:00.000,,jet2,ls,exs,1819,ls1819,exs1819,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-29t07:00:00.000,2022-05-29t07:10:00.000,,,,ams,eham,,2022-05-29t09:02:00.000,,jet2,ls,exs,2019,ls2019,exs2019,,,,,,,,,,,,,
departure,active,brs,eggd,165.0,2022-05-30t06:15:00.000,2022-05-30t09:00:00.000,,,,alc,leal,,2022-05-30t09:45:00.000,,jet2,ls,exs,1805,ls1805,exs1805,6b,,,,,,,,,,,,
departure,active,brs,eggd,45.0,2022-05-30t06:15:00.000,2022-05-30t07:00:00.000,,,,zth,lgza,,2022-05-30t11:50:00.000,,jet2,ls,exs,1897,ls1897,exs1897,,,,,,,,,,,,,
departure,active,brs,eggd,43.0,2022-05-30t06:40:00.000,2022-05-30t06:40:00.000,2022-05-30t07:23:00.000,2022-05-30t07:23:00.000,2022-05-30t07:23:00.000,bjv,ltfe,i,2022-05-30t12:45:00.000,2022-05-30t13:12:00.000,jet2,ls,exs,1813,ls1813,exs1813,,,27.0,,,,,,,,,,
departure,active,brs,eggd,250.0,2022-05-30t06:45:00.000,2022-05-30t10:55:00.000,,,,reu,lers,t1,2022-05-30t09:45:00.000,,jet2,ls,exs,1879,ls1879,exs1879,2,,,,,,,,,,,,
departure,active,brs,eggd,60.0,2022-05-30t07:20:00.000,2022-05-30t08:20:00.000,,,,ibz,leib,1,2022-05-30t10:50:00.000,,jet2,ls,exs,1835,ls1835,exs1835,09,,,,,,,,,,,,
departure,active,brs,eggd,46.0,2022-05-30t07:30:00.000,2022-05-30t07:50:00.000,2022-05-30t08:15:00.000,2022-05-30t08:15:00.000,2022-05-30t08:15:00.000,pmi,lepa,,2022-05-30t10:50:00.000,,jet2,ls,exs,1871,ls1871,exs1871,7,,,,,,,,,,,,
departure,active,brs,eggd,5.0,2022-05-30t12:35:00.000,2022-05-30t12:40:00.000,,,,lca,lclk,,2022-05-30t19:25:00.000,,jet2,ls,exs,1855,ls1855,exs1855,,,,,,,,,,,,,
departure,active,brs,eggd,258.0,2022-05-30t13:05:00.000,2022-05-30t17:23:00.000,,,,ayt,ltai,2,2022-05-30t19:25:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,141.0,2022-05-30t13:55:00.000,2022-05-30t16:16:00.000,,,,lpa,gclp,,2022-05-30t18:05:00.000,,jet2,ls,exs,1853,ls1853,exs1853,36,,,,,,,,,,,,
departure,active,brs,eggd,181.0,2022-05-30t14:00:00.000,2022-05-30t17:01:00.000,,,,dlm,ltbs,i,2022-05-30t20:05:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,85.0,2022-05-30t15:10:00.000,2022-05-30t16:35:00.000,,,,fnc,lpma,,2022-05-30t18:45:00.000,,jet2,ls,exs,1825,ls1825,exs1825,,,,,,,,,,,,,
departure,active,brs,eggd,40.0,2022-05-30t16:40:00.000,2022-05-30t17:20:00.000,,,,kgs,lgko,,2022-05-30t22:40:00.000,,jet2,ls,exs,1847,ls1847,exs1847,,,,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-05-31t06:05:00.000,2022-05-31t06:35:00.000,,,,mla,lmml,,2022-05-31t10:25:00.000,,jet2,ls,exs,1877,ls1877,exs1877,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-31t06:15:00.000,2022-05-31t06:25:00.000,,,,fao,lpfr,,2022-05-31t08:50:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-31t06:30:00.000,2022-05-31t06:30:00.000,,,,adb,ltbj,i,2022-05-31t12:30:00.000,,jet2,ls,exs,1803,ls1803,exs1803,1,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-31t07:00:00.000,2022-05-31t07:00:00.000,,,,mah,lemh,ter1,2022-05-31t10:20:00.000,,jet2,ls,exs,1859,ls1859,exs1859,5,,,,,,,,,,,,
departure,active,brs,eggd,55.0,2022-05-31t07:30:00.000,2022-05-31t08:25:00.000,,,,pmi,lepa,,2022-05-31t10:50:00.000,,jet2,ls,exs,1871,ls1871,exs1871,03,,,,,,,,,,,,
departure,active,brs,eggd,295.0,2022-05-31t13:15:00.000,2022-05-31t18:10:00.000,,,,tfs,gcts,,2022-05-31t17:25:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a5,,,,,,,,,,,,
departure,active,brs,eggd,78.0,2022-05-31t13:40:00.000,2022-05-31t14:58:00.000,,,,her,lgir,,2022-05-31t19:40:00.000,,jet2,ls,exs,1831,ls1831,exs1831,,,,,,,,,,,,,
departure,active,brs,eggd,75.0,2022-05-31t14:15:00.000,2022-05-31t15:30:00.000,,,,rho,lgrp,,2022-05-31t20:25:00.000,,jet2,ls,exs,1881,ls1881,exs1881,,,,,,,,,,,,,
departure,active,brs,eggd,70.0,2022-05-31t14:35:00.000,2022-05-31t15:45:00.000,,,,ace,gcrr,1,2022-05-31t18:35:00.000,,jet2,ls,exs,1801,ls1801,exs1801,5,,,,,,,,,,,,
departure,active,brs,eggd,114.0,2022-05-31t17:00:00.000,2022-05-31t18:54:00.000,,,,ayt,ltai,1,2022-05-31t23:20:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-01t06:25:00.000,,,,,agp,lemg,,2022-05-01t10:00:00.000,,tui airways,by,tom,6710,by6710,tom6710,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-01t13:25:00.000,,,,,zth,lgza,,2022-05-01t18:55:00.000,,tui airways,by,tom,6774,by6774,tom6774,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-02t06:10:00.000,,,,,mah,lemh,ter1,2022-05-02t09:25:00.000,,tui airways,by,tom,6110,by6110,tom6110,06,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-02t06:30:00.000,,,,,ibz,leib,1,2022-05-02t09:55:00.000,,tui airways,by,tom,6150,by6150,tom6150,06,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-02t08:00:00.000,,,,,cun,mmun,2,2022-05-02t12:10:00.000,,tui airways,by,tom,658,by658,tom658,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-03t06:00:00.000,,,,,jtr,lgsr,,2022-05-03t11:50:00.000,,tui airways,by,tom,6212,by6212,tom6212,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-03t14:05:00.000,,,,,zth,lgza,,2022-05-03t19:35:00.000,,tui airways,by,tom,6238,by6238,tom6238,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-03t15:20:00.000,,,,,her,lgir,,2022-05-03t21:15:00.000,,tui airways,by,tom,6202,by6202,tom6202,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-04t10:55:00.000,2022-05-04t11:05:00.000,,,,mlb,kmlb,,2022-05-04t15:00:00.000,,tui airways,by,tom,852,by852,tom852,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-05t06:00:00.000,,,,,efl,lgkf,,2022-05-05t11:15:00.000,,tui airways,by,tom,6482,by6482,tom6482,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-05t07:10:00.000,,,,,zth,lgza,,2022-05-05t12:40:00.000,,tui airways,by,tom,6418,by6418,tom6418,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-05t07:45:00.000,,,,,dbv,lddu,,2022-05-05t11:30:00.000,,tui airways,by,tom,6436,by6436,tom6436,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-05t15:50:00.000,,,,,lca,lclk,,2022-05-05t22:25:00.000,,tui airways,by,tom,6458,by6458,tom6458,,,,,,,,,,,,,
departure,active,brs,eggd,25.0,2022-05-06t09:00:00.000,2022-05-06t09:25:00.000,,,,cun,mmun,2,2022-05-06t12:55:00.000,,tui airways,by,tom,644,by644,tom644,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-07t12:45:00.000,,,,,kgs,lgko,,2022-05-07t18:45:00.000,,tui airways,by,tom,6616,by6616,tom6616,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-08t06:15:00.000,,,,,efl,lgkf,,2022-05-08t11:40:00.000,,tui airways,by,tom,6770,by6770,tom6770,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-08t13:20:00.000,,,,,ssh,hesh,,2022-05-08t19:45:00.000,,tui airways,by,tom,850,by850,tom850,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-09t06:30:00.000,,,,,ibz,leib,1,2022-05-09t09:55:00.000,,tui airways,by,tom,6150,by6150,tom6150,06,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-09t08:00:00.000,,,,,cun,mmun,2,2022-05-09t12:10:00.000,,tui airways,by,tom,658,by658,tom658,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-09t13:45:00.000,,,,,bjv,ltfe,i,2022-05-09t19:45:00.000,,tui airways,by,tom,338,by338,tom338,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-09t13:30:00.000,,,,,cfu,lgkr,,2022-05-09t18:40:00.000,,tui airways,by,tom,6120,by6120,tom6120,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-10t06:00:00.000,,,,,jtr,lgsr,,2022-05-10t11:50:00.000,,tui airways,by,tom,6212,by6212,tom6212,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-10t14:05:00.000,,,,,zth,lgza,,2022-05-10t20:40:00.000,,tui airways,by,tom,6238,by6238,tom6238,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-10t16:40:00.000,,,,,dlm,ltbs,i,2022-05-10t22:45:00.000,,tui airways,by,tom,418,by418,tom418,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-11t13:05:00.000,,,,,ssh,hesh,,2022-05-11t19:30:00.000,,tui airways,by,tom,226,by226,tom226,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-11t17:30:00.000,,,,,pfo,lcph,,2022-05-12t00:00:00.000,,tui airways,by,tom,6346,by6346,tom6346,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-12t07:45:00.000,,,,,dbv,lddu,,2022-05-12t11:30:00.000,,tui airways,by,tom,6436,by6436,tom6436,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-12t15:00:00.000,,,,,her,lgir,,2022-05-12t20:55:00.000,,tui airways,by,tom,6452,by6452,tom6452,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-13t06:10:00.000,,,,,cfu,lgkr,,2022-05-13t11:15:00.000,,tui airways,by,tom,6524,by6524,tom6524,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-13t13:30:00.000,,,,,zth,lgza,,2022-05-13t19:00:00.000,,tui airways,by,tom,6532,by6532,tom6532,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-15t06:00:00.000,,,,,pmi,lepa,,2022-05-15t09:15:00.000,,tui airways,by,tom,6736,by6736,tom6736,04,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-15t06:15:00.000,,,,,efl,lgkf,,2022-05-15t11:40:00.000,,tui airways,by,tom,6770,by6770,tom6770,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-22t06:00:00.000,,,,,pmi,lepa,,2022-05-22t09:15:00.000,,tui airways,by,tom,6736,by6736,tom6736,03,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-25t17:15:00.000,,,,,kgs,lgko,,2022-05-25t23:20:00.000,,tui airways,by,tom,6342,by6342,tom6342,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-26t15:50:00.000,,,,,lca,lclk,,2022-05-27t01:00:00.000,,tui airways,by,tom,6458,by6458,tom6458,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-28t06:15:00.000,,,,,ibz,leib,1,2022-05-28t09:40:00.000,,tui airways,by,tom,6696,by6696,tom6696,08,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-28t15:00:00.000,,,,,fue,gcfv,,2022-05-28t19:05:00.000,,tui airways,by,tom,6664,by6664,tom6664,5,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-29t06:00:00.000,,,,,pmi,lepa,,2022-05-29t09:15:00.000,,tui airways,by,tom,6736,by6736,tom6736,04,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-30t17:15:00.000,,,,,boj,lbbg,,2022-05-30t22:40:00.000,,tui airways,by,tom,6164,by6164,tom6164,,,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-05-31t07:30:00.000,,,,,pmi,lepa,,2022-05-31t10:50:00.000,,tui airways,by,tom,6272,by6272,tom6272,07,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-31t14:55:00.000,,,,,sid,gvac,,2022-05-31t18:40:00.000,,tui airways,by,tom,244,by244,tom244,,,,,,,,,,,,,
