type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.baggage,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,brs,eggd,65.0,2022-05-11t16:40:00.000,2022-05-11t17:45:00.000,,,,jtr,lgsr,,2022-05-11t22:30:00.000,,jet2,ls,exs,1843,ls1843,exs1843,,,,,,,,,,,,,
departure,active,brs,eggd,99.0,2022-05-12t06:15:00.000,2022-05-12t07:54:00.000,,,,fao,lpfr,,2022-05-12t08:50:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-05-12t06:25:00.000,2022-05-12t06:25:00.000,2022-05-12t06:47:00.000,2022-05-12t06:47:00.000,2022-05-12t06:47:00.000,tfs,gcts,,2022-05-12t10:35:00.000,2022-05-12t10:36:00.000,jet2,ls,exs,1891,ls1891,exs1891,a4,,1.0,,,,,,,,,,
departure,active,brs,eggd,87.0,2022-05-12t06:45:00.000,2022-05-12t08:12:00.000,,,,reu,lers,t1,2022-05-12t09:45:00.000,,jet2,ls,exs,1879,ls1879,exs1879,1,,,,,,,,,,,,
departure,active,brs,eggd,26.0,2022-05-12t07:30:00.000,2022-05-12t07:30:00.000,2022-05-12t07:55:00.000,2022-05-12t07:55:00.000,2022-05-12t07:55:00.000,pmi,lepa,,2022-05-12t10:50:00.000,,jet2,ls,exs,1871,ls1871,exs1871,08,,,,,,,,,,,,
departure,active,brs,eggd,100.0,2022-05-12t12:35:00.000,2022-05-12t14:15:00.000,,,,lpa,gclp,,2022-05-12t16:45:00.000,,jet2,ls,exs,1853,ls1853,exs1853,36,,,,,,,,,,,,
departure,active,brs,eggd,18.0,2022-05-12t14:35:00.000,2022-05-12t14:45:00.000,2022-05-12t14:53:00.000,2022-05-12t14:53:00.000,2022-05-12t14:53:00.000,ace,gcrr,1,2022-05-12t18:35:00.000,2022-05-12t18:36:00.000,jet2,ls,exs,1801,ls1801,exs1801,5,,1.0,,,,,,,,,,
departure,active,brs,eggd,19.0,2022-05-12t15:05:00.000,2022-05-12t15:24:00.000,,,,jsi,lgsk,,2022-05-12t20:30:00.000,,jet2,ls,exs,1839,ls1839,exs1839,,,,,,,,,,,,,
departure,active,brs,eggd,44.0,2022-05-12t16:40:00.000,2022-05-12t17:05:00.000,2022-05-12t17:24:00.000,2022-05-12t17:24:00.000,2022-05-12t17:24:00.000,bjv,ltfe,i,2022-05-12t22:40:00.000,2022-05-12t23:05:00.000,jet2,ls,exs,1813,ls1813,exs1813,,,26.0,,,,,,,,,,
departure,active,brs,eggd,28.0,2022-05-13t06:15:00.000,2022-05-13t06:15:00.000,2022-05-13t06:42:00.000,2022-05-13t06:42:00.000,2022-05-13t06:42:00.000,alc,leal,,2022-05-13t09:35:00.000,,jet2,ls,exs,1805,ls1805,exs1805,6a,,,,,,,,,,,,
departure,active,brs,eggd,14.0,2022-05-13t06:15:00.000,2022-05-13t06:15:00.000,2022-05-13t06:28:00.000,2022-05-13t06:28:00.000,2022-05-13t06:28:00.000,pmi,lepa,,2022-05-13t09:35:00.000,2022-05-13t09:28:00.000,jet2,ls,exs,1871,ls1871,exs1871,7,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-13t06:50:00.000,2022-05-13t06:50:00.000,,,,mah,lemh,ter1,2022-05-13t10:10:00.000,,jet2,ls,exs,1859,ls1859,exs1859,06,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-13t07:05:00.000,2022-05-13t07:05:00.000,,,,ibz,leib,1,2022-05-13t10:30:00.000,,jet2,ls,exs,1835,ls1835,exs1835,08,,,,,,,,,,,,
departure,active,brs,eggd,49.0,2022-05-13t13:05:00.000,2022-05-13t13:43:00.000,2022-05-13t13:53:00.000,2022-05-13t13:53:00.000,2022-05-13t13:53:00.000,ayt,ltai,2,2022-05-13t19:25:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-13t13:45:00.000,2022-05-13t14:05:00.000,,,,tfs,gcts,,2022-05-13t17:55:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a6,,,,,,,,,,,,
departure,active,brs,eggd,52.0,2022-05-13t14:00:00.000,2022-05-13t14:36:00.000,2022-05-13t14:51:00.000,2022-05-13t14:51:00.000,2022-05-13t14:51:00.000,dlm,ltbs,i,2022-05-13t20:05:00.000,2022-05-13t20:33:00.000,jet2,ls,exs,1817,ls1817,exs1817,,,29.0,,,,,,,,,,
departure,active,brs,eggd,32.0,2022-05-13t14:15:00.000,2022-05-13t14:33:00.000,2022-05-13t14:46:00.000,2022-05-13t14:46:00.000,2022-05-13t14:46:00.000,rho,lgrp,,2022-05-13t20:25:00.000,2022-05-13t20:40:00.000,jet2,ls,exs,1881,ls1881,exs1881,,,15.0,,,,,,,,,,
departure,active,brs,eggd,17.0,2022-05-14t06:05:00.000,2022-05-14t06:05:00.000,2022-05-14t06:21:00.000,2022-05-14t06:21:00.000,2022-05-14t06:21:00.000,fue,gcfv,,2022-05-14t10:05:00.000,2022-05-14t10:01:00.000,jet2,ls,exs,1827,ls1827,exs1827,6,,,,,,,,,,,,
departure,active,brs,eggd,18.0,2022-05-14t06:15:00.000,2022-05-14t06:15:00.000,2022-05-14t06:33:00.000,2022-05-14t06:33:00.000,2022-05-14t06:33:00.000,fao,lpfr,,2022-05-14t08:50:00.000,2022-05-14t08:53:00.000,jet2,ls,exs,1821,ls1821,exs1821,,,4.0,,,,,,,,,,
departure,active,brs,eggd,27.0,2022-05-14t06:55:00.000,2022-05-14t06:55:00.000,2022-05-14t07:22:00.000,2022-05-14t07:22:00.000,2022-05-14t07:22:00.000,alc,leal,,2022-05-14t10:25:00.000,2022-05-14t10:25:00.000,jet2,ls,exs,1805,ls1805,exs1805,6b,,1.0,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-14t07:30:00.000,2022-05-14t07:30:00.000,2022-05-14t07:39:00.000,2022-05-14t07:39:00.000,2022-05-14t07:39:00.000,pmi,lepa,,2022-05-14t10:50:00.000,2022-05-14t10:40:00.000,jet2,ls,exs,1871,ls1871,exs1871,01,,,,,,,,,,,,
departure,active,brs,eggd,13.0,2022-05-14t13:15:00.000,2022-05-14t13:28:00.000,,,,ayt,ltai,1,2022-05-14t19:35:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,73.0,2022-05-14t13:45:00.000,2022-05-14t14:58:00.000,,,,tfs,gcts,,2022-05-14t17:55:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a3,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-14t14:15:00.000,2022-05-14t14:15:00.000,,,,dlm,ltbs,i,2022-05-14t20:20:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,25.0,2022-05-14t15:40:00.000,2022-05-14t15:40:00.000,2022-05-14t16:04:00.000,2022-05-14t16:04:00.000,2022-05-14t16:04:00.000,ibz,leib,1,2022-05-14t19:05:00.000,2022-05-14t19:14:00.000,jet2,ls,exs,1835,ls1835,exs1835,08,,10.0,,,,,,,,,,
departure,active,brs,eggd,,2022-05-15t06:00:00.000,2022-05-15t06:00:00.000,,,,pvk,lgpz,,2022-05-15t11:25:00.000,,jet2,ls,exs,1873,ls1873,exs1873,,,,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-15t06:15:00.000,2022-05-15t06:35:00.000,,,,cfu,lgkr,,2022-05-15t11:25:00.000,,jet2,ls,exs,1815,ls1815,exs1815,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-15t06:15:00.000,2022-05-15t06:15:00.000,,,,pmi,lepa,,2022-05-15t09:35:00.000,,jet2,ls,exs,1871,ls1871,exs1871,07,,,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-15t07:00:00.000,2022-05-15t07:20:00.000,,,,fao,lpfr,,2022-05-15t09:35:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-15t12:45:00.000,2022-05-15t12:45:00.000,,,,pfo,lcph,,2022-05-15t19:30:00.000,,jet2,ls,exs,1869,ls1869,exs1869,,,,,,,,,,,,,
departure,active,brs,eggd,65.0,2022-05-15t14:00:00.000,2022-05-15t15:05:00.000,,,,ace,gcrr,1,2022-05-15t18:00:00.000,,jet2,ls,exs,1801,ls1801,exs1801,5,,,,,,,,,,,,
departure,active,brs,eggd,50.0,2022-05-15t14:35:00.000,2022-05-15t15:25:00.000,,,,kgs,lgko,,2022-05-15t20:30:00.000,,jet2,ls,exs,1847,ls1847,exs1847,,,,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-15t15:30:00.000,2022-05-15t15:50:00.000,,,,efl,lgkf,,2022-05-15t21:00:00.000,,jet2,ls,exs,1819,ls1819,exs1819,,,,,,,,,,,,,
departure,active,brs,eggd,19.0,2022-05-16t06:15:00.000,2022-05-16t06:25:00.000,2022-05-16t06:34:00.000,2022-05-16t06:34:00.000,2022-05-16t06:34:00.000,alc,leal,,2022-05-16t09:45:00.000,2022-05-16t09:40:00.000,jet2,ls,exs,1805,ls1805,exs1805,3a,,,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-05-16t06:15:00.000,2022-05-16t06:25:00.000,2022-05-16t06:36:00.000,2022-05-16t06:36:00.000,2022-05-16t06:36:00.000,zth,lgza,,2022-05-16t11:50:00.000,2022-05-16t11:53:00.000,jet2,ls,exs,1897,ls1897,exs1897,,,3.0,,,,,,,,,,
departure,active,brs,eggd,35.0,2022-05-16t07:20:00.000,2022-05-16t07:30:00.000,2022-05-16t07:54:00.000,2022-05-16t07:54:00.000,2022-05-16t07:54:00.000,ibz,leib,1,2022-05-16t10:50:00.000,,jet2,ls,exs,1835,ls1835,exs1835,09,,,,,,,,,,,,
departure,active,brs,eggd,38.0,2022-05-16t07:30:00.000,2022-05-16t07:45:00.000,2022-05-16t08:07:00.000,2022-05-16t08:07:00.000,2022-05-16t08:07:00.000,pmi,lepa,,2022-05-16t10:50:00.000,2022-05-16t11:08:00.000,jet2,ls,exs,1871,ls1871,exs1871,03,,18.0,,,,,,,,,,
departure,active,brs,eggd,55.0,2022-05-16t13:05:00.000,2022-05-16t14:00:00.000,,,,ayt,ltai,2,2022-05-16t19:25:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-16t13:55:00.000,2022-05-16t14:15:00.000,,,,lpa,gclp,,2022-05-16t18:05:00.000,,jet2,ls,exs,1853,ls1853,exs1853,36,,,,,,,,,,,,
departure,active,brs,eggd,45.0,2022-05-16t14:00:00.000,2022-05-16t14:45:00.000,,,,dlm,ltbs,i,2022-05-16t20:05:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,40.0,2022-05-16t15:10:00.000,2022-05-16t15:50:00.000,,,,fnc,lpma,,2022-05-16t18:45:00.000,,jet2,ls,exs,1825,ls1825,exs1825,,,,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-05-17t06:05:00.000,2022-05-17t06:05:00.000,2022-05-17t06:12:00.000,2022-05-17t06:12:00.000,2022-05-17t06:12:00.000,rho,lgrp,,2022-05-17t12:15:00.000,2022-05-17t12:04:00.000,jet2,ls,exs,1881,ls1881,exs1881,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-17t06:30:00.000,2022-05-17t06:30:00.000,2022-05-17t06:39:00.000,2022-05-17t06:39:00.000,2022-05-17t06:39:00.000,adb,ltbj,i,2022-05-17t12:30:00.000,2022-05-17t12:21:00.000,jet2,ls,exs,1803,ls1803,exs1803,5,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-17t07:00:00.000,2022-05-17t07:15:00.000,2022-05-17t07:09:00.000,2022-05-17t07:09:00.000,2022-05-17t07:09:00.000,mah,lemh,ter1,2022-05-17t10:20:00.000,2022-05-17t10:12:00.000,jet2,ls,exs,1859,ls1859,exs1859,5,,,,,,,,,,,,
departure,active,brs,eggd,16.0,2022-05-17t09:30:00.000,2022-05-17t09:46:00.000,,,,ace,gcrr,1,2022-05-17t13:30:00.000,,jet2,ls,exs,1801,ls1801,exs1801,4,,,,,,,,,,,,
departure,active,brs,eggd,11.0,2022-05-17t13:40:00.000,2022-05-17t13:50:00.000,2022-05-17t13:50:00.000,2022-05-17t13:50:00.000,2022-05-17t13:50:00.000,her,lgir,,2022-05-17t19:40:00.000,2022-05-17t19:29:00.000,jet2,ls,exs,1831,ls1831,exs1831,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-17t16:25:00.000,2022-05-17t16:35:00.000,,,,tfs,gcts,,2022-05-17t20:35:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a6,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-18t06:00:00.000,2022-05-18t06:00:00.000,,,,cfu,lgkr,,2022-05-18t11:10:00.000,,jet2,ls,exs,1815,ls1815,exs1815,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-18t06:00:00.000,2022-05-18t06:00:00.000,,,,vrn,lipx,,2022-05-18t08:55:00.000,,jet2,ls,exs,1895,ls1895,exs1895,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-18t06:20:00.000,2022-05-18t06:20:00.000,,,,dlm,ltbs,i,2022-05-18t12:25:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,18.0,2022-05-18t12:10:00.000,2022-05-18t12:10:00.000,2022-05-18t12:27:00.000,2022-05-18t12:27:00.000,2022-05-18t12:27:00.000,pfo,lcph,,2022-05-18t18:55:00.000,,jet2,ls,exs,1869,ls1869,exs1869,,,,,,,,,,,,,
departure,active,brs,eggd,17.0,2022-05-18t13:40:00.000,2022-05-18t13:57:00.000,,,,ayt,ltai,2,2022-05-18t20:00:00.000,,jet2,ls,exs,1809,ls1809,exs1809,206,,,,,,,,,,,,
departure,active,brs,eggd,21.0,2022-05-18t14:30:00.000,2022-05-18t14:30:00.000,2022-05-18t14:50:00.000,2022-05-18t14:50:00.000,2022-05-18t14:50:00.000,fue,gcfv,,2022-05-18t18:25:00.000,2022-05-18t18:29:00.000,jet2,ls,exs,1827,ls1827,exs1827,5,,5.0,,,,,,,,,,
departure,active,brs,eggd,27.0,2022-05-18t16:40:00.000,2022-05-18t16:45:00.000,2022-05-18t17:06:00.000,2022-05-18t17:06:00.000,2022-05-18t17:06:00.000,jtr,lgsr,,2022-05-18t22:30:00.000,2022-05-18t22:41:00.000,jet2,ls,exs,1843,ls1843,exs1843,,,12.0,,,,,,,,,,
departure,active,brs,eggd,,2022-05-19t06:15:00.000,2022-05-19t06:15:00.000,,,,fao,lpfr,,2022-05-19t08:50:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-19t06:25:00.000,2022-05-19t06:25:00.000,,,,tfs,gcts,,2022-05-19t10:35:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a7,,,,,,,,,,,,
departure,active,brs,eggd,37.0,2022-05-19t06:45:00.000,2022-05-19t06:45:00.000,2022-05-19t07:22:00.000,2022-05-19t07:22:00.000,2022-05-19t07:22:00.000,reu,lers,t1,2022-05-19t09:45:00.000,2022-05-19t10:17:00.000,jet2,ls,exs,1879,ls1879,exs1879,1,,32.0,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-19t07:30:00.000,2022-05-19t07:30:00.000,2022-05-19t07:39:00.000,2022-05-19t07:39:00.000,2022-05-19t07:39:00.000,pmi,lepa,,2022-05-19t10:50:00.000,2022-05-19t10:42:00.000,jet2,ls,exs,1871,ls1871,exs1871,03,,,,,,,,,,,,
departure,active,brs,eggd,35.0,2022-05-19t12:35:00.000,2022-05-19t13:10:00.000,,,,lpa,gclp,,2022-05-19t16:45:00.000,,jet2,ls,exs,1853,ls1853,exs1853,37,,,,,,,,,,,,
departure,active,brs,eggd,,2022-05-19t14:35:00.000,2022-05-19t14:35:00.000,2022-05-19t14:32:00.000,2022-05-19t14:32:00.000,2022-05-19t14:32:00.000,ace,gcrr,1,2022-05-19t18:35:00.000,2022-05-19t18:18:00.000,jet2,ls,exs,1801,ls1801,exs1801,3,,,,,,,,,,,,
departure,active,brs,eggd,39.0,2022-05-19t15:05:00.000,2022-05-19t15:50:00.000,2022-05-19t15:43:00.000,2022-05-19t15:43:00.000,2022-05-19t15:43:00.000,jsi,lgsk,,2022-05-19t20:30:00.000,2022-05-19t21:05:00.000,jet2,ls,exs,1839,ls1839,exs1839,,,36.0,,,,,,,,,,
departure,active,brs,eggd,65.0,2022-05-19t16:40:00.000,2022-05-19t17:45:00.000,,,,bjv,ltfe,i,2022-05-19t22:40:00.000,,jet2,ls,exs,1813,ls1813,exs1813,,,,,,,,,,,,,
departure,active,brs,eggd,18.0,2022-05-20t06:15:00.000,2022-05-20t06:15:00.000,2022-05-20t06:33:00.000,2022-05-20t06:33:00.000,2022-05-20t06:33:00.000,alc,leal,,2022-05-20t09:35:00.000,2022-05-20t09:40:00.000,jet2,ls,exs,1805,ls1805,exs1805,6a,,6.0,,,,,,,,,,
departure,active,brs,eggd,26.0,2022-05-20t06:15:00.000,2022-05-20t06:15:00.000,2022-05-20t06:41:00.000,2022-05-20t06:41:00.000,2022-05-20t06:41:00.000,pmi,lepa,,2022-05-20t09:35:00.000,,jet2,ls,exs,1871,ls1871,exs1871,1,,,,,,,,,,,,
departure,active,brs,eggd,27.0,2022-05-20t06:50:00.000,2022-05-20t06:50:00.000,2022-05-20t07:16:00.000,2022-05-20t07:16:00.000,2022-05-20t07:16:00.000,mah,lemh,ter1,2022-05-20t10:10:00.000,2022-05-20t10:19:00.000,jet2,ls,exs,1859,ls1859,exs1859,4,,9.0,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-05-20t07:05:00.000,2022-05-20t07:20:00.000,,,,ibz,leib,1,2022-05-20t10:30:00.000,,jet2,ls,exs,1835,ls1835,exs1835,05,,,,,,,,,,,,
departure,active,brs,eggd,46.0,2022-05-20t13:05:00.000,2022-05-20t13:51:00.000,,,,ayt,ltai,1,2022-05-20t19:25:00.000,,jet2,ls,exs,1809,ls1809,exs1809,,,,,,,,,,,,,
departure,active,brs,eggd,27.0,2022-05-20t13:45:00.000,2022-05-20t14:00:00.000,2022-05-20t14:11:00.000,2022-05-20t14:11:00.000,2022-05-20t14:11:00.000,tfs,gcts,,2022-05-20t17:55:00.000,2022-05-20t18:06:00.000,jet2,ls,exs,1891,ls1891,exs1891,b2,,11.0,,,,,,,,,,
departure,active,brs,eggd,70.0,2022-05-20t14:00:00.000,2022-05-20t15:10:00.000,,,,dlm,ltbs,i,2022-05-20t20:05:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,66.0,2022-05-20t14:15:00.000,2022-05-20t15:21:00.000,,,,rho,lgrp,,2022-05-20t20:25:00.000,,jet2,ls,exs,1881,ls1881,exs1881,,,,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-05-21t06:05:00.000,2022-05-21t06:13:00.000,,,,fue,gcfv,,2022-05-21t10:05:00.000,,jet2,ls,exs,1827,ls1827,exs1827,3,,,,,,,,,,,,
departure,active,brs,eggd,19.0,2022-05-21t06:15:00.000,2022-05-21t06:34:00.000,,,,fao,lpfr,,2022-05-21t08:50:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,6.0,2022-05-21t06:55:00.000,2022-05-21t06:55:00.000,2022-05-21t07:00:00.000,2022-05-21t07:00:00.000,2022-05-21t07:00:00.000,alc,leal,,2022-05-21t10:25:00.000,2022-05-21t10:04:00.000,jet2,ls,exs,1805,ls1805,exs1805,6b,,,,,,,,,,,,
departure,active,brs,eggd,19.0,2022-05-21t07:30:00.000,2022-05-21t07:30:00.000,2022-05-21t07:49:00.000,2022-05-21t07:49:00.000,2022-05-21t07:49:00.000,pmi,lepa,,2022-05-21t10:50:00.000,2022-05-21t10:49:00.000,jet2,ls,exs,1871,ls1871,exs1871,03,,,,,,,,,,,,
departure,active,brs,eggd,24.0,2022-05-21t13:15:00.000,2022-05-21t13:41:00.000,2022-05-21t13:38:00.000,2022-05-21t13:38:00.000,2022-05-21t13:38:00.000,ayt,ltai,1,2022-05-21t19:35:00.000,2022-05-21t19:46:00.000,jet2,ls,exs,1809,ls1809,exs1809,,,11.0,,,,,,,,,,
departure,active,brs,eggd,45.0,2022-05-21t13:45:00.000,2022-05-21t14:30:00.000,,,,tfs,gcts,,2022-05-21t17:55:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a7,,,,,,,,,,,,
departure,active,brs,eggd,27.0,2022-05-21t14:15:00.000,2022-05-21t14:42:00.000,,,,dlm,ltbs,i,2022-05-21t20:20:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,27.0,2022-05-21t15:40:00.000,2022-05-21t17:00:00.000,2022-05-21t16:06:00.000,2022-05-21t16:06:00.000,2022-05-21t16:06:00.000,ibz,leib,1,2022-05-21t19:05:00.000,2022-05-21t19:18:00.000,jet2,ls,exs,1835,ls1835,exs1835,08,,14.0,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-22t06:00:00.000,2022-05-22t06:20:00.000,,,,pvk,lgpz,,2022-05-22t11:25:00.000,,jet2,ls,exs,1873,ls1873,exs1873,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-22t06:15:00.000,2022-05-22t06:25:00.000,,,,pmi,lepa,,2022-05-22t09:35:00.000,,jet2,ls,exs,1871,ls1871,exs1871,5,,,,,,,,,,,,
departure,active,brs,eggd,39.0,2022-05-22t06:55:00.000,2022-05-22t07:34:00.000,,,,cfu,lgkr,,2022-05-22t12:05:00.000,,jet2,ls,exs,1815,ls1815,exs1815,,,,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-05-22t07:00:00.000,2022-05-22t07:30:00.000,,,,fao,lpfr,,2022-05-22t09:35:00.000,,jet2,ls,exs,1821,ls1821,exs1821,,,,,,,,,,,,,
departure,active,brs,eggd,65.0,2022-05-22t12:45:00.000,2022-05-22t13:50:00.000,,,,pfo,lcph,,2022-05-22t19:30:00.000,,jet2,ls,exs,1869,ls1869,exs1869,,,,,,,,,,,,,
departure,active,brs,eggd,85.0,2022-05-22t14:00:00.000,2022-05-22t15:25:00.000,,,,ace,gcrr,1,2022-05-22t18:00:00.000,,jet2,ls,exs,1801,ls1801,exs1801,5,,,,,,,,,,,,
departure,active,brs,eggd,45.0,2022-05-22t14:35:00.000,2022-05-22t15:20:00.000,,,,kgs,lgko,,2022-05-22t20:30:00.000,,jet2,ls,exs,1847,ls1847,exs1847,,,,,,,,,,,,,
departure,active,brs,eggd,50.0,2022-05-22t15:30:00.000,2022-05-22t16:20:00.000,,,,efl,lgkf,,2022-05-22t21:00:00.000,,jet2,ls,exs,1819,ls1819,exs1819,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-05-22t19:00:00.000,2022-05-22t19:10:00.000,,,,rvn,efro,,2022-05-23t00:10:00.000,,jet2,ls,exs,1057,ls1057,exs1057,,,,,,,,,,,,,
departure,active,brs,eggd,23.0,2022-05-23t06:15:00.000,2022-05-23t06:15:00.000,2022-05-23t06:38:00.000,2022-05-23t06:38:00.000,2022-05-23t06:38:00.000,alc,leal,,2022-05-23t09:45:00.000,2022-05-23t09:45:00.000,jet2,ls,exs,1805,ls1805,exs1805,5a,,,,,,,,,,,,
departure,active,brs,eggd,36.0,2022-05-23t06:15:00.000,2022-05-23t06:15:00.000,2022-05-23t06:50:00.000,2022-05-23t06:50:00.000,2022-05-23t06:50:00.000,zth,lgza,,2022-05-23t11:50:00.000,,jet2,ls,exs,1897,ls1897,exs1897,,,,,,,,,,,,,
departure,active,brs,eggd,18.0,2022-05-23t07:20:00.000,2022-05-23t07:20:00.000,2022-05-23t07:38:00.000,2022-05-23t07:38:00.000,2022-05-23t07:38:00.000,ibz,leib,1,2022-05-23t10:50:00.000,2022-05-23t10:51:00.000,jet2,ls,exs,1835,ls1835,exs1835,09,,1.0,,,,,,,,,,
departure,active,brs,eggd,13.0,2022-05-23t07:30:00.000,2022-05-23t07:30:00.000,2022-05-23t07:42:00.000,2022-05-23t07:42:00.000,2022-05-23t07:42:00.000,pmi,lepa,,2022-05-23t10:50:00.000,2022-05-23t10:42:00.000,jet2,ls,exs,1871,ls1871,exs1871,7,,,,,,,,,,,,
departure,active,brs,eggd,60.0,2022-05-23t13:05:00.000,2022-05-23t14:05:00.000,,,,ayt,ltai,2,2022-05-23t19:25:00.000,,jet2,ls,exs,1809,ls1809,exs1809,204,,,,,,,,,,,,
departure,active,brs,eggd,25.0,2022-05-23t13:55:00.000,2022-05-23t14:20:00.000,,,,lpa,gclp,,2022-05-23t18:05:00.000,,jet2,ls,exs,1853,ls1853,exs1853,37,,,,,,,,,,,,
departure,active,brs,eggd,40.0,2022-05-23t14:00:00.000,2022-05-23t14:40:00.000,,,,dlm,ltbs,i,2022-05-23t20:05:00.000,,jet2,ls,exs,1817,ls1817,exs1817,,,,,,,,,,,,,
departure,active,brs,eggd,40.0,2022-05-23t15:10:00.000,2022-05-23t15:50:00.000,,,,fnc,lpma,,2022-05-23t18:45:00.000,,jet2,ls,exs,1825,ls1825,exs1825,,,,,,,,,,,,,
departure,active,brs,eggd,23.0,2022-05-24t06:05:00.000,2022-05-24t06:05:00.000,2022-05-24t06:28:00.000,2022-05-24t06:28:00.000,2022-05-24t06:28:00.000,rho,lgrp,,2022-05-24t12:15:00.000,2022-05-24t12:18:00.000,jet2,ls,exs,1881,ls1881,exs1881,,,4.0,,,,,,,,,,
departure,active,brs,eggd,34.0,2022-05-24t06:30:00.000,2022-05-24t06:50:00.000,2022-05-24t07:03:00.000,2022-05-24t07:03:00.000,2022-05-24t07:03:00.000,adb,ltbj,i,2022-05-24t12:30:00.000,2022-05-24t12:42:00.000,jet2,ls,exs,1803,ls1803,exs1803,6,,12.0,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-05-24t07:00:00.000,2022-05-24t07:00:00.000,2022-05-24t07:19:00.000,2022-05-24t07:19:00.000,2022-05-24t07:19:00.000,mah,lemh,ter1,2022-05-24t10:20:00.000,2022-05-24t10:21:00.000,jet2,ls,exs,1859,ls1859,exs1859,5,,1.0,,,,,,,,,,
departure,active,brs,eggd,13.0,2022-05-24t09:30:00.000,2022-05-24t09:30:00.000,2022-05-24t09:42:00.000,2022-05-24t09:42:00.000,2022-05-24t09:42:00.000,ace,gcrr,1,2022-05-24t13:30:00.000,2022-05-24t13:24:00.000,jet2,ls,exs,1801,ls1801,exs1801,5,,,,,,,,,,,,
departure,active,brs,eggd,72.0,2022-05-24t13:40:00.000,2022-05-24t14:52:00.000,,,,her,lgir,,2022-05-24t19:40:00.000,,jet2,ls,exs,1831,ls1831,exs1831,,,,,,,,,,,,,
departure,active,brs,eggd,40.0,2022-05-24t16:25:00.000,2022-05-24t17:05:00.000,,,,tfs,gcts,,2022-05-24t20:35:00.000,,jet2,ls,exs,1891,ls1891,exs1891,a6,,,,,,,,,,,,
