type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,cwl,egff,2022-04-15t17:15:00.000,2022-04-15t17:15:00.000,ams,eham,2,8,d25,2022-04-15t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-16t17:15:00.000,2022-04-16t17:15:00.000,ams,eham,2,12,a08,2022-04-16t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,2.0,2022-04-16t17:16:00.000,2022-04-16t17:16:00.000,2022-04-16t17:16:00.000,2022-04-16t19:09:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-04-17t17:15:00.000,2022-04-17t17:15:00.000,ams,eham,,,a08,2022-04-17t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-18t17:15:00.000,2022-04-18t17:15:00.000,ams,eham,,11,d26,2022-04-18t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-21t17:15:00.000,2022-04-21t18:07:00.000,ams,eham,2,11,d29,2022-04-21t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,52.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-22t17:15:00.000,2022-04-22t17:15:00.000,ams,eham,,8,a08,2022-04-22t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,5.0,2022-04-22t17:19:00.000,2022-04-22t17:19:00.000,2022-04-22t17:19:00.000,2022-04-22t19:21:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-04-24t17:15:00.000,2022-04-24t17:30:00.000,ams,eham,,8,a08,2022-04-24t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,55.0,2022-04-24t18:10:00.000,2022-04-24t18:10:00.000,2022-04-24t18:10:00.000,2022-04-24t20:12:00.000,,,,37.0,,,,,,
departure,cancelled,cwl,egff,2022-04-25t17:15:00.000,,ams,eham,,,,2022-04-25t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-27t17:15:00.000,2022-04-27t17:15:00.000,ams,eham,2,22,a08,2022-04-27t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-28t17:15:00.000,2022-04-28t18:10:00.000,ams,eham,2,12,a08,2022-04-28t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,55.0,,,,,,,,,,,,,,
departure,cancelled,cwl,egff,2022-04-29t17:15:00.000,,ams,eham,,,,2022-04-29t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-30t17:15:00.000,2022-04-30t18:15:00.000,ams,eham,2,9,d28,2022-04-30t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,60.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-05t06:00:00.000,,alc,leal,,4b,,2022-04-05t09:25:00.000,tui airways,by,tom,6228,by6228,tom6228,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-05t13:45:00.000,,pmi,lepa,,,,2022-04-05t17:00:00.000,tui airways,by,tom,6232,by6232,tom6232,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-16t13:45:00.000,,lpa,gclp,,35,,2022-04-16t17:50:00.000,tui airways,by,tom,6658,by6658,tom6658,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-26t06:00:00.000,,alc,leal,,7a,,2022-04-26t09:25:00.000,tui airways,by,tom,6228,by6228,tom6228,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-29t10:30:00.000,,tfs,gcts,,a6,,2022-04-29t14:35:00.000,tui airways,by,tom,6554,by6554,tom6554,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-30t06:15:00.000,,alc,leal,,3b,,2022-04-30t09:40:00.000,tui airways,by,tom,6644,by6644,tom6644,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-04-01t17:15:00.000,2022-04-01t17:50:00.000,ams,eham,,13,a08,2022-04-01t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,35.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-02t17:15:00.000,2022-04-02t17:15:00.000,ams,eham,2,9,d24,2022-04-02t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,18.0,2022-04-02t17:32:00.000,2022-04-02t17:32:00.000,2022-04-02t17:32:00.000,2022-04-02t19:33:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-03t17:15:00.000,2022-04-03t17:15:00.000,ams,eham,2,13,a08,2022-04-03t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,5.0,2022-04-03t17:20:00.000,2022-04-03t17:20:00.000,2022-04-03t17:20:00.000,2022-04-03t19:25:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-04t17:15:00.000,2022-04-04t17:15:00.000,ams,eham,2,13,a08,2022-04-04t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,9.0,2022-04-04t17:23:00.000,2022-04-04t17:23:00.000,2022-04-04t17:23:00.000,2022-04-04t19:23:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-07t17:15:00.000,2022-04-07t19:05:00.000,ams,eham,2,10,a08,2022-04-07t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,110.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-08t17:15:00.000,2022-04-08t17:15:00.000,ams,eham,2,9,d29,2022-04-08t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,11.0,2022-04-08t17:26:00.000,2022-04-08t17:26:00.000,2022-04-08t17:26:00.000,2022-04-08t19:27:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-09t17:15:00.000,2022-04-09t17:20:00.000,ams,eham,2,13,d26,2022-04-09t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,5.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-10t17:15:00.000,2022-04-10t17:45:00.000,ams,eham,2,11,d27,2022-04-10t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,30.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-11t17:15:00.000,2022-04-11t17:15:00.000,ams,eham,2,12,a08,2022-04-11t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,5.0,2022-04-11t17:19:00.000,2022-04-11t17:19:00.000,2022-04-11t17:19:00.000,2022-04-11t19:16:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-14t17:15:00.000,2022-04-14t17:15:00.000,ams,eham,2,8,d23,2022-04-14t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,11.0,2022-04-14t17:26:00.000,2022-04-14t17:26:00.000,2022-04-14t17:26:00.000,2022-04-14t19:25:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-15t17:15:00.000,2022-04-15t17:15:00.000,ams,eham,2,8,d25,2022-04-15t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-16t17:15:00.000,2022-04-16t17:15:00.000,ams,eham,2,12,a08,2022-04-16t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,2.0,2022-04-16t17:16:00.000,2022-04-16t17:16:00.000,2022-04-16t17:16:00.000,2022-04-16t19:09:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-17t17:15:00.000,2022-04-17t17:15:00.000,ams,eham,,,a08,2022-04-17t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-18t17:15:00.000,2022-04-18t17:15:00.000,ams,eham,,11,d26,2022-04-18t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-21t17:15:00.000,2022-04-21t18:07:00.000,ams,eham,2,11,d29,2022-04-21t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,52.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-22t17:15:00.000,2022-04-22t17:15:00.000,ams,eham,,8,a08,2022-04-22t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,5.0,2022-04-22t17:19:00.000,2022-04-22t17:19:00.000,2022-04-22t17:19:00.000,2022-04-22t19:21:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-24t17:15:00.000,2022-04-24t17:30:00.000,ams,eham,,8,a08,2022-04-24t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,55.0,2022-04-24t18:10:00.000,2022-04-24t18:10:00.000,2022-04-24t18:10:00.000,2022-04-24t20:12:00.000,,,,37.0,klm,kl,klm,1064,kl1064,klm1064
departure,cancelled,cwl,egff,2022-04-25t17:15:00.000,,ams,eham,,,,2022-04-25t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-27t17:15:00.000,2022-04-27t17:15:00.000,ams,eham,2,22,a08,2022-04-27t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-28t17:15:00.000,2022-04-28t18:10:00.000,ams,eham,2,12,a08,2022-04-28t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,55.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,cancelled,cwl,egff,2022-04-29t17:15:00.000,,ams,eham,,,,2022-04-29t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-04-30t17:15:00.000,2022-04-30t18:15:00.000,ams,eham,2,9,d28,2022-04-30t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,60.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-05-01t14:50:00.000,2022-05-01t14:50:00.000,dub,eidw,1,2,109,2022-05-01t15:45:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-01t19:30:00.000,2022-05-01t19:30:00.000,agp,lemg,,,,2022-05-01t23:05:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,17.0,2022-05-01t19:46:00.000,2022-05-01t19:46:00.000,2022-05-01t19:46:00.000,2022-05-01t23:02:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-02t14:25:00.000,2022-05-02t14:25:00.000,dub,eidw,1,2,104,2022-05-02t15:20:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-03t17:30:00.000,2022-05-03t17:30:00.000,fao,lpfr,,,,2022-05-03t20:05:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-04t15:10:00.000,2022-05-04t15:10:00.000,dub,eidw,1,4,109,2022-05-04t16:05:00.000,ryanair,fr,ryr,635,fr635,ryr635,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-04t20:00:00.000,2022-05-04t20:00:00.000,agp,lemg,,,,2022-05-04t23:35:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-06t15:15:00.000,2022-05-06t15:15:00.000,dub,eidw,1,4,108,2022-05-06t16:10:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,25.0,2022-05-06t15:39:00.000,2022-05-06t15:39:00.000,2022-05-06t15:39:00.000,2022-05-06t16:18:00.000,,,,8.0,,,,,,
departure,active,cwl,egff,2022-05-07t19:10:00.000,2022-05-07t19:10:00.000,fao,lpfr,,,,2022-05-07t21:45:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,9.0,2022-05-07t19:18:00.000,2022-05-07t19:18:00.000,2022-05-07t19:18:00.000,2022-05-07t21:33:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-08t14:50:00.000,2022-05-08t14:50:00.000,dub,eidw,1,5,102,2022-05-08t15:45:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-08t19:30:00.000,2022-05-08t19:30:00.000,agp,lemg,,,,2022-05-08t23:05:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,22.0,2022-05-08t19:51:00.000,2022-05-08t19:51:00.000,2022-05-08t19:51:00.000,2022-05-08t23:07:00.000,,,,2.0,,,,,,
departure,active,cwl,egff,2022-05-09t14:25:00.000,2022-05-09t14:25:00.000,dub,eidw,1,5,113,2022-05-09t15:20:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,29.0,2022-05-09t14:54:00.000,2022-05-09t14:54:00.000,2022-05-09t14:54:00.000,2022-05-09t15:28:00.000,,,,8.0,,,,,,
departure,active,cwl,egff,2022-05-10t17:30:00.000,2022-05-10t17:30:00.000,fao,lpfr,,,,2022-05-10t20:05:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,12.0,2022-05-10t17:41:00.000,2022-05-10t17:41:00.000,2022-05-10t17:41:00.000,2022-05-10t19:57:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-11t15:10:00.000,2022-05-11t15:10:00.000,dub,eidw,1,3,111,2022-05-11t16:05:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-11t20:00:00.000,2022-05-11t20:00:00.000,agp,lemg,,,,2022-05-11t23:35:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,8.0,2022-05-11t20:07:00.000,2022-05-11t20:07:00.000,2022-05-11t20:07:00.000,2022-05-11t23:26:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-13t15:15:00.000,2022-05-13t15:15:00.000,dub,eidw,1,5,103,2022-05-13t16:10:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-14t19:10:00.000,2022-05-14t19:10:00.000,fao,lpfr,,,,2022-05-14t21:45:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,3.0,2022-05-14t19:13:00.000,2022-05-14t19:13:00.000,2022-05-14t19:13:00.000,2022-05-14t21:30:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-15t14:50:00.000,2022-05-15t14:50:00.000,dub,eidw,1,2,1xs,2022-05-15t15:45:00.000,ryanair,fr,ryr,635,fr635,ryr635,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-15t19:30:00.000,2022-05-15t19:30:00.000,agp,lemg,,,,2022-05-15t23:05:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-16t14:25:00.000,2022-05-16t14:35:00.000,dub,eidw,1,2,113,2022-05-16t15:20:00.000,ryanair,fr,ryr,635,fr635,ryr635,,10.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-17t17:30:00.000,2022-05-17t17:30:00.000,fao,lpfr,,,,2022-05-17t20:05:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-18t15:15:00.000,2022-05-18t15:15:00.000,dub,eidw,1,3,110,2022-05-18t16:10:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,26.0,2022-05-18t15:40:00.000,2022-05-18t15:40:00.000,2022-05-18t15:40:00.000,2022-05-18t16:25:00.000,,,,16.0,,,,,,
departure,active,cwl,egff,2022-05-18t20:00:00.000,2022-05-18t20:00:00.000,agp,lemg,,,,2022-05-18t23:35:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-20t15:15:00.000,2022-05-20t15:15:00.000,dub,eidw,1,4,104,2022-05-20t16:10:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,29.0,2022-05-20t15:44:00.000,2022-05-20t15:44:00.000,2022-05-20t15:44:00.000,2022-05-20t16:23:00.000,,,,14.0,,,,,,
departure,active,cwl,egff,2022-05-21t19:10:00.000,2022-05-21t19:10:00.000,fao,lpfr,,,,2022-05-21t21:45:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,12.0,2022-05-21t19:22:00.000,2022-05-21t19:22:00.000,2022-05-21t19:22:00.000,2022-05-21t21:43:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-22t14:50:00.000,2022-05-22t14:50:00.000,dub,eidw,1,3,102,2022-05-22t15:45:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-22t19:30:00.000,2022-05-22t19:30:00.000,agp,lemg,,,,2022-05-22t23:05:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-23t14:25:00.000,2022-05-23t15:30:00.000,dub,eidw,1,4,113,2022-05-23t15:20:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,65.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-24t17:30:00.000,2022-05-24t17:30:00.000,fao,lpfr,,,,2022-05-24t20:05:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-25t15:15:00.000,2022-05-25t15:15:00.000,dub,eidw,1,4,108,2022-05-25t16:10:00.000,ryanair,fr,ryr,635,fr635,ryr635,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-25t20:00:00.000,2022-05-25t20:00:00.000,agp,lemg,,,,2022-05-25t23:35:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-27t15:15:00.000,2022-05-27t15:15:00.000,dub,eidw,1,8,vcc4,2022-05-27t16:10:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-28t19:10:00.000,2022-05-28t19:10:00.000,fao,lpfr,,,,2022-05-28t21:45:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-29t14:50:00.000,2022-05-29t15:05:00.000,dub,eidw,1,2,111,2022-05-29t15:45:00.000,ryanair,fr,ryr,635,fr635,ryr635,,15.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-29t19:30:00.000,2022-05-29t19:30:00.000,agp,lemg,,,,2022-05-29t23:05:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-30t14:25:00.000,2022-05-30t14:45:00.000,dub,eidw,1,4,113,2022-05-30t15:20:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,20.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-31t17:30:00.000,2022-05-31t17:30:00.000,fao,lpfr,,,,2022-05-31t20:05:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,32.0,2022-05-31t18:02:00.000,2022-05-31t18:02:00.000,2022-05-31t18:02:00.000,,,,,,,,,,,
departure,active,cwl,egff,2022-05-01t17:15:00.000,2022-05-01t17:15:00.000,ams,eham,2,8,a08,2022-05-01t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,12.0,2022-05-01t17:27:00.000,2022-05-01t17:27:00.000,2022-05-01t17:27:00.000,2022-05-01t19:25:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-02t17:15:00.000,2022-05-02t17:15:00.000,ams,eham,2,9,a08,2022-05-02t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-04t17:15:00.000,2022-05-04t17:15:00.000,ams,eham,2,8,a08,2022-05-04t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-05t17:15:00.000,2022-05-05t17:15:00.000,ams,eham,,13,a08,2022-05-05t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-06t17:15:00.000,2022-05-06t17:15:00.000,ams,eham,2,8,a08,2022-05-06t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-07t17:15:00.000,2022-05-07t17:15:00.000,ams,eham,2,9,d25,2022-05-07t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-05-07t17:14:00.000,2022-05-07t17:14:00.000,2022-05-07t17:14:00.000,2022-05-07t19:14:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-08t17:15:00.000,2022-05-08t17:15:00.000,ams,eham,2,8,a08,2022-05-08t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,18.0,2022-05-08t17:33:00.000,2022-05-08t17:33:00.000,2022-05-08t17:33:00.000,2022-05-08t19:29:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-09t17:15:00.000,2022-05-09t18:00:00.000,ams,eham,,8,a08,2022-05-09t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,45.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-11t17:15:00.000,2022-05-11t17:30:00.000,ams,eham,2,8,a08,2022-05-11t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,15.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-12t17:15:00.000,2022-05-12t17:15:00.000,ams,eham,,11,a08,2022-05-12t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-13t17:15:00.000,2022-05-13t17:15:00.000,ams,eham,2,10,a08,2022-05-13t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-14t17:15:00.000,2022-05-14t17:15:00.000,ams,eham,,11,d25,2022-05-14t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-15t17:15:00.000,2022-05-15t17:15:00.000,ams,eham,,8,d27,2022-05-15t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-16t17:15:00.000,2022-05-16t17:15:00.000,ams,eham,,11,a08,2022-05-16t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-17t17:15:00.000,2022-05-17t17:20:00.000,ams,eham,2,12,d29,2022-05-17t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,4,20.0,2022-05-17t17:35:00.000,2022-05-17t17:35:00.000,2022-05-17t17:35:00.000,2022-05-17t19:31:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-18t17:15:00.000,2022-05-18t17:15:00.000,ams,eham,2,12,a08,2022-05-18t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-19t17:15:00.000,2022-05-19t17:15:00.000,ams,eham,,10,a08,2022-05-19t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-20t17:15:00.000,2022-05-20t18:15:00.000,ams,eham,2,8,a08,2022-05-20t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,60.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-21t17:15:00.000,2022-05-21t17:15:00.000,ams,eham,,8,a08,2022-05-21t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-22t17:15:00.000,2022-05-22t17:25:00.000,ams,eham,,8,a08,2022-05-22t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,10.0,,,,,,,,,,,,,,
departure,cancelled,cwl,egff,2022-05-23t17:15:00.000,2022-05-23t17:15:00.000,ams,eham,,,a08,2022-05-23t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-24t05:50:00.000,2022-05-24t10:20:00.000,ams,eham,2,11,a08,2022-05-24t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,270.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-24t17:15:00.000,2022-05-24t17:45:00.000,ams,eham,2,11,a08,2022-05-24t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,30.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-25t05:50:00.000,2022-05-25t05:50:00.000,ams,eham,,10,a08,2022-05-25t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,7.0,2022-05-25t05:56:00.000,2022-05-25t05:56:00.000,2022-05-25t05:56:00.000,,,,,,,,,,,
departure,active,cwl,egff,2022-05-25t17:15:00.000,2022-05-25t18:45:00.000,ams,eham,,13,d28,2022-05-25t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,90.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-26t05:50:00.000,2022-05-26t06:35:00.000,ams,eham,,10,a08,2022-05-26t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,45.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-26t17:15:00.000,2022-05-26t17:20:00.000,ams,eham,,12,a08,2022-05-26t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,23.0,2022-05-26t17:38:00.000,2022-05-26t17:38:00.000,2022-05-26t17:38:00.000,2022-05-26t19:31:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-05-27t05:50:00.000,2022-05-27t05:50:00.000,ams,eham,2,12,a08,2022-05-27t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-05-27t17:15:00.000,2022-05-27t17:25:00.000,ams,eham,3,18,a08,2022-05-27t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,10.0,,,,,,,,,,,,,,
