type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.delay,departure.gate,arrival.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,bfs,egaa,,2022-02-13t08:20:00.000,2022-02-13t08:20:00.000,,,,ace,gcrr,2022-02-13t12:50:00.000,,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-02-13t09:40:00.000,2022-02-13t09:40:00.000,2022-02-13t09:52:00.000,2022-02-13t09:52:00.000,2022-02-13t09:52:00.000,lpa,gclp,2022-02-13t14:15:00.000,2022-02-13t14:04:00.000,jet2,ls,exs,371,ls371,exs371,,35,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-02-14t07:55:00.000,2022-02-14t07:55:00.000,2022-02-14t08:15:00.000,2022-02-14t08:15:00.000,2022-02-14t08:15:00.000,alc,leal,2022-02-14t12:05:00.000,2022-02-14t11:42:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-02-14t08:30:00.000,2022-02-14t08:30:00.000,2022-02-14t08:48:00.000,2022-02-14t08:48:00.000,2022-02-14t08:48:00.000,tfs,gcts,2022-02-14t13:10:00.000,2022-02-14t12:56:00.000,jet2,ls,exs,381,ls381,exs381,,a7,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-02-15t08:20:00.000,2022-02-15t08:20:00.000,2022-02-15t08:34:00.000,2022-02-15t08:34:00.000,2022-02-15t08:34:00.000,ace,gcrr,2022-02-15t12:50:00.000,2022-02-15t12:26:00.000,jet2,ls,exs,309,ls309,exs309,1,2,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-02-15t08:30:00.000,2022-02-15t08:30:00.000,2022-02-15t08:40:00.000,2022-02-15t08:40:00.000,2022-02-15t08:40:00.000,tfs,gcts,2022-02-15t13:10:00.000,2022-02-15t12:48:00.000,jet2,ls,exs,381,ls381,exs381,,a5,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-02-16t09:35:00.000,2022-02-16t09:35:00.000,2022-02-16t09:45:00.000,2022-02-16t09:45:00.000,2022-02-16t09:45:00.000,fue,gcfv,2022-02-16t14:05:00.000,2022-02-16t13:49:00.000,jet2,ls,exs,307,ls307,exs307,,4,,,,,,,,,
departure,active,bfs,egaa,,2022-02-17t08:20:00.000,2022-02-17t08:20:00.000,,,,ace,gcrr,2022-02-17t12:50:00.000,,jet2,ls,exs,309,ls309,exs309,1,3,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-02-17t08:30:00.000,2022-02-17t08:30:00.000,2022-02-17t08:46:00.000,2022-02-17t08:46:00.000,2022-02-17t08:46:00.000,tfs,gcts,2022-02-17t13:10:00.000,2022-02-17t12:56:00.000,jet2,ls,exs,381,ls381,exs381,,a3,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-02-17t09:40:00.000,2022-02-17t09:40:00.000,2022-02-17t09:51:00.000,2022-02-17t09:51:00.000,2022-02-17t09:51:00.000,lpa,gclp,2022-02-17t14:15:00.000,2022-02-17t14:04:00.000,jet2,ls,exs,371,ls371,exs371,,37,,,,,,,,,
departure,active,bfs,egaa,35.0,2022-02-18t07:55:00.000,2022-02-18t08:30:00.000,,,,alc,leal,2022-02-18t12:05:00.000,,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-02-18t08:30:00.000,2022-02-18t08:30:00.000,2022-02-18t08:39:00.000,2022-02-18t08:39:00.000,2022-02-18t08:39:00.000,tfs,gcts,2022-02-18t13:10:00.000,2022-02-18t12:50:00.000,jet2,ls,exs,381,ls381,exs381,,a2,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-02-19t07:45:00.000,2022-02-19t07:45:00.000,2022-02-19t07:54:00.000,2022-02-19t07:54:00.000,2022-02-19t07:54:00.000,szg,lows,2022-02-19t11:25:00.000,2022-02-19t10:53:00.000,jet2,ls,exs,345,ls345,exs345,,,,,,,,,,,
departure,active,bfs,egaa,35.0,2022-02-19t08:30:00.000,2022-02-19t09:05:00.000,,,,tfs,gcts,2022-02-19t13:10:00.000,,jet2,ls,exs,381,ls381,exs381,,a5,,,,,,,,,
departure,active,bfs,egaa,39.0,2022-02-19t09:40:00.000,2022-02-19t10:29:00.000,2022-02-19t10:18:00.000,2022-02-19t10:18:00.000,2022-02-19t10:18:00.000,fue,gcfv,2022-02-19t14:10:00.000,2022-02-19t14:17:00.000,jet2,ls,exs,307,ls307,exs307,,5,8.0,,,,,,,,
departure,active,bfs,egaa,23.0,2022-02-20t08:20:00.000,2022-02-20t08:20:00.000,2022-02-20t08:42:00.000,2022-02-20t08:42:00.000,2022-02-20t08:42:00.000,ace,gcrr,2022-02-20t12:50:00.000,2022-02-20t12:50:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,43.0,2022-02-20t09:40:00.000,2022-02-20t10:00:00.000,2022-02-20t10:23:00.000,2022-02-20t10:23:00.000,2022-02-20t10:23:00.000,lpa,gclp,2022-02-20t14:15:00.000,2022-02-20t14:38:00.000,jet2,ls,exs,371,ls371,exs371,,35,24.0,,,,,,,,
departure,active,bfs,egaa,31.0,2022-02-21t07:55:00.000,2022-02-21t07:55:00.000,2022-02-21t08:25:00.000,2022-02-21t08:25:00.000,2022-02-21t08:25:00.000,alc,leal,2022-02-21t12:05:00.000,2022-02-21t11:54:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-02-21t08:30:00.000,2022-02-21t08:30:00.000,2022-02-21t08:54:00.000,2022-02-21t08:54:00.000,2022-02-21t08:54:00.000,tfs,gcts,2022-02-21t13:10:00.000,2022-02-21t13:00:00.000,jet2,ls,exs,381,ls381,exs381,,a6,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-02-22t08:20:00.000,2022-02-22t08:20:00.000,2022-02-22t08:32:00.000,2022-02-22t08:32:00.000,2022-02-22t08:32:00.000,ace,gcrr,2022-02-22t12:50:00.000,2022-02-22t12:39:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-02-22t08:30:00.000,2022-02-22t08:30:00.000,2022-02-22t08:48:00.000,2022-02-22t08:48:00.000,2022-02-22t08:48:00.000,tfs,gcts,2022-02-22t13:10:00.000,2022-02-22t12:54:00.000,jet2,ls,exs,381,ls381,exs381,,b2,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-02-23t09:35:00.000,2022-02-23t09:35:00.000,2022-02-23t09:36:00.000,2022-02-23t09:36:00.000,2022-02-23t09:36:00.000,fue,gcfv,2022-02-23t14:05:00.000,2022-02-23t13:41:00.000,jet2,ls,exs,307,ls307,exs307,,4,,,,,,,,,
departure,active,bfs,egaa,,2022-02-24t08:20:00.000,2022-02-24t08:20:00.000,,,,ace,gcrr,2022-02-24t12:50:00.000,,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,,2022-02-24t08:30:00.000,2022-02-24t08:30:00.000,,,,tfs,gcts,2022-02-24t13:10:00.000,,jet2,ls,exs,381,ls381,exs381,,a6,,,,,,,,,
departure,active,bfs,egaa,,2022-02-24t09:40:00.000,2022-02-24t09:40:00.000,,,,lpa,gclp,2022-02-24t14:15:00.000,,jet2,ls,exs,371,ls371,exs371,,35,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-02-25t07:55:00.000,2022-02-25t07:55:00.000,2022-02-25t08:07:00.000,2022-02-25t08:07:00.000,2022-02-25t08:07:00.000,alc,leal,2022-02-25t12:05:00.000,2022-02-25t11:35:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-02-25t08:30:00.000,2022-02-25t08:30:00.000,2022-02-25t08:43:00.000,2022-02-25t08:43:00.000,2022-02-25t08:43:00.000,tfs,gcts,2022-02-25t13:10:00.000,2022-02-25t12:45:00.000,jet2,ls,exs,381,ls381,exs381,,a3,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-02-26t07:45:00.000,2022-02-26t07:45:00.000,2022-02-26t07:55:00.000,2022-02-26t07:55:00.000,2022-02-26t07:55:00.000,szg,lows,2022-02-26t11:25:00.000,2022-02-26t10:59:00.000,jet2,ls,exs,345,ls345,exs345,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-02-26t08:30:00.000,2022-02-26t08:45:00.000,2022-02-26t08:43:00.000,2022-02-26t08:43:00.000,2022-02-26t08:43:00.000,tfs,gcts,2022-02-26t13:10:00.000,2022-02-26t12:56:00.000,jet2,ls,exs,381,ls381,exs381,,b1,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-02-26t09:40:00.000,2022-02-26t09:40:00.000,2022-02-26t09:59:00.000,2022-02-26t09:59:00.000,2022-02-26t09:59:00.000,fue,gcfv,2022-02-26t14:10:00.000,2022-02-26t14:09:00.000,jet2,ls,exs,307,ls307,exs307,,3,,,,,,,,,
departure,active,bfs,egaa,32.0,2022-02-27t08:20:00.000,2022-02-27t08:40:00.000,2022-02-27t08:51:00.000,2022-02-27t08:51:00.000,2022-02-27t08:51:00.000,ace,gcrr,2022-02-27t12:50:00.000,2022-02-27t12:58:00.000,jet2,ls,exs,309,ls309,exs309,1,4,9.0,,,,,,,,
departure,active,bfs,egaa,18.0,2022-02-27t09:40:00.000,2022-02-27t09:40:00.000,2022-02-27t09:57:00.000,2022-02-27t09:57:00.000,2022-02-27t09:57:00.000,lpa,gclp,2022-02-27t14:15:00.000,2022-02-27t14:13:00.000,jet2,ls,exs,371,ls371,exs371,,37,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-02-28t07:55:00.000,2022-02-28t07:55:00.000,2022-02-28t08:02:00.000,2022-02-28t08:02:00.000,2022-02-28t08:02:00.000,alc,leal,2022-02-28t12:05:00.000,2022-02-28t11:35:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-02-28t08:30:00.000,2022-02-28t08:30:00.000,2022-02-28t08:36:00.000,2022-02-28t08:36:00.000,2022-02-28t08:36:00.000,tfs,gcts,2022-02-28t13:10:00.000,2022-02-28t12:48:00.000,jet2,ls,exs,381,ls381,exs381,,a4,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-03-01t08:20:00.000,2022-03-01t08:20:00.000,2022-03-01t08:37:00.000,2022-03-01t08:37:00.000,2022-03-01t08:37:00.000,ace,gcrr,2022-03-01t12:50:00.000,2022-03-01t12:45:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-03-01t08:30:00.000,2022-03-01t08:46:00.000,,,,tfs,gcts,2022-03-01t13:10:00.000,,jet2,ls,exs,381,ls381,exs381,,a1,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-03-02t09:35:00.000,2022-03-02t09:35:00.000,2022-03-02t09:50:00.000,2022-03-02t09:50:00.000,2022-03-02t09:50:00.000,fue,gcfv,2022-03-02t14:05:00.000,2022-03-02t13:52:00.000,jet2,ls,exs,307,ls307,exs307,,6,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-03-03t08:20:00.000,2022-03-03t08:20:00.000,2022-03-03t08:29:00.000,2022-03-03t08:29:00.000,2022-03-03t08:29:00.000,ace,gcrr,2022-03-03t12:50:00.000,2022-03-03t12:35:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-03-03t08:30:00.000,2022-03-03t08:30:00.000,2022-03-03t08:37:00.000,2022-03-03t08:37:00.000,2022-03-03t08:37:00.000,tfs,gcts,2022-03-03t13:10:00.000,2022-03-03t12:50:00.000,jet2,ls,exs,381,ls381,exs381,,b6,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-03-03t09:40:00.000,2022-03-03t09:40:00.000,2022-03-03t09:51:00.000,2022-03-03t09:51:00.000,2022-03-03t09:51:00.000,lpa,gclp,2022-03-03t14:15:00.000,2022-03-03t14:00:00.000,jet2,ls,exs,371,ls371,exs371,,37,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-03-04t07:55:00.000,2022-03-04t07:55:00.000,2022-03-04t08:07:00.000,2022-03-04t08:07:00.000,2022-03-04t08:07:00.000,alc,leal,2022-03-04t12:05:00.000,2022-03-04t11:37:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-03-04t08:30:00.000,2022-03-04t08:30:00.000,2022-03-04t08:49:00.000,2022-03-04t08:49:00.000,2022-03-04t08:49:00.000,tfs,gcts,2022-03-04t13:10:00.000,2022-03-04t12:41:00.000,jet2,ls,exs,381,ls381,exs381,,b3,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-03-04t09:00:00.000,2022-03-04t09:12:00.000,,,,ayt,ltai,2022-03-04t17:00:00.000,,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-03-05t07:45:00.000,2022-03-05t07:45:00.000,2022-03-05t07:55:00.000,2022-03-05t07:55:00.000,2022-03-05t07:55:00.000,szg,lows,2022-03-05t11:25:00.000,2022-03-05t10:59:00.000,jet2,ls,exs,345,ls345,exs345,,,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-03-05t08:30:00.000,2022-03-05t08:30:00.000,2022-03-05t08:48:00.000,2022-03-05t08:48:00.000,2022-03-05t08:48:00.000,tfs,gcts,2022-03-05t13:10:00.000,2022-03-05t12:56:00.000,jet2,ls,exs,381,ls381,exs381,,b1,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-03-05t09:40:00.000,2022-03-05t09:40:00.000,2022-03-05t09:54:00.000,2022-03-05t09:54:00.000,2022-03-05t09:54:00.000,fue,gcfv,2022-03-05t14:10:00.000,2022-03-05t13:52:00.000,jet2,ls,exs,307,ls307,exs307,,4,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-03-06t08:20:00.000,2022-03-06t08:20:00.000,2022-03-06t08:32:00.000,2022-03-06t08:32:00.000,2022-03-06t08:32:00.000,ace,gcrr,2022-03-06t12:50:00.000,2022-03-06t12:33:00.000,jet2,ls,exs,309,ls309,exs309,1,3,,,,,,,,,
departure,active,bfs,egaa,30.0,2022-03-06t09:40:00.000,2022-03-06t09:57:00.000,2022-03-06t10:09:00.000,2022-03-06t10:09:00.000,2022-03-06t10:09:00.000,lpa,gclp,2022-03-06t14:15:00.000,2022-03-06t14:13:00.000,jet2,ls,exs,371,ls371,exs371,,37,,,,,,,,,
departure,active,bfs,egaa,26.0,2022-03-07t07:55:00.000,2022-03-07t07:55:00.000,2022-03-07t08:20:00.000,2022-03-07t08:20:00.000,2022-03-07t08:20:00.000,alc,leal,2022-03-07t12:05:00.000,2022-03-07t11:54:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-03-07t08:30:00.000,2022-03-07t08:30:00.000,2022-03-07t08:44:00.000,2022-03-07t08:44:00.000,2022-03-07t08:44:00.000,tfs,gcts,2022-03-07t13:10:00.000,2022-03-07t12:52:00.000,jet2,ls,exs,381,ls381,exs381,,a1,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-03-08t08:20:00.000,2022-03-08t08:20:00.000,2022-03-08t08:34:00.000,2022-03-08t08:34:00.000,2022-03-08t08:34:00.000,ace,gcrr,2022-03-08t12:50:00.000,2022-03-08t12:43:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-03-08t08:30:00.000,2022-03-08t08:30:00.000,2022-03-08t08:42:00.000,2022-03-08t08:42:00.000,2022-03-08t08:42:00.000,tfs,gcts,2022-03-08t13:10:00.000,2022-03-08t12:54:00.000,jet2,ls,exs,381,ls381,exs381,,a3,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-03-09t09:35:00.000,2022-03-09t09:35:00.000,2022-03-09t09:51:00.000,2022-03-09t09:51:00.000,2022-03-09t09:51:00.000,fue,gcfv,2022-03-09t14:05:00.000,2022-03-09t13:52:00.000,jet2,ls,exs,307,ls307,exs307,,7,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-03-10t08:20:00.000,2022-03-10t08:20:00.000,2022-03-10t08:30:00.000,2022-03-10t08:30:00.000,2022-03-10t08:30:00.000,ace,gcrr,2022-03-10t12:50:00.000,2022-03-10t12:35:00.000,jet2,ls,exs,309,ls309,exs309,1,7,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-03-10t08:30:00.000,2022-03-10t08:30:00.000,2022-03-10t08:48:00.000,2022-03-10t08:48:00.000,2022-03-10t08:48:00.000,tfs,gcts,2022-03-10t13:10:00.000,2022-03-10t12:56:00.000,jet2,ls,exs,381,ls381,exs381,,b3,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-03-10t09:40:00.000,2022-03-10t09:40:00.000,2022-03-10t09:48:00.000,2022-03-10t09:48:00.000,2022-03-10t09:48:00.000,lpa,gclp,2022-03-10t14:15:00.000,2022-03-10t13:54:00.000,jet2,ls,exs,371,ls371,exs371,,41,,,,,,,,,
departure,active,bfs,egaa,5.0,2022-03-11t07:55:00.000,2022-03-11t07:55:00.000,2022-03-11t07:59:00.000,2022-03-11t07:59:00.000,2022-03-11t07:59:00.000,alc,leal,2022-03-11t12:05:00.000,2022-03-11t11:35:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-03-11t08:30:00.000,2022-03-11t08:30:00.000,2022-03-11t08:38:00.000,2022-03-11t08:38:00.000,2022-03-11t08:38:00.000,tfs,gcts,2022-03-11t13:10:00.000,2022-03-11t12:48:00.000,jet2,ls,exs,381,ls381,exs381,,b3,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-03-11t09:00:00.000,2022-03-11t09:07:00.000,,,,ayt,ltai,2022-03-11t17:00:00.000,,jet2,ls,exs,363,ls363,exs363,1,102,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-03-12t07:45:00.000,2022-03-12t07:45:00.000,2022-03-12t07:57:00.000,2022-03-12t07:57:00.000,2022-03-12t07:57:00.000,szg,lows,2022-03-12t11:25:00.000,2022-03-12t11:03:00.000,jet2,ls,exs,345,ls345,exs345,,,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-03-12t08:30:00.000,2022-03-12t08:30:00.000,2022-03-12t08:39:00.000,2022-03-12t08:39:00.000,2022-03-12t08:39:00.000,tfs,gcts,2022-03-12t13:10:00.000,2022-03-12t12:39:00.000,jet2,ls,exs,381,ls381,exs381,,b4,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-03-12t09:40:00.000,2022-03-12t09:40:00.000,2022-03-12t09:58:00.000,2022-03-12t09:58:00.000,2022-03-12t09:58:00.000,fue,gcfv,2022-03-12t14:10:00.000,2022-03-12t13:58:00.000,jet2,ls,exs,307,ls307,exs307,,4,,,,,,,,,
departure,active,bfs,egaa,28.0,2022-03-12t14:55:00.000,2022-03-12t15:10:00.000,2022-03-12t15:22:00.000,2022-03-12t15:22:00.000,2022-03-12t15:22:00.000,ace,gcrr,2022-03-12t19:25:00.000,2022-03-12t19:26:00.000,jet2,ls,exs,309,ls309,exs309,1,2,2.0,,,,,,,,
departure,active,bfs,egaa,16.0,2022-03-13t08:20:00.000,2022-03-13t08:20:00.000,2022-03-13t08:36:00.000,2022-03-13t08:36:00.000,2022-03-13t08:36:00.000,ace,gcrr,2022-03-13t12:50:00.000,2022-03-13t12:37:00.000,jet2,ls,exs,309,ls309,exs309,1,2,,,,,,,,,
departure,active,bfs,egaa,27.0,2022-03-13t09:40:00.000,2022-03-13t09:40:00.000,2022-03-13t10:06:00.000,2022-03-13t10:06:00.000,2022-03-13t10:06:00.000,lpa,gclp,2022-03-13t14:15:00.000,2022-03-13t14:13:00.000,jet2,ls,exs,371,ls371,exs371,,36,,,,,,,,,
departure,active,bfs,egaa,21.0,2022-03-14t07:55:00.000,2022-03-14t07:55:00.000,2022-03-14t08:15:00.000,2022-03-14t08:15:00.000,2022-03-14t08:15:00.000,alc,leal,2022-03-14t12:05:00.000,2022-03-14t11:46:00.000,jet2,ls,exs,301,ls301,exs301,,,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-03-14t08:30:00.000,2022-03-14t08:30:00.000,2022-03-14t08:37:00.000,2022-03-14t08:37:00.000,2022-03-14t08:37:00.000,tfs,gcts,2022-03-14t13:10:00.000,2022-03-14t12:41:00.000,jet2,ls,exs,381,ls381,exs381,,a3,,,,,,,,,
departure,active,bfs,egaa,,2022-03-15t08:20:00.000,2022-03-15t08:20:00.000,,,,ace,gcrr,2022-03-15t12:50:00.000,,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,29.0,2022-03-15t08:30:00.000,2022-03-15t08:40:00.000,2022-03-15t08:59:00.000,2022-03-15t08:59:00.000,2022-03-15t08:59:00.000,tfs,gcts,2022-03-15t13:10:00.000,2022-03-15t13:09:00.000,jet2,ls,exs,381,ls381,exs381,,b2,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-03-16t09:35:00.000,2022-03-16t09:35:00.000,2022-03-16t09:43:00.000,2022-03-16t09:43:00.000,2022-03-16t09:43:00.000,fue,gcfv,2022-03-16t14:05:00.000,2022-03-16t13:47:00.000,jet2,ls,exs,307,ls307,exs307,,7,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-03-17t08:20:00.000,2022-03-17t08:20:00.000,2022-03-17t08:36:00.000,2022-03-17t08:36:00.000,2022-03-17t08:36:00.000,ace,gcrr,2022-03-17t12:50:00.000,2022-03-17t12:37:00.000,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-03-17t08:30:00.000,2022-03-17t08:30:00.000,2022-03-17t08:43:00.000,2022-03-17t08:43:00.000,2022-03-17t08:43:00.000,tfs,gcts,2022-03-17t13:10:00.000,2022-03-17t12:52:00.000,jet2,ls,exs,381,ls381,exs381,,a7,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-03-17t09:40:00.000,2022-03-17t09:40:00.000,2022-03-17t09:47:00.000,2022-03-17t09:47:00.000,2022-03-17t09:47:00.000,lpa,gclp,2022-03-17t14:15:00.000,2022-03-17t13:54:00.000,jet2,ls,exs,371,ls371,exs371,,34,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-03-18t07:55:00.000,2022-03-18t07:55:00.000,2022-03-18t08:03:00.000,2022-03-18t08:03:00.000,2022-03-18t08:03:00.000,alc,leal,2022-03-18t12:05:00.000,2022-03-18t11:37:00.000,jet2,ls,exs,301,ls301,exs301,,7b,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-03-18t08:30:00.000,2022-03-18t08:30:00.000,2022-03-18t08:39:00.000,2022-03-18t08:39:00.000,2022-03-18t08:39:00.000,tfs,gcts,2022-03-18t13:10:00.000,2022-03-18t12:48:00.000,jet2,ls,exs,381,ls381,exs381,,a7,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-03-18t09:00:00.000,2022-03-18t09:20:00.000,,,,ayt,ltai,2022-03-18t17:00:00.000,,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-03-19t07:45:00.000,2022-03-19t07:45:00.000,2022-03-19t07:51:00.000,2022-03-19t07:51:00.000,2022-03-19t07:51:00.000,szg,lows,2022-03-19t11:25:00.000,2022-03-19t11:01:00.000,jet2,ls,exs,345,ls345,exs345,,,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-03-19t08:30:00.000,2022-03-19t08:40:00.000,2022-03-19t08:54:00.000,2022-03-19t08:54:00.000,2022-03-19t08:54:00.000,tfs,gcts,2022-03-19t13:10:00.000,2022-03-19t13:09:00.000,jet2,ls,exs,381,ls381,exs381,,b3,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-03-19t09:40:00.000,2022-03-19t09:40:00.000,2022-03-19t09:48:00.000,2022-03-19t09:48:00.000,2022-03-19t09:48:00.000,fue,gcfv,2022-03-19t14:10:00.000,2022-03-19t13:52:00.000,jet2,ls,exs,307,ls307,exs307,,5,,,,,,,,,
departure,scheduled,bfs,egaa,63.0,2022-03-19t14:55:00.000,2022-03-19t15:58:00.000,,,,ace,gcrr,2022-03-19t19:25:00.000,,jet2,ls,exs,309,ls309,exs309,1,2,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-03-20t08:20:00.000,2022-03-20t08:20:00.000,2022-03-20t08:30:00.000,2022-03-20t08:30:00.000,2022-03-20t08:30:00.000,ace,gcrr,2022-03-20t12:50:00.000,2022-03-20t12:28:00.000,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-03-20t09:40:00.000,2022-03-20t09:40:00.000,2022-03-20t09:55:00.000,2022-03-20t09:55:00.000,2022-03-20t09:55:00.000,lpa,gclp,2022-03-20t14:15:00.000,2022-03-20t13:56:00.000,jet2,ls,exs,371,ls371,exs371,,37,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-03-21t07:55:00.000,2022-03-21t07:55:00.000,2022-03-21t08:10:00.000,2022-03-21t08:10:00.000,2022-03-21t08:10:00.000,alc,leal,2022-03-21t12:05:00.000,2022-03-21t11:46:00.000,jet2,ls,exs,301,ls301,exs301,,7b,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-03-21t08:30:00.000,2022-03-21t08:30:00.000,2022-03-21t08:36:00.000,2022-03-21t08:36:00.000,2022-03-21t08:36:00.000,tfs,gcts,2022-03-21t13:10:00.000,2022-03-21t12:45:00.000,jet2,ls,exs,381,ls381,exs381,,a7,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-03-22t08:20:00.000,2022-03-22t08:20:00.000,2022-03-22t08:35:00.000,2022-03-22t08:35:00.000,2022-03-22t08:35:00.000,ace,gcrr,2022-03-22t12:50:00.000,2022-03-22t12:35:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-03-22t08:30:00.000,2022-03-22t08:30:00.000,2022-03-22t08:41:00.000,2022-03-22t08:41:00.000,2022-03-22t08:41:00.000,tfs,gcts,2022-03-22t13:10:00.000,2022-03-22t12:52:00.000,jet2,ls,exs,381,ls381,exs381,,a1,,,,,,,,,
departure,active,bfs,egaa,4.0,2022-03-23t09:35:00.000,2022-03-23t09:35:00.000,2022-03-23t09:39:00.000,2022-03-23t09:39:00.000,2022-03-23t09:39:00.000,fue,gcfv,2022-03-23t14:05:00.000,2022-03-23t13:43:00.000,jet2,ls,exs,307,ls307,exs307,,8,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-03-24t08:20:00.000,2022-03-24t08:20:00.000,2022-03-24t08:33:00.000,2022-03-24t08:33:00.000,2022-03-24t08:33:00.000,ace,gcrr,2022-03-24t12:50:00.000,2022-03-24t12:33:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-03-24t08:30:00.000,2022-03-24t08:30:00.000,2022-03-24t08:39:00.000,2022-03-24t08:39:00.000,2022-03-24t08:39:00.000,tfs,gcts,2022-03-24t13:10:00.000,2022-03-24t12:45:00.000,jet2,ls,exs,381,ls381,exs381,,a7,,,,,,,,,
