type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.delay,departure.gate,arrival.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,bfs,egaa,,2022-06-23t08:00:00.000,2022-06-23t08:00:00.000,,,,ibz,leib,2022-06-23t12:10:00.000,,jet2,ls,exs,397,ls397,exs397,1,08,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-06-23t14:40:00.000,2022-06-23t14:40:00.000,2022-06-23t14:50:00.000,2022-06-23t14:50:00.000,2022-06-23t14:50:00.000,ace,gcrr,2022-06-23t19:10:00.000,2022-06-23t18:46:00.000,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,30.0,2022-06-23t16:10:00.000,2022-06-23t16:40:00.000,,,,dlm,ltbs,2022-06-23t22:45:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-06-24t06:30:00.000,2022-06-24t06:30:00.000,2022-06-24t06:49:00.000,2022-06-24t06:49:00.000,2022-06-24t06:49:00.000,agp,lemg,2022-06-24t10:55:00.000,2022-06-24t10:40:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-06-24t06:50:00.000,2022-06-24t07:04:00.000,,,,pmi,lepa,2022-06-24t10:50:00.000,,jet2,ls,exs,361,ls361,exs361,,6,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-06-24t07:25:00.000,2022-06-24t07:25:00.000,2022-06-24t07:36:00.000,2022-06-24t07:36:00.000,2022-06-24t07:36:00.000,alc,leal,2022-06-24t11:35:00.000,2022-06-24t11:18:00.000,jet2,ls,exs,301,ls301,exs301,,5b,,,,,,,,,
departure,active,bfs,egaa,21.0,2022-06-24t14:45:00.000,2022-06-24t14:45:00.000,2022-06-24t15:05:00.000,2022-06-24t15:05:00.000,2022-06-24t15:05:00.000,tfs,gcts,2022-06-24t19:30:00.000,2022-06-24t19:16:00.000,jet2,ls,exs,381,ls381,exs381,,b1,,,,,,,,,
departure,active,bfs,egaa,55.0,2022-06-24t15:10:00.000,2022-06-24t16:05:00.000,,,,boj,lbbg,2022-06-24t21:00:00.000,,jet2,ls,exs,317,ls317,exs317,,,,,,,,,,,
departure,active,bfs,egaa,60.0,2022-06-24t15:40:00.000,2022-06-24t16:40:00.000,,,,ayt,ltai,2022-06-24t22:40:00.000,,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-06-25t06:30:00.000,2022-06-25t06:30:00.000,2022-06-25t06:36:00.000,2022-06-25t06:36:00.000,2022-06-25t06:36:00.000,agp,lemg,2022-06-25t10:55:00.000,2022-06-25t10:27:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,5.0,2022-06-25t07:10:00.000,2022-06-25t07:10:00.000,2022-06-25t07:14:00.000,2022-06-25t07:14:00.000,2022-06-25t07:14:00.000,fao,lpfr,2022-06-25t10:20:00.000,2022-06-25t09:57:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-06-25t07:25:00.000,2022-06-25t07:25:00.000,2022-06-25t07:38:00.000,2022-06-25t07:38:00.000,2022-06-25t07:38:00.000,alc,leal,2022-06-25t11:35:00.000,2022-06-25t11:18:00.000,jet2,ls,exs,301,ls301,exs301,,4b,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-06-25t15:10:00.000,2022-06-25t15:30:00.000,,,,dbv,lddu,2022-06-25t19:30:00.000,,jet2,ls,exs,333,ls333,exs333,,,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-06-25t15:25:00.000,2022-06-25t15:25:00.000,2022-06-25t15:34:00.000,2022-06-25t15:34:00.000,2022-06-25t15:34:00.000,pmi,lepa,2022-06-25t19:25:00.000,2022-06-25t19:08:00.000,jet2,ls,exs,361,ls361,exs361,,3,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-06-25t15:45:00.000,2022-06-25t15:45:00.000,2022-06-25t15:57:00.000,2022-06-25t15:57:00.000,2022-06-25t15:57:00.000,tfs,gcts,2022-06-25t20:30:00.000,2022-06-25t20:05:00.000,jet2,ls,exs,381,ls381,exs381,,b4,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-06-26t07:10:00.000,2022-06-26t07:10:00.000,2022-06-26t07:26:00.000,2022-06-26t07:26:00.000,2022-06-26t07:26:00.000,fao,lpfr,2022-06-26t10:20:00.000,2022-06-26t10:10:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-06-26t07:30:00.000,2022-06-26t07:30:00.000,2022-06-26t07:39:00.000,2022-06-26t07:39:00.000,2022-06-26t07:39:00.000,reu,lers,2022-06-26t11:15:00.000,2022-06-26t10:59:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-06-26t07:50:00.000,2022-06-26t07:50:00.000,2022-06-26t08:00:00.000,2022-06-26t08:00:00.000,2022-06-26t08:00:00.000,pmi,lepa,2022-06-26t11:50:00.000,2022-06-26t11:31:00.000,jet2,ls,exs,361,ls361,exs361,,06,,,,,,,,,
departure,active,bfs,egaa,22.0,2022-06-26t14:40:00.000,2022-06-26t14:40:00.000,2022-06-26t15:01:00.000,2022-06-26t15:01:00.000,2022-06-26t15:01:00.000,ace,gcrr,2022-06-26t19:15:00.000,2022-06-26t18:59:00.000,jet2,ls,exs,309,ls309,exs309,1,2,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-06-26t15:25:00.000,2022-06-26t15:25:00.000,2022-06-26t15:39:00.000,2022-06-26t15:39:00.000,2022-06-26t15:39:00.000,lpa,gclp,2022-06-26t20:05:00.000,2022-06-26t19:46:00.000,jet2,ls,exs,371,ls371,exs371,,37,,,,,,,,,
departure,active,bfs,egaa,48.0,2022-06-26t15:40:00.000,2022-06-26t16:25:00.000,2022-06-26t16:28:00.000,2022-06-26t16:28:00.000,2022-06-26t16:28:00.000,ibz,leib,2022-06-26t19:50:00.000,2022-06-26t20:08:00.000,jet2,ls,exs,397,ls397,exs397,1,08,18.0,,,,,,,,
departure,active,bfs,egaa,6.0,2022-06-27t06:30:00.000,2022-06-27t06:30:00.000,2022-06-27t06:36:00.000,2022-06-27t06:36:00.000,2022-06-27t06:36:00.000,agp,lemg,2022-06-27t10:55:00.000,2022-06-27t10:23:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-06-27t06:50:00.000,2022-06-27t06:59:00.000,2022-06-27t07:08:00.000,2022-06-27t07:08:00.000,2022-06-27t07:08:00.000,pmi,lepa,2022-06-27t10:50:00.000,2022-06-27t10:38:00.000,jet2,ls,exs,361,ls361,exs361,,7,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-06-27t07:25:00.000,2022-06-27t07:45:00.000,2022-06-27t07:39:00.000,2022-06-27t07:39:00.000,2022-06-27t07:39:00.000,alc,leal,2022-06-27t11:35:00.000,2022-06-27t11:16:00.000,jet2,ls,exs,301,ls301,exs301,,3b,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-06-27t14:45:00.000,2022-06-27t14:45:00.000,2022-06-27t14:54:00.000,2022-06-27t14:54:00.000,2022-06-27t14:54:00.000,tfs,gcts,2022-06-27t19:30:00.000,2022-06-27t19:03:00.000,jet2,ls,exs,381,ls381,exs381,,b4,,,,,,,,,
departure,active,bfs,egaa,68.0,2022-06-27t15:25:00.000,2022-06-27t16:33:00.000,,,,her,lgir,2022-06-27t22:10:00.000,,jet2,ls,exs,321,ls321,exs321,,,,,,,,,,,
departure,active,bfs,egaa,82.0,2022-06-27t15:40:00.000,2022-06-27t17:02:00.000,,,,dlm,ltbs,2022-06-27t22:15:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-06-28t06:50:00.000,2022-06-28t06:55:00.000,2022-06-28t07:03:00.000,2022-06-28t07:03:00.000,2022-06-28t07:03:00.000,ibz,leib,2022-06-28t11:00:00.000,2022-06-28t10:40:00.000,jet2,ls,exs,397,ls397,exs397,1,07,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-06-28t07:10:00.000,2022-06-28t07:10:00.000,2022-06-28t07:16:00.000,2022-06-28t07:16:00.000,2022-06-28t07:16:00.000,fao,lpfr,2022-06-28t10:20:00.000,2022-06-28t10:01:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-06-28t07:15:00.000,2022-06-28t07:20:00.000,2022-06-28t07:28:00.000,2022-06-28t07:28:00.000,2022-06-28t07:28:00.000,reu,lers,2022-06-28t11:00:00.000,2022-06-28t10:49:00.000,jet2,ls,exs,303,ls303,exs303,t1,2,,,,,,,,,
departure,active,bfs,egaa,5.0,2022-06-28t14:40:00.000,2022-06-28t14:45:00.000,,,,ace,gcrr,2022-06-28t19:10:00.000,,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,65.0,2022-06-28t15:05:00.000,2022-06-28t16:10:00.000,,,,rho,lgrp,2022-06-28t22:00:00.000,,jet2,ls,exs,325,ls325,exs325,,,,,,,,,,,
departure,active,bfs,egaa,45.0,2022-06-28t15:40:00.000,2022-06-28t16:25:00.000,,,,ayt,ltai,2022-06-28t22:40:00.000,,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,,2022-06-29t06:35:00.000,2022-06-29t06:35:00.000,,,,mah,lemh,2022-06-29t10:30:00.000,,jet2,ls,exs,395,ls395,exs395,ter1,6,,,,,,,,,
departure,active,bfs,egaa,,2022-06-29t06:50:00.000,2022-06-29t06:50:00.000,,,,pmi,lepa,2022-06-29t10:50:00.000,,jet2,ls,exs,361,ls361,exs361,,18,,,,,,,,,
departure,active,bfs,egaa,,2022-06-29t08:55:00.000,2022-06-29t08:55:00.000,,,,vrn,lipx,2022-06-29t12:30:00.000,,jet2,ls,exs,339,ls339,exs339,,,,,,,,,,,
departure,active,bfs,egaa,26.0,2022-06-29t14:40:00.000,2022-06-29t14:40:00.000,2022-06-29t15:06:00.000,2022-06-29t15:06:00.000,2022-06-29t15:06:00.000,fue,gcfv,2022-06-29t19:10:00.000,2022-06-29t19:16:00.000,jet2,ls,exs,307,ls307,exs307,,6,7.0,,,,,,,,
departure,active,bfs,egaa,23.0,2022-06-29t15:05:00.000,2022-06-29t15:05:00.000,2022-06-29t15:27:00.000,2022-06-29t15:27:00.000,2022-06-29t15:27:00.000,zth,lgza,2022-06-29t21:15:00.000,2022-06-29t21:01:00.000,jet2,ls,exs,335,ls335,exs335,,,,,,,,,,,
departure,active,bfs,egaa,45.0,2022-06-29t15:50:00.000,2022-06-29t16:35:00.000,,,,pfo,lcph,2022-06-29t23:10:00.000,,jet2,ls,exs,329,ls329,exs329,,,,,,,,,,,
departure,active,bfs,egaa,4.0,2022-06-30t07:10:00.000,2022-06-30t07:10:00.000,2022-06-30t07:13:00.000,2022-06-30t07:13:00.000,2022-06-30t07:13:00.000,fao,lpfr,2022-06-30t10:20:00.000,2022-06-30t09:55:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-06-30t07:15:00.000,2022-06-30t07:15:00.000,2022-06-30t07:16:00.000,2022-06-30t07:16:00.000,2022-06-30t07:16:00.000,reu,lers,2022-06-30t11:00:00.000,2022-06-30t10:34:00.000,jet2,ls,exs,303,ls303,exs303,t1,3,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-06-30t08:00:00.000,2022-06-30t08:00:00.000,2022-06-30t08:05:00.000,2022-06-30t08:05:00.000,2022-06-30t08:05:00.000,ibz,leib,2022-06-30t12:10:00.000,2022-06-30t11:44:00.000,jet2,ls,exs,397,ls397,exs397,1,08,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-06-30t14:40:00.000,2022-06-30t14:40:00.000,2022-06-30t14:57:00.000,2022-06-30t14:57:00.000,2022-06-30t14:57:00.000,ace,gcrr,2022-06-30t19:10:00.000,2022-06-30t18:57:00.000,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,30.0,2022-06-30t16:10:00.000,2022-06-30t16:40:00.000,,,,dlm,ltbs,2022-06-30t22:45:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,,2022-06-14t14:25:00.000,,,,,reu,lers,2022-06-14t18:00:00.000,,tui airways,by,tom,1236,by1236,tom1236,t1,2,,,,,,,,,
departure,active,bfs,egaa,,2022-06-19t15:05:00.000,,,,,tfs,gcts,2022-06-19t19:35:00.000,,tui airways,by,tom,1750,by1750,tom1750,,a4,,,,,,,,,
departure,active,bfs,egaa,,2022-06-21t06:00:00.000,,,,,pmi,lepa,2022-06-21t10:00:00.000,,tui airways,by,tom,1242,by1242,tom1242,,03,,,,,,,,,
departure,unknown,bfs,egaa,,2022-06-21t14:25:00.000,,,,,reu,lers,2022-06-21t18:00:00.000,,tui airways,by,tom,1236,by1236,tom1236,t1,1,,,,,,,,,
departure,active,bfs,egaa,,2022-06-28t06:00:00.000,,,,,pmi,lepa,2022-06-28t10:00:00.000,,tui airways,by,tom,1242,by1242,tom1242,,08,,,,,,,,,
departure,active,bfs,egaa,,2022-06-28t14:25:00.000,,,,,reu,lers,2022-06-28t18:00:00.000,,tui airways,by,tom,1236,by1236,tom1236,t1,1,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-06-19t12:40:00.000,2022-06-19t12:40:00.000,2022-06-19t12:48:00.000,2022-06-19t12:48:00.000,2022-06-19t12:48:00.000,mco,kmco,2022-06-19t16:20:00.000,2022-06-19t16:11:00.000,virgin atlantic,vs,vir,161,vs161,vir161,,8a,,g25,96,,,,,,
departure,active,bfs,egaa,,2022-06-26t12:40:00.000,2022-06-26t12:40:00.000,,,,mco,kmco,2022-06-26t16:20:00.000,,virgin atlantic,vs,vir,161,vs161,vir161,b,8a,,g25,87,,,,,,
departure,active,bfs,egaa,1.0,2022-07-03t12:40:00.000,2022-07-03t12:40:00.000,2022-07-03t12:40:00.000,2022-07-03t12:40:00.000,2022-07-03t12:40:00.000,mco,kmco,2022-07-03t16:20:00.000,2022-07-03t15:58:00.000,klm,kl,klm,2504,kl2504,klm2504,,8a,,g25,94,virgin atlantic,vs,vir,161,vs161,vir161
departure,active,bfs,egaa,3.0,2022-07-10t12:40:00.000,2022-07-10t12:40:00.000,2022-07-10t12:43:00.000,2022-07-10t12:43:00.000,2022-07-10t12:43:00.000,mco,kmco,2022-07-10t16:20:00.000,2022-07-10t16:09:00.000,klm,kl,klm,2504,kl2504,klm2504,,8a,,g25,83,virgin atlantic,vs,vir,161,vs161,vir161
departure,active,bfs,egaa,13.0,2022-07-01t06:30:00.000,2022-07-01t06:30:00.000,2022-07-01t06:42:00.000,2022-07-01t06:42:00.000,2022-07-01t06:42:00.000,agp,lemg,2022-07-01t10:55:00.000,2022-07-01t10:34:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-07-01t06:50:00.000,2022-07-01t07:05:00.000,2022-07-01t07:03:00.000,2022-07-01t07:03:00.000,2022-07-01t07:03:00.000,pmi,lepa,2022-07-01t10:50:00.000,2022-07-01t10:34:00.000,jet2,ls,exs,361,ls361,exs361,,09,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-07-01t07:25:00.000,2022-07-01t07:25:00.000,2022-07-01t07:30:00.000,2022-07-01t07:30:00.000,2022-07-01t07:30:00.000,alc,leal,2022-07-01t11:35:00.000,2022-07-01t11:08:00.000,jet2,ls,exs,301,ls301,exs301,,7b,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-07-01t14:45:00.000,2022-07-01t14:45:00.000,2022-07-01t15:01:00.000,2022-07-01t15:01:00.000,2022-07-01t15:01:00.000,tfs,gcts,2022-07-01t19:30:00.000,2022-07-01t19:14:00.000,jet2,ls,exs,381,ls381,exs381,,a4,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-07-01t15:10:00.000,2022-07-01t15:10:00.000,2022-07-01t15:19:00.000,2022-07-01t15:19:00.000,2022-07-01t15:19:00.000,boj,lbbg,2022-07-01t21:00:00.000,2022-07-01t20:46:00.000,jet2,ls,exs,317,ls317,exs317,,,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-07-01t15:40:00.000,2022-07-01t15:40:00.000,2022-07-01t15:52:00.000,2022-07-01t15:52:00.000,2022-07-01t15:52:00.000,ayt,ltai,2022-07-01t22:40:00.000,2022-07-01t22:07:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,,2022-07-02t06:30:00.000,2022-07-02t06:30:00.000,,,,agp,lemg,2022-07-02t10:55:00.000,,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-07-02t07:10:00.000,2022-07-02t07:10:00.000,2022-07-02t07:16:00.000,2022-07-02t07:16:00.000,2022-07-02t07:16:00.000,fao,lpfr,2022-07-02t10:20:00.000,2022-07-02t09:59:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-07-02t07:25:00.000,2022-07-02t07:25:00.000,2022-07-02t07:26:00.000,2022-07-02t07:26:00.000,2022-07-02t07:26:00.000,alc,leal,2022-07-02t11:35:00.000,2022-07-02t11:06:00.000,jet2,ls,exs,301,ls301,exs301,,4b,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-07-02t15:10:00.000,2022-07-02t15:30:00.000,2022-07-02t15:17:00.000,2022-07-02t15:17:00.000,2022-07-02t15:17:00.000,dbv,lddu,2022-07-02t19:30:00.000,2022-07-02t19:06:00.000,jet2,ls,exs,333,ls333,exs333,,,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-07-02t15:25:00.000,2022-07-02t15:25:00.000,2022-07-02t15:39:00.000,2022-07-02t15:39:00.000,2022-07-02t15:39:00.000,pmi,lepa,2022-07-02t19:25:00.000,2022-07-02t19:14:00.000,jet2,ls,exs,361,ls361,exs361,,03,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-07-02t15:45:00.000,2022-07-02t16:15:00.000,2022-07-02t16:08:00.000,2022-07-02t16:08:00.000,2022-07-02t16:08:00.000,tfs,gcts,2022-07-02t20:30:00.000,2022-07-02t20:18:00.000,jet2,ls,exs,381,ls381,exs381,,b3,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-07-03t07:10:00.000,2022-07-03t07:10:00.000,2022-07-03t07:22:00.000,2022-07-03t07:22:00.000,2022-07-03t07:22:00.000,fao,lpfr,2022-07-03t10:20:00.000,2022-07-03t10:01:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-07-03t07:30:00.000,2022-07-03t07:30:00.000,2022-07-03t07:42:00.000,2022-07-03t07:42:00.000,2022-07-03t07:42:00.000,reu,lers,2022-07-03t11:15:00.000,2022-07-03t10:59:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-07-03t07:50:00.000,2022-07-03t07:50:00.000,2022-07-03t07:52:00.000,2022-07-03t07:52:00.000,2022-07-03t07:52:00.000,pmi,lepa,2022-07-03t11:50:00.000,2022-07-03t11:23:00.000,jet2,ls,exs,361,ls361,exs361,,04,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-07-03t14:40:00.000,2022-07-03t14:40:00.000,2022-07-03t15:04:00.000,2022-07-03t15:04:00.000,2022-07-03t15:04:00.000,ace,gcrr,2022-07-03t19:15:00.000,2022-07-03t19:03:00.000,jet2,ls,exs,309,ls309,exs309,1,1,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-07-03t15:25:00.000,2022-07-03t15:25:00.000,2022-07-03t15:32:00.000,2022-07-03t15:32:00.000,2022-07-03t15:32:00.000,lpa,gclp,2022-07-03t20:05:00.000,2022-07-03t19:33:00.000,jet2,ls,exs,371,ls371,exs371,,36,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-07-03t15:40:00.000,2022-07-03t15:40:00.000,2022-07-03t15:49:00.000,2022-07-03t15:49:00.000,2022-07-03t15:49:00.000,ibz,leib,2022-07-03t19:50:00.000,2022-07-03t19:25:00.000,jet2,ls,exs,397,ls397,exs397,1,08,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-07-04t06:30:00.000,2022-07-04t06:30:00.000,2022-07-04t06:41:00.000,2022-07-04t06:41:00.000,2022-07-04t06:41:00.000,agp,lemg,2022-07-04t10:55:00.000,2022-07-04t10:27:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-07-04t06:50:00.000,2022-07-04t06:50:00.000,2022-07-04t06:56:00.000,2022-07-04t06:56:00.000,2022-07-04t06:56:00.000,pmi,lepa,2022-07-04t10:50:00.000,2022-07-04t10:29:00.000,jet2,ls,exs,361,ls361,exs361,,06,,,,,,,,,
departure,active,bfs,egaa,21.0,2022-07-04t07:25:00.000,2022-07-04t07:25:00.000,2022-07-04t07:45:00.000,2022-07-04t07:45:00.000,2022-07-04t07:45:00.000,alc,leal,2022-07-04t11:35:00.000,2022-07-04t11:21:00.000,jet2,ls,exs,301,ls301,exs301,,3b,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-07-04t14:45:00.000,2022-07-04t14:45:00.000,2022-07-04t14:57:00.000,2022-07-04t14:57:00.000,2022-07-04t14:57:00.000,tfs,gcts,2022-07-04t19:30:00.000,2022-07-04t19:08:00.000,jet2,ls,exs,381,ls381,exs381,,b1,,,,,,,,,
departure,active,bfs,egaa,31.0,2022-07-04t15:25:00.000,2022-07-04t16:10:00.000,2022-07-04t15:56:00.000,2022-07-04t15:56:00.000,2022-07-04t15:56:00.000,her,lgir,2022-07-04t22:10:00.000,2022-07-04t21:59:00.000,jet2,ls,exs,321,ls321,exs321,,,,,,,,,,,
departure,active,bfs,egaa,51.0,2022-07-04t15:40:00.000,2022-07-04t16:31:00.000,,,,dlm,ltbs,2022-07-04t22:15:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,,2022-07-05t06:50:00.000,2022-07-05t06:50:00.000,,,,ibz,leib,2022-07-05t11:00:00.000,,jet2,ls,exs,397,ls397,exs397,1,07,,,,,,,,,
departure,active,bfs,egaa,,2022-07-05t07:10:00.000,2022-07-05t07:10:00.000,,,,fao,lpfr,2022-07-05t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,,2022-07-05t07:15:00.000,2022-07-05t07:15:00.000,,,,reu,lers,2022-07-05t11:00:00.000,,jet2,ls,exs,303,ls303,exs303,t1,2,,,,,,,,,
departure,active,bfs,egaa,35.0,2022-07-05t14:40:00.000,2022-07-05t14:45:00.000,2022-07-05t15:14:00.000,2022-07-05t15:14:00.000,2022-07-05t15:14:00.000,ace,gcrr,2022-07-05t19:10:00.000,2022-07-05t19:14:00.000,jet2,ls,exs,309,ls309,exs309,1,4,4.0,,,,,,,,
departure,active,bfs,egaa,90.0,2022-07-05t15:05:00.000,2022-07-05t16:35:00.000,,,,rho,lgrp,2022-07-05t22:00:00.000,,jet2,ls,exs,325,ls325,exs325,,,,,,,,,,,
departure,active,bfs,egaa,23.0,2022-07-05t15:40:00.000,2022-07-05t16:05:00.000,2022-07-05t16:03:00.000,2022-07-05t16:03:00.000,2022-07-05t16:03:00.000,ayt,ltai,2022-07-05t22:40:00.000,2022-07-05t22:20:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-07-06t06:35:00.000,2022-07-06t06:55:00.000,2022-07-06t07:00:00.000,2022-07-06t07:00:00.000,2022-07-06t07:00:00.000,mah,lemh,2022-07-06t10:30:00.000,2022-07-06t10:29:00.000,jet2,ls,exs,395,ls395,exs395,ter1,04,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-07-06t06:50:00.000,2022-07-06t07:05:00.000,,,,pmi,lepa,2022-07-06t10:50:00.000,,jet2,ls,exs,361,ls361,exs361,,07,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-07-06t08:55:00.000,2022-07-06t08:55:00.000,2022-07-06t09:03:00.000,2022-07-06t09:03:00.000,2022-07-06t09:03:00.000,vrn,lipx,2022-07-06t12:30:00.000,2022-07-06t12:14:00.000,jet2,ls,exs,339,ls339,exs339,,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-07-06t14:40:00.000,2022-07-06t14:40:00.000,2022-07-06t14:49:00.000,2022-07-06t14:49:00.000,2022-07-06t14:49:00.000,fue,gcfv,2022-07-06t19:10:00.000,2022-07-06t18:48:00.000,jet2,ls,exs,307,ls307,exs307,,3,,,,,,,,,
departure,active,bfs,egaa,40.0,2022-07-06t15:05:00.000,2022-07-06t15:40:00.000,2022-07-06t15:45:00.000,2022-07-06t15:45:00.000,2022-07-06t15:45:00.000,zth,lgza,2022-07-06t21:15:00.000,2022-07-06t21:20:00.000,jet2,ls,exs,335,ls335,exs335,,,6.0,,,,,,,,
departure,active,bfs,egaa,100.0,2022-07-06t15:50:00.000,2022-07-06t17:30:00.000,,,,pfo,lcph,2022-07-06t23:10:00.000,,jet2,ls,exs,329,ls329,exs329,,,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-07-07t07:10:00.000,2022-07-07t07:10:00.000,2022-07-07t07:22:00.000,2022-07-07t07:22:00.000,2022-07-07t07:22:00.000,fao,lpfr,2022-07-07t10:20:00.000,2022-07-07t10:04:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-07-07t07:15:00.000,2022-07-07t07:15:00.000,2022-07-07t07:28:00.000,2022-07-07t07:28:00.000,2022-07-07t07:28:00.000,reu,lers,2022-07-07t11:00:00.000,2022-07-07t10:44:00.000,jet2,ls,exs,303,ls303,exs303,t1,2,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-07-07t08:00:00.000,2022-07-07t08:00:00.000,2022-07-07t08:15:00.000,2022-07-07t08:15:00.000,2022-07-07t08:15:00.000,ibz,leib,2022-07-07t12:10:00.000,2022-07-07t11:53:00.000,jet2,ls,exs,397,ls397,exs397,1,08,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-07-07t14:40:00.000,2022-07-07t14:40:00.000,2022-07-07t15:05:00.000,2022-07-07t15:05:00.000,2022-07-07t15:05:00.000,ace,gcrr,2022-07-07t19:10:00.000,2022-07-07t19:05:00.000,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-07-07t16:10:00.000,2022-07-07t16:10:00.000,2022-07-07t16:22:00.000,2022-07-07t16:22:00.000,2022-07-07t16:22:00.000,dlm,ltbs,2022-07-07t22:45:00.000,2022-07-07t22:26:00.000,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
