type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,gla,egpf,m,,2022-11-05t10:40:00.000,2022-11-05t14:20:00.000,,,,lsi,egpb,,,,2022-11-05t12:10:00.000,,klm,kl,klm,3821,kl3821,klm3821,220.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,1,2022-11-05t12:05:00.000,2022-11-05t12:05:00.000,2022-11-05t12:07:00.000,2022-11-05t12:07:00.000,2022-11-05t12:07:00.000,syy,egpo,,,,2022-11-05t13:10:00.000,2022-11-05t12:48:00.000,klm,kl,klm,3172,kl3172,klm3172,3.0,2022-11-05t12:48:00.000,2022-11-05t12:48:00.000,2022-11-05t12:48:00.000,,loganair,lm,log,474,lm474,log474
departure,active,gla,egpf,m,27c,2022-11-05t17:25:00.000,,2022-11-05t17:36:00.000,2022-11-05t17:36:00.000,2022-11-05t17:36:00.000,ams,eham,,11,d02,2022-11-05t20:00:00.000,2022-11-05t19:40:00.000,klm,kl,klm,1478,kl1478,klm1478,11.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-06t06:05:00.000,2022-11-06t06:17:00.000,2022-11-06t06:17:00.000,2022-11-06t06:17:00.000,2022-11-06t06:17:00.000,ams,eham,,12,d56,2022-11-06t08:40:00.000,2022-11-06t08:25:00.000,klm,kl,klm,1470,kl1470,klm1470,13.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-06t09:00:00.000,,2022-11-06t09:28:00.000,2022-11-06t09:28:00.000,2022-11-06t09:28:00.000,ams,eham,,9,a08,2022-11-06t11:35:00.000,2022-11-06t11:35:00.000,klm,kl,klm,1472,kl1472,klm1472,29.0,,,,1.0,,,,,,
departure,active,gla,egpf,m,5,2022-11-06t12:05:00.000,,2022-11-06t12:18:00.000,2022-11-06t12:18:00.000,2022-11-06t12:18:00.000,syy,egpo,,,,2022-11-06t13:10:00.000,2022-11-06t12:58:00.000,klm,kl,klm,3172,kl3172,klm3172,13.0,,,,,loganair,lm,log,474,lm474,log474
departure,active,gla,egpf,m,16,2022-11-06t15:45:00.000,,2022-11-06t15:42:00.000,2022-11-06t15:42:00.000,2022-11-06t15:42:00.000,syy,egpo,,,,2022-11-06t16:45:00.000,2022-11-06t16:23:00.000,klm,kl,klm,3175,kl3175,klm3175,,2022-11-06t16:17:00.000,2022-11-06t16:17:00.000,2022-11-06t16:17:00.000,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,1,2022-11-06t16:40:00.000,,2022-11-06t17:02:00.000,2022-11-06t17:02:00.000,2022-11-06t17:02:00.000,koi,egpa,,,,2022-11-06t17:55:00.000,2022-11-06t17:57:00.000,klm,kl,klm,3176,kl3176,klm3176,22.0,,,,2.0,loganair,lm,log,432,lm432,log432
departure,active,gla,egpf,m,1,2022-11-06t16:40:00.000,,2022-11-06t17:02:00.000,2022-11-06t17:02:00.000,2022-11-06t17:02:00.000,koi,egpa,,,,2022-11-06t17:55:00.000,2022-11-06t17:57:00.000,klm,kl,klm,3821,kl3821,klm3821,22.0,,,,2.0,loganair,lm,log,432,lm432,log432
departure,active,gla,egpf,m,27c,2022-11-06t17:25:00.000,2022-11-06t17:29:00.000,2022-11-06t17:29:00.000,2022-11-06t17:29:00.000,2022-11-06t17:29:00.000,ams,eham,,16,d49,2022-11-06t20:00:00.000,2022-11-06t19:39:00.000,klm,kl,klm,1478,kl1478,klm1478,4.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-07t06:05:00.000,2022-11-07t06:05:00.000,2022-11-07t06:17:00.000,2022-11-07t06:17:00.000,2022-11-07t06:17:00.000,ams,eham,,10,d28,2022-11-07t08:40:00.000,2022-11-07t08:25:00.000,klm,kl,klm,1470,kl1470,klm1470,12.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-07t09:00:00.000,2022-11-07t09:12:00.000,2022-11-07t09:11:00.000,2022-11-07t09:11:00.000,2022-11-07t09:11:00.000,ams,eham,,8,a08,2022-11-07t11:35:00.000,2022-11-07t11:18:00.000,klm,kl,klm,1472,kl1472,klm1472,12.0,,,,,,,,,,
departure,active,gla,egpf,m,,2022-11-07t10:40:00.000,2022-11-07t12:20:00.000,,,,lsi,egpb,,,,2022-11-07t12:10:00.000,,klm,kl,klm,3821,kl3821,klm3821,100.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,1,2022-11-07t13:30:00.000,,2022-11-07t13:34:00.000,2022-11-07t13:34:00.000,2022-11-07t13:34:00.000,koi,egpa,,,,2022-11-07t14:45:00.000,2022-11-07t14:28:00.000,klm,kl,klm,3821,kl3821,klm3821,5.0,,,,,loganair,lm,log,432,lm432,log432
departure,active,gla,egpf,m,16,2022-11-07t15:00:00.000,,2022-11-07t15:06:00.000,2022-11-07t15:06:00.000,2022-11-07t15:06:00.000,syy,egpo,,,,2022-11-07t16:00:00.000,2022-11-07t15:45:00.000,klm,kl,klm,3175,kl3175,klm3175,7.0,,,,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,27c,2022-11-07t17:15:00.000,2022-11-07t17:25:00.000,2022-11-07t17:39:00.000,2022-11-07t17:39:00.000,2022-11-07t17:39:00.000,ams,eham,,13,d48,2022-11-07t19:50:00.000,2022-11-07t19:46:00.000,klm,kl,klm,1478,kl1478,klm1478,24.0,,,,,,,,,,
departure,active,gla,egpf,m,15,2022-11-07t18:05:00.000,2022-11-07t18:04:00.000,2022-11-07t18:14:00.000,2022-11-07t18:14:00.000,2022-11-07t18:14:00.000,syy,egpo,,,,2022-11-07t19:00:00.000,2022-11-07t18:51:00.000,klm,kl,klm,3172,kl3172,klm3172,9.0,,,,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,27c,2022-11-08t09:00:00.000,2022-11-08t09:11:00.000,2022-11-08t09:10:00.000,2022-11-08t09:10:00.000,2022-11-08t09:10:00.000,ams,eham,,12,a08,2022-11-08t11:35:00.000,2022-11-08t11:18:00.000,klm,kl,klm,1472,kl1472,klm1472,10.0,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-08t10:40:00.000,,2022-11-08t10:51:00.000,2022-11-08t10:51:00.000,2022-11-08t10:51:00.000,lsi,egpb,,,,2022-11-08t12:10:00.000,2022-11-08t12:05:00.000,klm,kl,klm,3821,kl3821,klm3821,11.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,1,2022-11-08t13:30:00.000,,2022-11-08t13:37:00.000,2022-11-08t13:37:00.000,2022-11-08t13:37:00.000,koi,egpa,,,,2022-11-08t14:45:00.000,2022-11-08t14:32:00.000,klm,kl,klm,3821,kl3821,klm3821,7.0,,,,,loganair,lm,log,432,lm432,log432
departure,active,gla,egpf,m,15,2022-11-08t15:00:00.000,,2022-11-08t15:18:00.000,2022-11-08t15:18:00.000,2022-11-08t15:18:00.000,syy,egpo,,,,2022-11-08t16:00:00.000,2022-11-08t16:01:00.000,klm,kl,klm,3175,kl3175,klm3175,19.0,,,,2.0,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,28,2022-11-08t17:15:00.000,,2022-11-08t17:19:00.000,2022-11-08t17:19:00.000,2022-11-08t17:19:00.000,ams,eham,,11,d27,2022-11-08t19:50:00.000,2022-11-08t19:27:00.000,klm,kl,klm,1478,kl1478,klm1478,5.0,,,,,,,,,,
departure,active,gla,egpf,m,15,2022-11-08t18:05:00.000,2022-11-08t18:10:00.000,2022-11-08t18:05:00.000,2022-11-08t18:05:00.000,2022-11-08t18:05:00.000,syy,egpo,,,,2022-11-08t19:00:00.000,2022-11-08t18:45:00.000,klm,kl,klm,3172,kl3172,klm3172,1.0,,,,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,30a,2022-11-09t06:05:00.000,,2022-11-09t06:16:00.000,2022-11-09t06:16:00.000,2022-11-09t06:16:00.000,ams,eham,,10,d23,2022-11-09t08:40:00.000,2022-11-09t08:23:00.000,klm,kl,klm,1470,kl1470,klm1470,11.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-11-09t09:00:00.000,2022-11-09t08:55:00.000,2022-11-09t09:05:00.000,2022-11-09t09:05:00.000,2022-11-09t09:05:00.000,ams,eham,,8,a08,2022-11-09t11:35:00.000,2022-11-09t11:18:00.000,klm,kl,klm,1472,kl1472,klm1472,5.0,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-09t10:40:00.000,,2022-11-09t10:57:00.000,2022-11-09t10:57:00.000,2022-11-09t10:57:00.000,lsi,egpb,,,,2022-11-09t12:10:00.000,2022-11-09t12:07:00.000,klm,kl,klm,3821,kl3821,klm3821,18.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,1,2022-11-09t13:30:00.000,,2022-11-09t13:45:00.000,2022-11-09t13:45:00.000,2022-11-09t13:45:00.000,koi,egpa,,,,2022-11-09t14:45:00.000,2022-11-09t14:41:00.000,klm,kl,klm,3821,kl3821,klm3821,16.0,,,,,loganair,lm,log,432,lm432,log432
departure,active,gla,egpf,m,15,2022-11-09t15:00:00.000,,2022-11-09t15:21:00.000,2022-11-09t15:21:00.000,2022-11-09t15:21:00.000,syy,egpo,,,,2022-11-09t16:00:00.000,2022-11-09t16:02:00.000,klm,kl,klm,3175,kl3175,klm3175,22.0,,,,2.0,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,27c,2022-11-09t17:15:00.000,,2022-11-09t17:25:00.000,2022-11-09t17:25:00.000,2022-11-09t17:25:00.000,ams,eham,,12,d29,2022-11-09t19:50:00.000,2022-11-09t19:31:00.000,klm,kl,klm,1478,kl1478,klm1478,10.0,,,,,,,,,,
departure,active,gla,egpf,m,16,2022-11-09t18:05:00.000,,2022-11-09t18:06:00.000,2022-11-09t18:06:00.000,2022-11-09t18:06:00.000,syy,egpo,,,,2022-11-09t19:00:00.000,2022-11-09t18:48:00.000,klm,kl,klm,3172,kl3172,klm3172,2.0,2022-11-09t18:51:00.000,2022-11-09t18:51:00.000,2022-11-09t18:51:00.000,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,,2022-11-10t06:05:00.000,2022-11-10t06:05:00.000,,,,ams,eham,,11,d14,2022-11-10t08:40:00.000,,klm,kl,klm,1470,kl1470,klm1470,,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-10t09:00:00.000,,2022-11-10t09:07:00.000,2022-11-10t09:07:00.000,2022-11-10t09:07:00.000,ams,eham,,13,a08,2022-11-10t11:35:00.000,2022-11-10t11:14:00.000,klm,kl,klm,1472,kl1472,klm1472,8.0,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-10t10:40:00.000,,2022-11-10t10:44:00.000,2022-11-10t10:44:00.000,2022-11-10t10:44:00.000,lsi,egpb,,,,2022-11-10t12:10:00.000,2022-11-10t11:50:00.000,klm,kl,klm,3821,kl3821,klm3821,4.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,15,2022-11-10t15:00:00.000,2022-11-10t15:10:00.000,2022-11-10t15:18:00.000,2022-11-10t15:18:00.000,2022-11-10t15:18:00.000,syy,egpo,,,,2022-11-10t16:00:00.000,,klm,kl,klm,3175,kl3175,klm3175,19.0,,,,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,27c,2022-11-10t17:15:00.000,2022-11-10t17:16:00.000,,,,ams,eham,,8,e17,2022-11-10t19:50:00.000,,klm,kl,klm,1478,kl1478,klm1478,1.0,,,,,,,,,,
departure,active,gla,egpf,m,15,2022-11-10t18:05:00.000,2022-11-10t18:20:00.000,2022-11-10t18:17:00.000,2022-11-10t18:17:00.000,2022-11-10t18:17:00.000,syy,egpo,,,,2022-11-10t19:00:00.000,2022-11-10t18:59:00.000,klm,kl,klm,3172,kl3172,klm3172,13.0,,,,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,36,2022-11-11t06:05:00.000,2022-11-11t06:05:00.000,2022-11-11t06:15:00.000,2022-11-11t06:15:00.000,2022-11-11t06:15:00.000,ams,eham,,12,d31,2022-11-11t08:40:00.000,2022-11-11t08:23:00.000,klm,kl,klm,1470,kl1470,klm1470,10.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-11-11t09:00:00.000,2022-11-11t09:02:00.000,2022-11-11t09:16:00.000,2022-11-11t09:16:00.000,2022-11-11t09:16:00.000,ams,eham,,11,a08,2022-11-11t11:35:00.000,2022-11-11t11:27:00.000,klm,kl,klm,1472,kl1472,klm1472,16.0,,,,,,,,,,
departure,active,gla,egpf,m,4,2022-11-11t10:40:00.000,2022-11-11t10:50:00.000,2022-11-11t10:49:00.000,2022-11-11t10:49:00.000,2022-11-11t10:49:00.000,lsi,egpb,,,,2022-11-11t12:10:00.000,2022-11-11t11:52:00.000,klm,kl,klm,3821,kl3821,klm3821,9.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,16,2022-11-11t15:00:00.000,2022-11-11t15:10:00.000,2022-11-11t15:10:00.000,2022-11-11t15:10:00.000,2022-11-11t15:10:00.000,syy,egpo,,,,2022-11-11t16:00:00.000,2022-11-11t15:47:00.000,klm,kl,klm,3175,kl3175,klm3175,10.0,,,,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,27c,2022-11-11t17:15:00.000,2022-11-11t17:30:00.000,2022-11-11t17:32:00.000,2022-11-11t17:32:00.000,2022-11-11t17:32:00.000,ams,eham,,13,d54,2022-11-11t19:50:00.000,2022-11-11t19:40:00.000,klm,kl,klm,1478,kl1478,klm1478,18.0,,,,,,,,,,
departure,active,gla,egpf,m,16,2022-11-11t18:05:00.000,2022-11-11t18:11:00.000,2022-11-11t18:11:00.000,2022-11-11t18:11:00.000,2022-11-11t18:11:00.000,syy,egpo,,,,2022-11-11t19:00:00.000,2022-11-11t18:49:00.000,klm,kl,klm,3172,kl3172,klm3172,7.0,2022-11-11t18:47:00.000,2022-11-11t18:47:00.000,2022-11-11t18:47:00.000,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,33,2022-11-12t06:05:00.000,2022-11-12t06:35:00.000,2022-11-12t06:47:00.000,2022-11-12t06:47:00.000,2022-11-12t06:47:00.000,ams,eham,,9,d44,2022-11-12t08:40:00.000,2022-11-12t08:55:00.000,klm,kl,klm,1470,kl1470,klm1470,42.0,,,,16.0,,,,,,
departure,active,gla,egpf,m,28,2022-11-12t10:40:00.000,2022-11-12t10:43:00.000,2022-11-12t10:43:00.000,2022-11-12t10:43:00.000,2022-11-12t10:43:00.000,ams,eham,,9,d05,2022-11-12t13:15:00.000,2022-11-12t12:53:00.000,klm,kl,klm,1474,kl1474,klm1474,3.0,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-12t10:40:00.000,2022-11-12t10:50:00.000,2022-11-12t10:48:00.000,2022-11-12t10:48:00.000,2022-11-12t10:48:00.000,lsi,egpb,,,,2022-11-12t12:10:00.000,2022-11-12t11:51:00.000,klm,kl,klm,3821,kl3821,klm3821,9.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,1,2022-11-12t12:05:00.000,2022-11-12t12:15:00.000,2022-11-12t12:33:00.000,2022-11-12t12:33:00.000,2022-11-12t12:33:00.000,syy,egpo,,,,2022-11-12t13:10:00.000,2022-11-12t13:17:00.000,klm,kl,klm,3172,kl3172,klm3172,29.0,,,,8.0,loganair,lm,log,474,lm474,log474
departure,active,gla,egpf,m,27c,2022-11-12t17:25:00.000,2022-11-12t17:35:00.000,2022-11-12t17:33:00.000,2022-11-12t17:33:00.000,2022-11-12t17:33:00.000,ams,eham,,10,d26,2022-11-12t20:00:00.000,2022-11-12t19:40:00.000,klm,kl,klm,1478,kl1478,klm1478,9.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-13t06:05:00.000,2022-11-13t05:57:00.000,2022-11-13t06:10:00.000,2022-11-13t06:10:00.000,2022-11-13t06:10:00.000,ams,eham,,9,d48,2022-11-13t08:40:00.000,2022-11-13t08:21:00.000,klm,kl,klm,1470,kl1470,klm1470,6.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-13t09:00:00.000,2022-11-13t09:10:00.000,2022-11-13t09:08:00.000,2022-11-13t09:08:00.000,2022-11-13t09:08:00.000,ams,eham,,9,a08,2022-11-13t11:35:00.000,2022-11-13t11:20:00.000,klm,kl,klm,1472,kl1472,klm1472,9.0,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-13t12:05:00.000,2022-11-13t12:15:00.000,2022-11-13t12:17:00.000,2022-11-13t12:17:00.000,2022-11-13t12:17:00.000,syy,egpo,,,,2022-11-13t13:10:00.000,2022-11-13t12:52:00.000,klm,kl,klm,3172,kl3172,klm3172,12.0,,,,,loganair,lm,log,474,lm474,log474
departure,active,gla,egpf,m,15,2022-11-13t15:45:00.000,2022-11-13t15:55:00.000,2022-11-13t15:48:00.000,2022-11-13t15:48:00.000,2022-11-13t15:48:00.000,syy,egpo,,,,2022-11-13t16:45:00.000,2022-11-13t16:24:00.000,klm,kl,klm,3175,kl3175,klm3175,3.0,2022-11-13t16:26:00.000,2022-11-13t16:26:00.000,2022-11-13t16:26:00.000,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,1,2022-11-13t16:40:00.000,2022-11-13t17:12:00.000,,,,koi,egpa,,,,2022-11-13t17:55:00.000,,klm,kl,klm,3176,kl3176,klm3176,32.0,,,,,loganair,lm,log,432,lm432,log432
departure,active,gla,egpf,m,27c,2022-11-13t17:25:00.000,2022-11-13t17:31:00.000,2022-11-13t17:38:00.000,2022-11-13t17:38:00.000,2022-11-13t17:38:00.000,ams,eham,,15,d26,2022-11-13t20:00:00.000,2022-11-13t19:48:00.000,klm,kl,klm,1478,kl1478,klm1478,14.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-14t06:05:00.000,2022-11-14t05:59:00.000,2022-11-14t06:09:00.000,2022-11-14t06:09:00.000,2022-11-14t06:09:00.000,ams,eham,,12,d12,2022-11-14t08:40:00.000,2022-11-14t08:23:00.000,klm,kl,klm,1470,kl1470,klm1470,5.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-14t09:00:00.000,2022-11-14t09:10:00.000,2022-11-14t08:58:00.000,2022-11-14t08:58:00.000,2022-11-14t08:58:00.000,ams,eham,,13,a08,2022-11-14t11:35:00.000,2022-11-14t11:12:00.000,klm,kl,klm,1472,kl1472,klm1472,,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-14t10:40:00.000,2022-11-14t10:50:00.000,2022-11-14t10:47:00.000,2022-11-14t10:47:00.000,2022-11-14t10:47:00.000,lsi,egpb,,,,2022-11-14t12:10:00.000,2022-11-14t11:56:00.000,klm,kl,klm,3821,kl3821,klm3821,7.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,16,2022-11-14t15:00:00.000,2022-11-14t15:10:00.000,,,,syy,egpo,,,,2022-11-14t16:00:00.000,,klm,kl,klm,3175,kl3175,klm3175,10.0,,,,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,27c,2022-11-14t17:15:00.000,2022-11-14t17:25:00.000,2022-11-14t17:31:00.000,2022-11-14t17:31:00.000,2022-11-14t17:31:00.000,ams,eham,,9,d28,2022-11-14t19:50:00.000,2022-11-14t19:40:00.000,klm,kl,klm,1478,kl1478,klm1478,16.0,,,,,,,,,,
departure,active,gla,egpf,m,15,2022-11-14t18:05:00.000,2022-11-14t18:15:00.000,2022-11-14t18:02:00.000,2022-11-14t18:02:00.000,2022-11-14t18:02:00.000,syy,egpo,,,,2022-11-14t19:00:00.000,2022-11-14t18:38:00.000,klm,kl,klm,3172,kl3172,klm3172,,2022-11-14t18:40:00.000,2022-11-14t18:40:00.000,2022-11-14t18:40:00.000,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,28,2022-11-15t06:05:00.000,2022-11-15t06:05:00.000,2022-11-15t06:16:00.000,2022-11-15t06:16:00.000,2022-11-15t06:16:00.000,ams,eham,,13,a08,2022-11-15t08:40:00.000,2022-11-15t08:25:00.000,klm,kl,klm,1470,kl1470,klm1470,11.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-15t09:00:00.000,2022-11-15t09:10:00.000,2022-11-15t09:00:00.000,2022-11-15t09:00:00.000,2022-11-15t09:00:00.000,ams,eham,,10,a08,2022-11-15t11:35:00.000,2022-11-15t11:16:00.000,klm,kl,klm,1472,kl1472,klm1472,,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-15t10:40:00.000,2022-11-15t10:38:00.000,2022-11-15t10:48:00.000,2022-11-15t10:48:00.000,2022-11-15t10:48:00.000,lsi,egpb,,,,2022-11-15t12:10:00.000,2022-11-15t12:03:00.000,klm,kl,klm,3821,kl3821,klm3821,9.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,15,2022-11-15t15:00:00.000,2022-11-15t15:10:00.000,2022-11-15t15:01:00.000,2022-11-15t15:01:00.000,2022-11-15t15:01:00.000,syy,egpo,,,,2022-11-15t16:00:00.000,,klm,kl,klm,3175,kl3175,klm3175,1.0,2022-11-15t15:37:00.000,2022-11-15t15:37:00.000,2022-11-15t15:37:00.000,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,28,2022-11-15t17:15:00.000,2022-11-15t17:25:00.000,2022-11-15t17:34:00.000,2022-11-15t17:34:00.000,2022-11-15t17:34:00.000,ams,eham,,10,d10,2022-11-15t19:50:00.000,2022-11-15t19:44:00.000,klm,kl,klm,1478,kl1478,klm1478,19.0,,,,,,,,,,
departure,active,gla,egpf,m,15,2022-11-15t18:05:00.000,2022-11-15t18:15:00.000,2022-11-15t18:08:00.000,2022-11-15t18:08:00.000,2022-11-15t18:08:00.000,syy,egpo,,,,2022-11-15t19:00:00.000,2022-11-15t18:46:00.000,klm,kl,klm,3172,kl3172,klm3172,3.0,2022-11-15t18:46:00.000,2022-11-15t18:46:00.000,2022-11-15t18:46:00.000,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,36,2022-11-16t09:00:00.000,2022-11-16t09:09:00.000,2022-11-16t09:09:00.000,2022-11-16t09:09:00.000,2022-11-16t09:09:00.000,ams,eham,,13,a08,2022-11-16t11:35:00.000,2022-11-16t11:18:00.000,klm,kl,klm,1472,kl1472,klm1472,10.0,,,,,,,,,,
departure,active,gla,egpf,m,1,2022-11-16t10:40:00.000,2022-11-16t11:03:00.000,2022-11-16t11:11:00.000,2022-11-16t11:11:00.000,2022-11-16t11:11:00.000,lsi,egpb,,,,2022-11-16t12:10:00.000,2022-11-16t12:18:00.000,klm,kl,klm,3821,kl3821,klm3821,32.0,,,,8.0,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,16,2022-11-16t15:00:00.000,2022-11-16t15:20:00.000,2022-11-16t15:23:00.000,2022-11-16t15:23:00.000,2022-11-16t15:23:00.000,syy,egpo,,,,2022-11-16t16:00:00.000,2022-11-16t16:00:00.000,klm,kl,klm,3175,kl3175,klm3175,23.0,,,,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,27c,2022-11-16t17:15:00.000,2022-11-16t17:25:00.000,2022-11-16t17:20:00.000,2022-11-16t17:20:00.000,2022-11-16t17:20:00.000,ams,eham,,18,d12,2022-11-16t19:50:00.000,2022-11-16t19:27:00.000,klm,kl,klm,1478,kl1478,klm1478,6.0,,,,,,,,,,
departure,active,gla,egpf,m,16,2022-11-16t18:05:00.000,2022-11-16t18:11:00.000,2022-11-16t18:19:00.000,2022-11-16t18:19:00.000,2022-11-16t18:19:00.000,syy,egpo,,,,2022-11-16t19:00:00.000,2022-11-16t18:59:00.000,klm,kl,klm,3172,kl3172,klm3172,14.0,2022-11-16t18:58:00.000,2022-11-16t18:58:00.000,2022-11-16t18:58:00.000,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,29,2022-11-17t06:05:00.000,2022-11-17t06:05:00.000,2022-11-17t06:19:00.000,2022-11-17t06:19:00.000,2022-11-17t06:19:00.000,ams,eham,,13,d27,2022-11-17t08:40:00.000,2022-11-17t08:28:00.000,klm,kl,klm,1470,kl1470,klm1470,14.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-17t09:00:00.000,2022-11-17t09:10:00.000,2022-11-17t09:08:00.000,2022-11-17t09:08:00.000,2022-11-17t09:08:00.000,ams,eham,,8,a08,2022-11-17t11:35:00.000,2022-11-17t11:26:00.000,klm,kl,klm,1472,kl1472,klm1472,8.0,,,,,,,,,,
departure,active,gla,egpf,m,11,2022-11-17t10:40:00.000,2022-11-17t10:50:00.000,2022-11-17t10:52:00.000,2022-11-17t10:52:00.000,2022-11-17t10:52:00.000,lsi,egpb,,,,2022-11-17t12:10:00.000,2022-11-17t11:54:00.000,klm,kl,klm,3821,kl3821,klm3821,13.0,,,,,loganair,lm,log,437,lm437,log437
departure,active,gla,egpf,m,15,2022-11-17t15:00:00.000,2022-11-17t15:10:00.000,2022-11-17t15:02:00.000,2022-11-17t15:02:00.000,2022-11-17t15:02:00.000,syy,egpo,,,,2022-11-17t16:00:00.000,2022-11-17t15:39:00.000,klm,kl,klm,3175,kl3175,klm3175,2.0,,,,,loganair,lm,log,476,lm476,log476
departure,active,gla,egpf,m,27c,2022-11-17t17:15:00.000,2022-11-17t17:25:00.000,2022-11-17t17:27:00.000,2022-11-17t17:27:00.000,2022-11-17t17:27:00.000,ams,eham,,10,d49,2022-11-17t19:50:00.000,2022-11-17t19:33:00.000,klm,kl,klm,1478,kl1478,klm1478,12.0,,,,,,,,,,
departure,active,gla,egpf,m,16,2022-11-17t18:05:00.000,2022-11-17t18:15:00.000,2022-11-17t17:57:00.000,2022-11-17t17:57:00.000,2022-11-17t17:57:00.000,syy,egpo,,,,2022-11-17t19:00:00.000,2022-11-17t18:35:00.000,klm,kl,klm,3172,kl3172,klm3172,,2022-11-17t18:35:00.000,2022-11-17t18:35:00.000,2022-11-17t18:35:00.000,,loganair,lm,log,478,lm478,log478
departure,active,gla,egpf,m,27c,2022-11-18t06:05:00.000,2022-11-18t06:05:00.000,2022-11-18t06:14:00.000,2022-11-18t06:14:00.000,2022-11-18t06:14:00.000,ams,eham,,11,d28,2022-11-18t08:40:00.000,2022-11-18t08:23:00.000,klm,kl,klm,1470,kl1470,klm1470,9.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-11-18t09:00:00.000,2022-11-18t09:10:00.000,2022-11-18t09:05:00.000,2022-11-18t09:05:00.000,2022-11-18t09:05:00.000,ams,eham,2,11,a08,2022-11-18t11:35:00.000,2022-11-18t11:16:00.000,klm,kl,klm,1472,kl1472,klm1472,5.0,,,,,,,,,,
departure,active,gla,egpf,m,11,2022-11-18t10:40:00.000,2022-11-18t10:50:00.000,2022-11-18t10:46:00.000,2022-11-18t10:46:00.000,2022-11-18t10:46:00.000,lsi,egpb,,,,2022-11-18t12:10:00.000,2022-11-18t11:50:00.000,klm,kl,klm,3821,kl3821,klm3821,7.0,,,,,loganair,lm,log,437,lm437,log437
