type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,arrival.baggage,arrival.gate,arrival.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,cancelled,abz,egpd,1,2022-01-17t06:00:00.000,,,,,ams,eham,2022-01-17t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,,,,,,,,,,,,,
departure,cancelled,abz,egpd,,2022-01-17t10:55:00.000,,,,,ams,eham,2022-01-17t13:30:00.000,,klm,kl,klm,1444,kl1444,klm1444,,,a08,,,,,,,,,,,
departure,active,abz,egpd,4,2022-01-17t17:00:00.000,2022-01-17t17:00:00.000,2022-01-17t17:18:00.000,2022-01-17t17:18:00.000,2022-01-17t17:18:00.000,koi,egpa,2022-01-17t17:55:00.000,2022-01-17t17:53:00.000,klm,kl,klm,3829,kl3829,klm3829,18.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,10,2022-01-17t17:15:00.000,2022-01-17t17:19:00.000,2022-01-17t17:31:00.000,2022-01-17t17:31:00.000,2022-01-17t17:31:00.000,lsi,egpb,2022-01-17t18:20:00.000,2022-01-17t18:18:00.000,klm,kl,klm,3825,kl3825,klm3825,17.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-17t17:20:00.000,2022-01-17t17:20:00.000,2022-01-17t17:38:00.000,2022-01-17t17:38:00.000,2022-01-17t17:38:00.000,ams,eham,2022-01-17t20:00:00.000,2022-01-17t19:43:00.000,klm,kl,klm,1448,kl1448,klm1448,19.0,10,d25,2,,,,,,,,,,
departure,cancelled,abz,egpd,,2022-01-18t06:00:00.000,,,,,ams,eham,2022-01-18t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,,,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-18t10:55:00.000,2022-01-18t11:05:00.000,2022-01-18t11:20:00.000,2022-01-18t11:20:00.000,2022-01-18t11:20:00.000,ams,eham,2022-01-18t13:30:00.000,2022-01-18t13:26:00.000,klm,kl,klm,1444,kl1444,klm1444,25.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,10,2022-01-18t17:00:00.000,2022-01-18t17:05:00.000,2022-01-18t17:20:00.000,2022-01-18t17:20:00.000,2022-01-18t17:20:00.000,koi,egpa,2022-01-18t17:55:00.000,2022-01-18t17:53:00.000,klm,kl,klm,3829,kl3829,klm3829,21.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,9,2022-01-18t17:15:00.000,2022-01-18t17:15:00.000,2022-01-18t17:42:00.000,2022-01-18t17:42:00.000,2022-01-18t17:42:00.000,lsi,egpb,2022-01-18t18:20:00.000,2022-01-18t18:25:00.000,klm,kl,klm,3825,kl3825,klm3825,27.0,,,,loganair,lm,log,80,lm80,log80,,,,5.0
departure,active,abz,egpd,1,2022-01-18t17:20:00.000,2022-01-18t17:20:00.000,2022-01-18t17:27:00.000,2022-01-18t17:27:00.000,2022-01-18t17:27:00.000,ams,eham,2022-01-18t20:00:00.000,2022-01-18t19:35:00.000,klm,kl,klm,1448,kl1448,klm1448,8.0,10,d31,,,,,,,,,,,
departure,cancelled,abz,egpd,,2022-01-19t06:00:00.000,,,,,ams,eham,2022-01-19t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,,,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-19t10:55:00.000,2022-01-19t11:05:00.000,2022-01-19t11:10:00.000,2022-01-19t11:10:00.000,2022-01-19t11:10:00.000,ams,eham,2022-01-19t13:30:00.000,2022-01-19t13:16:00.000,klm,kl,klm,1444,kl1444,klm1444,15.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,8,2022-01-19t17:00:00.000,2022-01-19t17:00:00.000,2022-01-19t17:08:00.000,2022-01-19t17:08:00.000,2022-01-19t17:08:00.000,koi,egpa,2022-01-19t17:55:00.000,2022-01-19t17:47:00.000,klm,kl,klm,3829,kl3829,klm3829,8.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,9,2022-01-19t17:15:00.000,2022-01-19t17:15:00.000,2022-01-19t17:45:00.000,2022-01-19t17:45:00.000,2022-01-19t17:45:00.000,lsi,egpb,2022-01-19t18:20:00.000,2022-01-19t18:35:00.000,klm,kl,klm,3825,kl3825,klm3825,31.0,,,,loganair,lm,log,80,lm80,log80,,,,16.0
departure,active,abz,egpd,1,2022-01-19t17:20:00.000,2022-01-19t17:20:00.000,2022-01-19t17:32:00.000,2022-01-19t17:32:00.000,2022-01-19t17:32:00.000,ams,eham,2022-01-19t20:00:00.000,2022-01-19t19:40:00.000,klm,kl,klm,1448,kl1448,klm1448,13.0,11,d31,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-20t06:00:00.000,2022-01-20t06:11:00.000,2022-01-20t06:11:00.000,2022-01-20t06:11:00.000,2022-01-20t06:11:00.000,ams,eham,2022-01-20t08:40:00.000,2022-01-20t08:15:00.000,klm,kl,klm,1440,kl1440,klm1440,11.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-20t10:55:00.000,2022-01-20t11:10:00.000,2022-01-20t11:11:00.000,2022-01-20t11:11:00.000,2022-01-20t11:11:00.000,ams,eham,2022-01-20t13:30:00.000,2022-01-20t13:16:00.000,klm,kl,klm,1444,kl1444,klm1444,16.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,8,2022-01-20t17:00:00.000,2022-01-20t17:05:00.000,2022-01-20t17:20:00.000,2022-01-20t17:20:00.000,2022-01-20t17:20:00.000,koi,egpa,2022-01-20t17:55:00.000,2022-01-20t17:57:00.000,klm,kl,klm,3829,kl3829,klm3829,20.0,,,,loganair,lm,log,36,lm36,log36,,,,2.0
departure,active,abz,egpd,9,2022-01-20t17:15:00.000,2022-01-20t17:15:00.000,2022-01-20t17:52:00.000,2022-01-20t17:52:00.000,2022-01-20t17:52:00.000,lsi,egpb,2022-01-20t18:20:00.000,2022-01-20t18:42:00.000,klm,kl,klm,3825,kl3825,klm3825,38.0,,,,loganair,lm,log,80,lm80,log80,,,,22.0
departure,active,abz,egpd,1,2022-01-20t17:20:00.000,2022-01-20t17:20:00.000,2022-01-20t17:26:00.000,2022-01-20t17:26:00.000,2022-01-20t17:26:00.000,ams,eham,2022-01-20t20:00:00.000,2022-01-20t19:32:00.000,klm,kl,klm,1448,kl1448,klm1448,6.0,13,d27,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-21t06:00:00.000,2022-01-21t06:00:00.000,2022-01-21t06:08:00.000,2022-01-21t06:08:00.000,2022-01-21t06:08:00.000,ams,eham,2022-01-21t08:40:00.000,2022-01-21t08:13:00.000,klm,kl,klm,1440,kl1440,klm1440,8.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-21t10:55:00.000,2022-01-21t11:00:00.000,2022-01-21t11:27:00.000,2022-01-21t11:27:00.000,2022-01-21t11:27:00.000,ams,eham,2022-01-21t13:30:00.000,2022-01-21t13:30:00.000,klm,kl,klm,1444,kl1444,klm1444,32.0,8,a08,,,,,,,,,,,1.0
departure,active,abz,egpd,8,2022-01-21t17:00:00.000,2022-01-21t17:00:00.000,2022-01-21t17:12:00.000,2022-01-21t17:12:00.000,2022-01-21t17:12:00.000,koi,egpa,2022-01-21t17:55:00.000,2022-01-21t17:46:00.000,klm,kl,klm,3829,kl3829,klm3829,12.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,9,2022-01-21t17:15:00.000,2022-01-21t17:15:00.000,2022-01-21t17:28:00.000,2022-01-21t17:28:00.000,2022-01-21t17:28:00.000,lsi,egpb,2022-01-21t18:20:00.000,2022-01-21t18:14:00.000,klm,kl,klm,3825,kl3825,klm3825,13.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-21t17:20:00.000,2022-01-21t17:15:00.000,2022-01-21t17:26:00.000,2022-01-21t17:26:00.000,2022-01-21t17:26:00.000,ams,eham,2022-01-21t20:00:00.000,2022-01-21t19:35:00.000,klm,kl,klm,1448,kl1448,klm1448,7.0,13,d47,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-22t06:00:00.000,2022-01-22t06:00:00.000,2022-01-22t06:18:00.000,2022-01-22t06:18:00.000,2022-01-22t06:18:00.000,ams,eham,2022-01-22t08:40:00.000,2022-01-22t08:23:00.000,klm,kl,klm,1440,kl1440,klm1440,18.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-22t10:55:00.000,2022-01-22t10:55:00.000,2022-01-22t11:00:00.000,2022-01-22t11:00:00.000,2022-01-22t11:00:00.000,ams,eham,2022-01-22t13:30:00.000,2022-01-22t13:04:00.000,klm,kl,klm,1444,kl1444,klm1444,5.0,10,d31,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-22t17:20:00.000,2022-01-22t17:10:00.000,2022-01-22t17:20:00.000,2022-01-22t17:20:00.000,2022-01-22t17:20:00.000,ams,eham,2022-01-22t19:55:00.000,2022-01-22t19:28:00.000,klm,kl,klm,1448,kl1448,klm1448,1.0,12,d26,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-23t06:00:00.000,2022-01-23t06:30:00.000,,,,ams,eham,2022-01-23t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,30.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-23t11:00:00.000,2022-01-23t11:00:00.000,2022-01-23t11:23:00.000,2022-01-23t11:23:00.000,2022-01-23t11:23:00.000,ams,eham,2022-01-23t13:35:00.000,2022-01-23t13:30:00.000,klm,kl,klm,1444,kl1444,klm1444,23.0,10,d26,,,,,,,,,,,
departure,active,abz,egpd,4,2022-01-23t14:20:00.000,2022-01-23t14:20:00.000,2022-01-23t14:29:00.000,2022-01-23t14:29:00.000,2022-01-23t14:29:00.000,koi,egpa,2022-01-23t15:15:00.000,2022-01-23t15:02:00.000,klm,kl,klm,3829,kl3829,klm3829,9.0,,,,loganair,lm,log,34,lm34,log34,2022-01-23t15:04:00.000,2022-01-23t15:04:00.000,2022-01-23t15:04:00.000,
departure,active,abz,egpd,4,2022-01-23t17:15:00.000,2022-01-23t17:15:00.000,2022-01-23t17:25:00.000,2022-01-23t17:25:00.000,2022-01-23t17:25:00.000,lsi,egpb,2022-01-23t18:20:00.000,2022-01-23t18:05:00.000,klm,kl,klm,3825,kl3825,klm3825,11.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-23t17:20:00.000,2022-01-23t17:10:00.000,2022-01-23t17:20:00.000,2022-01-23t17:20:00.000,2022-01-23t17:20:00.000,ams,eham,2022-01-23t20:00:00.000,2022-01-23t19:27:00.000,klm,kl,klm,1448,kl1448,klm1448,1.0,10,d14,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-24t06:00:00.000,2022-01-24t06:10:00.000,2022-01-24t06:10:00.000,2022-01-24t06:10:00.000,2022-01-24t06:10:00.000,ams,eham,2022-01-24t08:40:00.000,2022-01-24t08:19:00.000,klm,kl,klm,1440,kl1440,klm1440,10.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-24t10:55:00.000,2022-01-24t10:55:00.000,2022-01-24t11:00:00.000,2022-01-24t11:00:00.000,2022-01-24t11:00:00.000,ams,eham,2022-01-24t13:30:00.000,2022-01-24t13:14:00.000,klm,kl,klm,1444,kl1444,klm1444,5.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,8,2022-01-24t17:00:00.000,2022-01-24t17:03:00.000,2022-01-24t17:23:00.000,2022-01-24t17:23:00.000,2022-01-24t17:23:00.000,koi,egpa,2022-01-24t17:55:00.000,2022-01-24t17:59:00.000,klm,kl,klm,3829,kl3829,klm3829,23.0,,,,loganair,lm,log,36,lm36,log36,,,,4.0
departure,active,abz,egpd,4,2022-01-24t17:15:00.000,2022-01-24t17:15:00.000,2022-01-24t17:26:00.000,2022-01-24t17:26:00.000,2022-01-24t17:26:00.000,lsi,egpb,2022-01-24t18:20:00.000,2022-01-24t18:14:00.000,klm,kl,klm,3825,kl3825,klm3825,11.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-24t17:20:00.000,2022-01-24t17:20:00.000,2022-01-24t17:16:00.000,2022-01-24t17:16:00.000,2022-01-24t17:16:00.000,ams,eham,2022-01-24t20:00:00.000,2022-01-24t19:23:00.000,klm,kl,klm,1448,kl1448,klm1448,,12,d16,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-25t06:00:00.000,2022-01-25t06:00:00.000,2022-01-25t06:08:00.000,2022-01-25t06:08:00.000,2022-01-25t06:08:00.000,ams,eham,2022-01-25t08:40:00.000,2022-01-25t08:15:00.000,klm,kl,klm,1440,kl1440,klm1440,8.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-25t10:55:00.000,2022-01-25t10:55:00.000,2022-01-25t11:09:00.000,2022-01-25t11:09:00.000,2022-01-25t11:09:00.000,ams,eham,2022-01-25t13:30:00.000,2022-01-25t13:20:00.000,klm,kl,klm,1444,kl1444,klm1444,15.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,8,2022-01-25t17:00:00.000,2022-01-25t17:00:00.000,2022-01-25t17:20:00.000,2022-01-25t17:20:00.000,2022-01-25t17:20:00.000,koi,egpa,2022-01-25t17:55:00.000,2022-01-25t17:57:00.000,klm,kl,klm,3829,kl3829,klm3829,20.0,,,,loganair,lm,log,36,lm36,log36,,,,2.0
departure,active,abz,egpd,4,2022-01-25t17:15:00.000,2022-01-25t17:15:00.000,2022-01-25t17:26:00.000,2022-01-25t17:26:00.000,2022-01-25t17:26:00.000,lsi,egpb,2022-01-25t18:20:00.000,2022-01-25t18:12:00.000,klm,kl,klm,3825,kl3825,klm3825,11.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-25t17:20:00.000,2022-01-25t16:57:00.000,2022-01-25t17:13:00.000,2022-01-25t17:13:00.000,2022-01-25t17:13:00.000,ams,eham,2022-01-25t20:00:00.000,2022-01-25t19:22:00.000,klm,kl,klm,1448,kl1448,klm1448,,11,d31,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-26t06:00:00.000,2022-01-26t06:00:00.000,2022-01-26t06:20:00.000,2022-01-26t06:20:00.000,2022-01-26t06:20:00.000,ams,eham,2022-01-26t08:40:00.000,2022-01-26t08:23:00.000,klm,kl,klm,1440,kl1440,klm1440,20.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-26t10:55:00.000,2022-01-26t10:55:00.000,2022-01-26t11:01:00.000,2022-01-26t11:01:00.000,2022-01-26t11:01:00.000,ams,eham,2022-01-26t13:30:00.000,2022-01-26t13:12:00.000,klm,kl,klm,1444,kl1444,klm1444,7.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,10,2022-01-26t17:00:00.000,2022-01-26t17:00:00.000,2022-01-26t17:17:00.000,2022-01-26t17:17:00.000,2022-01-26t17:17:00.000,koi,egpa,2022-01-26t17:55:00.000,2022-01-26t17:53:00.000,klm,kl,klm,3829,kl3829,klm3829,18.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,9,2022-01-26t17:15:00.000,2022-01-26t18:00:00.000,,,,lsi,egpb,2022-01-26t18:20:00.000,,klm,kl,klm,3825,kl3825,klm3825,45.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-26t17:20:00.000,2022-01-26t17:20:00.000,2022-01-26t17:30:00.000,2022-01-26t17:30:00.000,2022-01-26t17:30:00.000,ams,eham,2022-01-26t20:00:00.000,2022-01-26t19:40:00.000,klm,kl,klm,1448,kl1448,klm1448,11.0,10,d14,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-27t06:00:00.000,2022-01-27t06:00:00.000,2022-01-27t06:06:00.000,2022-01-27t06:06:00.000,2022-01-27t06:06:00.000,ams,eham,2022-01-27t08:40:00.000,2022-01-27t08:07:00.000,klm,kl,klm,1440,kl1440,klm1440,6.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,9,2022-01-27t17:00:00.000,2022-01-27t17:00:00.000,2022-01-27t17:24:00.000,2022-01-27t17:24:00.000,2022-01-27t17:24:00.000,koi,egpa,2022-01-27t17:55:00.000,2022-01-27t18:01:00.000,klm,kl,klm,3829,kl3829,klm3829,25.0,,,,loganair,lm,log,36,lm36,log36,,,,7.0
departure,active,abz,egpd,10,2022-01-27t17:15:00.000,2022-01-27t17:15:00.000,2022-01-27t16:12:00.000,2022-01-27t16:12:00.000,2022-01-27t16:12:00.000,lsi,egpb,2022-01-27t18:20:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,2022-01-27t17:03:00.000,2022-01-27t17:03:00.000,2022-01-27t17:03:00.000,
departure,active,abz,egpd,1,2022-01-27t17:20:00.000,2022-01-27t17:20:00.000,2022-01-27t17:19:00.000,2022-01-27t17:19:00.000,2022-01-27t17:19:00.000,ams,eham,2022-01-27t20:00:00.000,2022-01-27t19:20:00.000,klm,kl,klm,1448,kl1448,klm1448,,13,e08,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-28t06:00:00.000,2022-01-28t06:00:00.000,2022-01-28t06:06:00.000,2022-01-28t06:06:00.000,2022-01-28t06:06:00.000,ams,eham,2022-01-28t08:40:00.000,2022-01-28t08:05:00.000,klm,kl,klm,1440,kl1440,klm1440,6.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-28t10:55:00.000,2022-01-28t11:05:00.000,2022-01-28t11:05:00.000,2022-01-28t11:05:00.000,2022-01-28t11:05:00.000,ams,eham,2022-01-28t13:30:00.000,2022-01-28t13:04:00.000,klm,kl,klm,1444,kl1444,klm1444,10.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,10,2022-01-28t17:00:00.000,2022-01-28t17:00:00.000,,,,koi,egpa,2022-01-28t17:55:00.000,,klm,kl,klm,3829,kl3829,klm3829,,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,9,2022-01-28t17:15:00.000,2022-01-28t17:15:00.000,2022-01-28t17:32:00.000,2022-01-28t17:32:00.000,2022-01-28t17:32:00.000,lsi,egpb,2022-01-28t18:20:00.000,2022-01-28t18:22:00.000,klm,kl,klm,3825,kl3825,klm3825,18.0,,,,loganair,lm,log,80,lm80,log80,,,,3.0
departure,active,abz,egpd,1,2022-01-28t17:20:00.000,2022-01-28t17:22:00.000,2022-01-28t17:34:00.000,2022-01-28t17:34:00.000,2022-01-28t17:34:00.000,ams,eham,2022-01-28t20:00:00.000,2022-01-28t19:36:00.000,klm,kl,klm,1448,kl1448,klm1448,15.0,11,e4,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-29t06:00:00.000,2022-01-29t06:00:00.000,2022-01-29t06:08:00.000,2022-01-29t06:08:00.000,2022-01-29t06:08:00.000,ams,eham,2022-01-29t08:40:00.000,2022-01-29t08:07:00.000,klm,kl,klm,1440,kl1440,klm1440,8.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-29t10:55:00.000,2022-01-29t11:30:00.000,,,,ams,eham,2022-01-29t13:30:00.000,,klm,kl,klm,1444,kl1444,klm1444,35.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-29t17:20:00.000,2022-01-29t17:22:00.000,2022-01-29t17:21:00.000,2022-01-29t17:21:00.000,2022-01-29t17:21:00.000,ams,eham,2022-01-29t19:55:00.000,2022-01-29t19:20:00.000,klm,kl,klm,1448,kl1448,klm1448,1.0,11,d26,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-29t10:55:00.000,,,,,edi,egph,2022-01-29t12:30:00.000,,klm,kl,klm,1444,kl1444,klm1444,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-30t06:00:00.000,2022-01-30t06:07:00.000,2022-01-30t06:15:00.000,2022-01-30t06:15:00.000,2022-01-30t06:15:00.000,ams,eham,2022-01-30t08:40:00.000,2022-01-30t08:21:00.000,klm,kl,klm,1440,kl1440,klm1440,16.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-30t11:00:00.000,2022-01-30t11:00:00.000,2022-01-30t11:03:00.000,2022-01-30t11:03:00.000,2022-01-30t11:03:00.000,ams,eham,2022-01-30t13:35:00.000,2022-01-30t13:04:00.000,klm,kl,klm,1444,kl1444,klm1444,3.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,10,2022-01-30t14:20:00.000,2022-01-30t14:20:00.000,2022-01-30t14:52:00.000,2022-01-30t14:52:00.000,2022-01-30t14:52:00.000,koi,egpa,2022-01-30t15:15:00.000,2022-01-30t15:28:00.000,klm,kl,klm,3829,kl3829,klm3829,32.0,,,,loganair,lm,log,34,lm34,log34,,,,13.0
departure,active,abz,egpd,10,2022-01-30t17:15:00.000,2022-01-30t18:00:00.000,,,,lsi,egpb,2022-01-30t18:20:00.000,,klm,kl,klm,3825,kl3825,klm3825,45.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-30t17:20:00.000,2022-01-30t17:20:00.000,2022-01-30t17:33:00.000,2022-01-30t17:33:00.000,2022-01-30t17:33:00.000,ams,eham,2022-01-30t20:00:00.000,2022-01-30t19:36:00.000,klm,kl,klm,1448,kl1448,klm1448,13.0,11,d25,2,,,,,,,,,,
departure,cancelled,abz,egpd,1,2022-01-31t06:00:00.000,2022-01-31t06:00:00.000,,,,ams,eham,2022-01-31t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,,a08,,,,,,,,,,,
departure,scheduled,abz,egpd,1,2022-01-31t10:55:00.000,2022-01-31t12:50:00.000,,,,ams,eham,2022-01-31t13:30:00.000,,klm,kl,klm,1444,kl1444,klm1444,115.0,,d22,,,,,,,,,,,
departure,active,abz,egpd,2,2022-01-31t17:00:00.000,2022-01-31t17:04:00.000,2022-01-31t17:21:00.000,2022-01-31t17:21:00.000,2022-01-31t17:21:00.000,koi,egpa,2022-01-31t17:55:00.000,2022-01-31t18:01:00.000,klm,kl,klm,3829,kl3829,klm3829,22.0,,,,loganair,lm,log,36,lm36,log36,,,,7.0
departure,active,abz,egpd,10,2022-01-31t17:15:00.000,2022-01-31t17:35:00.000,,,,lsi,egpb,2022-01-31t18:20:00.000,,klm,kl,klm,3825,kl3825,klm3825,20.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-31t17:20:00.000,2022-01-31t17:40:00.000,2022-01-31t17:51:00.000,2022-01-31t17:51:00.000,2022-01-31t17:51:00.000,ams,eham,2022-01-31t20:00:00.000,2022-01-31t20:01:00.000,klm,kl,klm,1448,kl1448,klm1448,32.0,9,d53,,,,,,,,,,,1.0
departure,active,abz,egpd,,2022-01-02t14:25:00.000,,2022-01-02t14:30:00.000,2022-01-02t14:30:00.000,2022-01-02t14:30:00.000,tfs,gcts,2022-01-02t19:10:00.000,2022-01-02t19:14:00.000,tui airways,by,tom,1718,by1718,tom1718,5.0,a4,,,,,,,,,,,,4.0
departure,active,abz,egpd,,2022-01-05t14:50:00.000,,,,,tfs,gcts,2022-01-05t19:35:00.000,,tui airways,by,tom,1322,by1322,tom1322,,a5,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-05t14:50:00.000,2022-01-05t15:01:00.000,,,,tfs,gcts,2022-01-05t19:21:00.000,,tui airways,by,tom,322,by322,tom322,11.0,,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-09t15:20:00.000,,2022-01-09t15:39:00.000,2022-01-09t15:39:00.000,2022-01-09t15:39:00.000,tfs,gcts,2022-01-09t20:05:00.000,2022-01-09t20:20:00.000,tui airways,by,tom,1718,by1718,tom1718,19.0,a2,,,,,,,,,,,,15.0
departure,active,abz,egpd,,2022-01-12t15:30:00.000,2022-01-12t15:50:00.000,,,,tfs,gcts,2022-01-12t20:15:00.000,,tui airways,by,tom,1322,by1322,tom1322,20.0,a2,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-12t15:30:00.000,2022-01-12t15:41:00.000,,,,tfs,gcts,2022-01-12t20:13:00.000,,tui airways,by,tom,322,by322,tom322,11.0,,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-16t14:35:00.000,,2022-01-16t14:33:00.000,2022-01-16t14:33:00.000,2022-01-16t14:33:00.000,tfs,gcts,2022-01-16t19:20:00.000,2022-01-16t19:12:00.000,tui airways,by,tom,1718,by1718,tom1718,,a4,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-19t15:30:00.000,2022-01-19t15:46:00.000,,,,tfs,gcts,2022-01-19t20:15:00.000,,tui airways,by,tom,1322,by1322,tom1322,16.0,a6,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-19t15:30:00.000,2022-01-19t15:41:00.000,,,,tfs,gcts,2022-01-19t20:09:00.000,,tui airways,by,tom,322,by322,tom322,11.0,,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-23t14:35:00.000,2022-01-23t14:35:00.000,2022-01-23t14:45:00.000,2022-01-23t14:45:00.000,2022-01-23t14:45:00.000,tfs,gcts,2022-01-23t19:20:00.000,2022-01-23t19:24:00.000,tui airways,by,tom,1718,by1718,tom1718,10.0,a4,,,,,,,,,,,,5.0
departure,scheduled,abz,egpd,,2022-01-26t15:30:00.000,2022-01-26t17:15:00.000,,,,tfs,gcts,2022-01-26t20:15:00.000,,tui airways,by,tom,1322,by1322,tom1322,105.0,a5,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-26t15:30:00.000,2022-01-26t15:41:00.000,,,,tfs,gcts,2022-01-26t20:06:00.000,,tui airways,by,tom,322,by322,tom322,11.0,,,,,,,,,,,,,
departure,active,abz,egpd,,2022-01-30t14:35:00.000,2022-01-30t14:35:00.000,2022-01-30t14:47:00.000,2022-01-30t14:47:00.000,2022-01-30t14:47:00.000,tfs,gcts,2022-01-30t19:20:00.000,2022-01-30t19:24:00.000,tui airways,by,tom,1718,by1718,tom1718,12.0,a4,,,,,,,,,,,,5.0
departure,active,abz,egpd,1,2022-01-01t06:00:00.000,2022-01-01t06:00:00.000,2022-01-01t05:57:00.000,2022-01-01t05:57:00.000,2022-01-01t05:57:00.000,ams,eham,2022-01-01t08:40:00.000,2022-01-01t08:06:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,,8,a08,,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-01-01t10:55:00.000,2022-01-01t10:55:00.000,2022-01-01t11:01:00.000,2022-01-01t11:01:00.000,2022-01-01t11:01:00.000,ams,eham,2022-01-01t13:30:00.000,2022-01-01t13:11:00.000,virgin atlantic,vs,vir,6949,vs6949,vir6949,7.0,8,a08,,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,cancelled,abz,egpd,,2022-01-01t17:20:00.000,2022-01-01t17:20:00.000,,,,ams,eham,2022-01-01t19:55:00.000,,virgin atlantic,vs,vir,6950,vs6950,vir6950,,,d29,,klm,kl,klm,1448,kl1448,klm1448,,,,
