type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,arrival.baggage,arrival.gate,arrival.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,abz,egpd,1,2022-04-28t09:15:00.000,2022-04-28t09:15:00.000,,,,ams,eham,2022-04-28t11:45:00.000,,klm,kl,klm,1442,kl1442,klm1442,,9,a08,,,,,,,,,,,
departure,active,abz,egpd,,2022-04-28t10:00:00.000,2022-04-28t10:10:00.000,2022-04-28t10:21:00.000,2022-04-28t10:21:00.000,2022-04-28t10:21:00.000,man,egcc,2022-04-28t11:25:00.000,2022-04-28t11:35:00.000,klm,kl,klm,3822,kl3822,klm3822,22.0,,,3,loganair,lm,log,25,lm25,log25,,,,11.0
departure,active,abz,egpd,1,2022-04-28t10:35:00.000,2022-04-28t10:55:00.000,2022-04-28t11:15:00.000,2022-04-28t11:15:00.000,2022-04-28t11:15:00.000,ams,eham,2022-04-28t13:10:00.000,2022-04-28t13:12:00.000,klm,kl,klm,1444,kl1444,klm1444,40.0,10,a08,2,,,,,,,,,,2.0
departure,active,abz,egpd,2,2022-04-28t14:15:00.000,2022-04-28t13:25:00.000,2022-04-28t13:13:00.000,2022-04-28t13:13:00.000,2022-04-28t13:13:00.000,lsi,egpb,2022-04-28t15:15:00.000,2022-04-28t14:01:00.000,klm,kl,klm,3823,kl3823,klm3823,,,,,loganair,lm,log,78,lm78,log78,2022-04-28t13:58:00.000,2022-04-28t13:58:00.000,2022-04-28t13:58:00.000,
departure,active,abz,egpd,10,2022-04-28t14:40:00.000,2022-04-28t14:40:00.000,2022-04-28t14:47:00.000,2022-04-28t14:47:00.000,2022-04-28t14:47:00.000,koi,egpa,2022-04-28t15:35:00.000,2022-04-28t15:21:00.000,klm,kl,klm,3829,kl3829,klm3829,7.0,,,,loganair,lm,log,36,lm36,log36,2022-04-28t15:21:00.000,2022-04-28t15:21:00.000,2022-04-28t15:21:00.000,
departure,active,abz,egpd,1,2022-04-28t17:20:00.000,2022-04-28t17:50:00.000,,,,ams,eham,2022-04-28t19:55:00.000,,klm,kl,klm,1450,kl1450,klm1450,30.0,9,a08,2,,,,,,,,,,
departure,active,abz,egpd,4,2022-04-28t18:00:00.000,2022-04-28t18:00:00.000,,,,lsi,egpb,2022-04-28t19:05:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,26,lm26,log26,,,,
departure,active,abz,egpd,11,2022-04-28t18:10:00.000,2022-04-28t18:22:00.000,,,,koi,egpa,2022-04-28t19:05:00.000,,klm,kl,klm,3173,kl3173,klm3173,12.0,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,,2022-04-28t16:30:00.000,,2022-04-28t16:02:00.000,2022-04-28t16:02:00.000,2022-04-28t16:02:00.000,lsi,egpb,2022-04-28t17:22:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,26,lm26,log26,2022-04-28t16:47:00.000,2022-04-28t16:47:00.000,2022-04-28t16:47:00.000,
departure,active,abz,egpd,1,2022-04-29t05:45:00.000,2022-04-29t06:00:00.000,,,,ams,eham,2022-04-29t08:15:00.000,,klm,kl,klm,1440,kl1440,klm1440,15.0,13,a08,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-04-29t09:15:00.000,2022-04-29t09:15:00.000,,,,ams,eham,2022-04-29t11:45:00.000,,klm,kl,klm,1442,kl1442,klm1442,,13,a08,2,,,,,,,,,,
departure,active,abz,egpd,5,2022-04-29t10:00:00.000,2022-04-29t10:00:00.000,2022-04-29t10:12:00.000,2022-04-29t10:12:00.000,2022-04-29t10:12:00.000,man,egcc,2022-04-29t11:25:00.000,2022-04-29t11:18:00.000,klm,kl,klm,3822,kl3822,klm3822,12.0,,,3,loganair,lm,log,25,lm25,log25,,,,
departure,active,abz,egpd,1,2022-04-29t10:35:00.000,2022-04-29t11:05:00.000,,,,ams,eham,2022-04-29t13:10:00.000,,klm,kl,klm,1444,kl1444,klm1444,30.0,9,a08,2,,,,,,,,,,
departure,active,abz,egpd,,2022-04-29t14:15:00.000,2022-04-29t13:30:00.000,2022-04-29t13:30:00.000,2022-04-29t13:30:00.000,2022-04-29t13:30:00.000,lsi,egpb,2022-04-29t15:15:00.000,2022-04-29t14:32:00.000,klm,kl,klm,3823,kl3823,klm3823,,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,8,2022-04-29t14:40:00.000,2022-04-29t14:40:00.000,,,,koi,egpa,2022-04-29t15:35:00.000,,klm,kl,klm,3829,kl3829,klm3829,,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,1,2022-04-29t17:20:00.000,2022-04-29t17:20:00.000,2022-04-29t17:37:00.000,2022-04-29t17:37:00.000,2022-04-29t17:37:00.000,ams,eham,2022-04-29t19:55:00.000,2022-04-29t19:43:00.000,klm,kl,klm,1450,kl1450,klm1450,17.0,11,a08,2,,,,,,,,,,
departure,active,abz,egpd,3,2022-04-29t18:00:00.000,2022-04-29t18:00:00.000,2022-04-29t18:16:00.000,2022-04-29t18:16:00.000,2022-04-29t18:16:00.000,lsi,egpb,2022-04-29t19:05:00.000,2022-04-29t18:59:00.000,klm,kl,klm,3825,kl3825,klm3825,17.0,,,,loganair,lm,log,26,lm26,log26,,,,
departure,active,abz,egpd,8,2022-04-29t18:10:00.000,2022-04-29t18:15:00.000,2022-04-29t18:48:00.000,2022-04-29t18:48:00.000,2022-04-29t18:48:00.000,koi,egpa,2022-04-29t19:05:00.000,2022-04-29t19:22:00.000,klm,kl,klm,3173,kl3173,klm3173,38.0,,,,loganair,lm,log,38,lm38,log38,,,,18.0
departure,active,abz,egpd,1,2022-04-30t06:05:00.000,2022-04-30t06:05:00.000,2022-04-30t06:11:00.000,2022-04-30t06:11:00.000,2022-04-30t06:11:00.000,ams,eham,2022-04-30t08:35:00.000,2022-04-30t08:19:00.000,klm,kl,klm,1440,kl1440,klm1440,6.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-04-30t09:15:00.000,2022-04-30t09:15:00.000,2022-04-30t09:32:00.000,2022-04-30t09:32:00.000,2022-04-30t09:32:00.000,ams,eham,2022-04-30t11:45:00.000,2022-04-30t11:40:00.000,klm,kl,klm,1442,kl1442,klm1442,17.0,13,a08,2,,,,,,,,,,
departure,active,abz,egpd,8,2022-04-30t11:50:00.000,2022-04-30t11:50:00.000,2022-04-30t12:06:00.000,2022-04-30t12:06:00.000,2022-04-30t12:06:00.000,lsi,egpb,2022-04-30t12:55:00.000,2022-04-30t12:56:00.000,klm,kl,klm,3823,kl3823,klm3823,17.0,,,,loganair,lm,log,72,lm72,log72,,,,2.0
departure,active,abz,egpd,1,2022-04-30t17:20:00.000,2022-04-30t17:20:00.000,2022-04-30t17:31:00.000,2022-04-30t17:31:00.000,2022-04-30t17:31:00.000,ams,eham,2022-04-30t19:55:00.000,2022-04-30t19:39:00.000,klm,kl,klm,1450,kl1450,klm1450,12.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-04-01t06:05:00.000,2022-04-01t06:05:00.000,,,,ams,eham,2022-04-01t08:35:00.000,,virgin atlantic,vs,vir,6947,vs6947,vir6947,,8,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-01t09:15:00.000,2022-04-01t09:15:00.000,,,,ams,eham,2022-04-01t11:45:00.000,,virgin atlantic,vs,vir,6948,vs6948,vir6948,,13,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-01t10:35:00.000,2022-04-01t11:05:00.000,,,,ams,eham,2022-04-01t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,30.0,8,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-01t17:20:00.000,2022-04-01t17:20:00.000,2022-04-01t18:05:00.000,2022-04-01t18:05:00.000,2022-04-01t18:05:00.000,ams,eham,2022-04-01t19:55:00.000,2022-04-01t20:08:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,45.0,8,a08,2,klm,kl,klm,1450,kl1450,klm1450,,,,13.0
departure,active,abz,egpd,1,2022-04-02t06:05:00.000,2022-04-02t06:05:00.000,2022-04-02t06:19:00.000,2022-04-02t06:19:00.000,2022-04-02t06:19:00.000,ams,eham,2022-04-02t08:35:00.000,2022-04-02t08:28:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,15.0,13,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-02t09:15:00.000,2022-04-02t09:15:00.000,2022-04-02t09:35:00.000,2022-04-02t09:35:00.000,2022-04-02t09:35:00.000,ams,eham,2022-04-02t11:45:00.000,2022-04-02t11:44:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,20.0,8,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,unknown,abz,egpd,,2022-04-02t10:35:00.000,,,,,ams,eham,2022-04-02t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,,,,,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-02t17:20:00.000,2022-04-02t17:35:00.000,2022-04-02t17:35:00.000,2022-04-02t17:35:00.000,2022-04-02t17:35:00.000,ams,eham,2022-04-02t19:55:00.000,2022-04-02t19:38:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,15.0,9,d28,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-03t06:05:00.000,2022-04-03t06:05:00.000,2022-04-03t06:25:00.000,2022-04-03t06:25:00.000,2022-04-03t06:25:00.000,ams,eham,2022-04-03t08:35:00.000,2022-04-03t08:36:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,21.0,11,d16,2,klm,kl,klm,1440,kl1440,klm1440,,,,2.0
departure,active,abz,egpd,1,2022-04-03t09:15:00.000,2022-04-03t09:15:00.000,2022-04-03t09:15:00.000,2022-04-03t09:15:00.000,2022-04-03t09:15:00.000,ams,eham,2022-04-03t11:45:00.000,2022-04-03t11:21:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,1.0,8,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,2,2022-04-03t10:35:00.000,2022-04-03t10:35:00.000,2022-04-03t11:00:00.000,2022-04-03t11:00:00.000,2022-04-03t11:00:00.000,ams,eham,2022-04-03t13:10:00.000,2022-04-03t13:05:00.000,virgin atlantic,vs,vir,6949,vs6949,vir6949,25.0,8,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-03t17:20:00.000,2022-04-03t17:25:00.000,2022-04-03t17:42:00.000,2022-04-03t17:42:00.000,2022-04-03t17:42:00.000,ams,eham,2022-04-03t19:55:00.000,2022-04-03t19:46:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,22.0,13,a08,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-04t06:05:00.000,2022-04-04t06:21:00.000,2022-04-04t06:22:00.000,2022-04-04t06:22:00.000,2022-04-04t06:22:00.000,ams,eham,2022-04-04t08:35:00.000,2022-04-04t08:34:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,18.0,8,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-04t09:15:00.000,2022-04-04t09:25:00.000,2022-04-04t09:33:00.000,2022-04-04t09:33:00.000,2022-04-04t09:33:00.000,ams,eham,2022-04-04t11:45:00.000,2022-04-04t11:38:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,18.0,8,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,unknown,abz,egpd,,2022-04-04t10:35:00.000,,,,,ams,eham,2022-04-04t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,,,,,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-04t17:20:00.000,2022-04-04t17:20:00.000,2022-04-04t17:36:00.000,2022-04-04t17:36:00.000,2022-04-04t17:36:00.000,ams,eham,2022-04-04t19:55:00.000,2022-04-04t19:38:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,16.0,8,a08,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-05t06:05:00.000,2022-04-05t06:05:00.000,2022-04-05t06:09:00.000,2022-04-05t06:09:00.000,2022-04-05t06:09:00.000,ams,eham,2022-04-05t08:35:00.000,2022-04-05t08:17:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,5.0,8,a08,,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,2,2022-04-05t09:15:00.000,2022-04-05t09:15:00.000,,,,ams,eham,2022-04-05t11:45:00.000,,virgin atlantic,vs,vir,6948,vs6948,vir6948,,8,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-05t10:35:00.000,2022-04-05t11:40:00.000,,,,ams,eham,2022-04-05t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,65.0,13,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,2,2022-04-05t17:20:00.000,2022-04-05t17:25:00.000,,,,ams,eham,2022-04-05t19:55:00.000,,virgin atlantic,vs,vir,6942,vs6942,vir6942,5.0,9,a08,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-06t06:05:00.000,2022-04-06t06:05:00.000,2022-04-06t06:09:00.000,2022-04-06t06:09:00.000,2022-04-06t06:09:00.000,ams,eham,2022-04-06t08:35:00.000,2022-04-06t08:10:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,5.0,9,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,2,2022-04-06t09:15:00.000,2022-04-06t09:15:00.000,2022-04-06t09:29:00.000,2022-04-06t09:29:00.000,2022-04-06t09:29:00.000,ams,eham,2022-04-06t11:45:00.000,2022-04-06t11:40:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,14.0,10,a08,,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-06t10:35:00.000,2022-04-06t10:35:00.000,2022-04-06t10:58:00.000,2022-04-06t10:58:00.000,2022-04-06t10:58:00.000,ams,eham,2022-04-06t13:10:00.000,2022-04-06t13:05:00.000,virgin atlantic,vs,vir,6949,vs6949,vir6949,23.0,10,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-06t17:20:00.000,2022-04-06t17:20:00.000,,,,ams,eham,2022-04-06t19:55:00.000,,virgin atlantic,vs,vir,6942,vs6942,vir6942,,9,d31,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-07t06:05:00.000,2022-04-07t06:05:00.000,2022-04-07t06:44:00.000,2022-04-07t06:44:00.000,2022-04-07t06:44:00.000,ams,eham,2022-04-07t08:35:00.000,2022-04-07t08:56:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,40.0,11,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,21.0
departure,active,abz,egpd,1,2022-04-07t09:15:00.000,2022-04-07t09:15:00.000,,,,ams,eham,2022-04-07t11:45:00.000,,virgin atlantic,vs,vir,6948,vs6948,vir6948,,12,a08,,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-07t10:35:00.000,2022-04-07t10:35:00.000,,,,ams,eham,2022-04-07t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,,12,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-07t17:20:00.000,2022-04-07t17:55:00.000,,,,ams,eham,2022-04-07t19:55:00.000,,virgin atlantic,vs,vir,6942,vs6942,vir6942,35.0,8,a08,,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-08t06:05:00.000,2022-04-08t06:05:00.000,2022-04-08t06:15:00.000,2022-04-08t06:15:00.000,2022-04-08t06:15:00.000,ams,eham,2022-04-08t08:35:00.000,2022-04-08t08:34:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,11.0,8,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-08t09:15:00.000,2022-04-08t09:40:00.000,,,,ams,eham,2022-04-08t11:45:00.000,,virgin atlantic,vs,vir,6948,vs6948,vir6948,25.0,9,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,unknown,abz,egpd,,2022-04-08t10:35:00.000,,,,,ams,eham,2022-04-08t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,,,,,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-08t17:20:00.000,2022-04-08t17:20:00.000,2022-04-08t17:28:00.000,2022-04-08t17:28:00.000,2022-04-08t17:28:00.000,ams,eham,2022-04-08t19:55:00.000,2022-04-08t19:34:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,9.0,8,a08,,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-09t06:05:00.000,2022-04-09t06:05:00.000,2022-04-09t06:15:00.000,2022-04-09t06:15:00.000,2022-04-09t06:15:00.000,ams,eham,2022-04-09t08:35:00.000,2022-04-09t08:20:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,11.0,10,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-09t09:15:00.000,2022-04-09t09:40:00.000,,,,ams,eham,2022-04-09t11:45:00.000,,virgin atlantic,vs,vir,6948,vs6948,vir6948,25.0,10,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,2,2022-04-09t10:35:00.000,2022-04-09t11:00:00.000,,,,ams,eham,2022-04-09t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,25.0,9,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-09t17:20:00.000,2022-04-09t17:40:00.000,2022-04-09t17:56:00.000,2022-04-09t17:56:00.000,2022-04-09t17:56:00.000,ams,eham,2022-04-09t19:55:00.000,2022-04-09t20:01:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,36.0,8,d24,,klm,kl,klm,1450,kl1450,klm1450,,,,7.0
departure,active,abz,egpd,1,2022-04-10t06:05:00.000,2022-04-10t06:05:00.000,2022-04-10t06:17:00.000,2022-04-10t06:17:00.000,2022-04-10t06:17:00.000,ams,eham,2022-04-10t08:35:00.000,2022-04-10t08:28:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,13.0,13,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-10t09:15:00.000,2022-04-10t09:30:00.000,2022-04-10t09:30:00.000,2022-04-10t09:30:00.000,2022-04-10t09:30:00.000,ams,eham,2022-04-10t11:45:00.000,2022-04-10t11:40:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,15.0,11,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,2,2022-04-10t10:35:00.000,2022-04-10t10:40:00.000,2022-04-10t10:58:00.000,2022-04-10t10:58:00.000,2022-04-10t10:58:00.000,ams,eham,2022-04-10t13:10:00.000,2022-04-10t13:05:00.000,virgin atlantic,vs,vir,6949,vs6949,vir6949,24.0,9,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-10t17:20:00.000,2022-04-10t17:50:00.000,,,,ams,eham,2022-04-10t19:55:00.000,,virgin atlantic,vs,vir,6942,vs6942,vir6942,30.0,13,d25,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-11t06:05:00.000,2022-04-11t06:15:00.000,2022-04-11t06:19:00.000,2022-04-11t06:19:00.000,2022-04-11t06:19:00.000,ams,eham,2022-04-11t08:35:00.000,2022-04-11t08:26:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,14.0,9,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-11t09:15:00.000,2022-04-11t09:15:00.000,,,,ams,eham,2022-04-11t11:45:00.000,,virgin atlantic,vs,vir,6948,vs6948,vir6948,,22,a08,,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-11t10:35:00.000,2022-04-11t10:35:00.000,2022-04-11t11:06:00.000,2022-04-11t11:06:00.000,2022-04-11t11:06:00.000,ams,eham,2022-04-11t13:10:00.000,2022-04-11t13:12:00.000,virgin atlantic,vs,vir,6949,vs6949,vir6949,31.0,8,a08,,klm,kl,klm,1444,kl1444,klm1444,,,,2.0
departure,active,abz,egpd,1,2022-04-11t17:20:00.000,2022-04-11t17:20:00.000,2022-04-11t17:38:00.000,2022-04-11t17:38:00.000,2022-04-11t17:38:00.000,ams,eham,2022-04-11t19:55:00.000,2022-04-11t19:44:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,19.0,13,d57,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-12t06:05:00.000,2022-04-12t06:05:00.000,2022-04-12t06:10:00.000,2022-04-12t06:10:00.000,2022-04-12t06:10:00.000,ams,eham,2022-04-12t08:35:00.000,2022-04-12t08:19:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,5.0,10,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,2,2022-04-12t09:15:00.000,2022-04-12t09:15:00.000,2022-04-12t09:26:00.000,2022-04-12t09:26:00.000,2022-04-12t09:26:00.000,ams,eham,2022-04-12t11:45:00.000,2022-04-12t11:36:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,11.0,8,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-12t10:35:00.000,2022-04-12t10:50:00.000,,,,ams,eham,2022-04-12t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,15.0,9,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,2,2022-04-12t17:20:00.000,2022-04-12t17:45:00.000,,,,ams,eham,2022-04-12t19:55:00.000,,virgin atlantic,vs,vir,6942,vs6942,vir6942,25.0,11,a08,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-13t06:05:00.000,2022-04-13t06:14:00.000,2022-04-13t06:21:00.000,2022-04-13t06:21:00.000,2022-04-13t06:21:00.000,ams,eham,2022-04-13t08:35:00.000,2022-04-13t08:30:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,16.0,8,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,2,2022-04-13t09:15:00.000,2022-04-13t09:15:00.000,2022-04-13t09:24:00.000,2022-04-13t09:24:00.000,2022-04-13t09:24:00.000,ams,eham,2022-04-13t11:45:00.000,2022-04-13t11:33:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,10.0,11,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,unknown,abz,egpd,,2022-04-13t10:35:00.000,,,,,ams,eham,2022-04-13t13:10:00.000,,virgin atlantic,vs,vir,6949,vs6949,vir6949,,,,,klm,kl,klm,1444,kl1444,klm1444,,,,
departure,active,abz,egpd,1,2022-04-13t17:20:00.000,2022-04-13t17:20:00.000,2022-04-13t17:26:00.000,2022-04-13t17:26:00.000,2022-04-13t17:26:00.000,ams,eham,2022-04-13t19:55:00.000,2022-04-13t19:47:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,7.0,10,a08,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-14t06:05:00.000,2022-04-14t06:05:00.000,2022-04-14t06:25:00.000,2022-04-14t06:25:00.000,2022-04-14t06:25:00.000,ams,eham,2022-04-14t08:35:00.000,2022-04-14t08:30:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,20.0,13,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-14t09:15:00.000,2022-04-14t09:15:00.000,2022-04-14t09:21:00.000,2022-04-14t09:21:00.000,2022-04-14t09:21:00.000,ams,eham,2022-04-14t11:45:00.000,2022-04-14t11:27:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,6.0,13,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-14t17:20:00.000,2022-04-14t17:25:00.000,2022-04-14t17:47:00.000,2022-04-14t17:47:00.000,2022-04-14t17:47:00.000,ams,eham,2022-04-14t19:55:00.000,2022-04-14t19:50:00.000,virgin atlantic,vs,vir,6942,vs6942,vir6942,27.0,13,a08,2,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-15t06:05:00.000,2022-04-15t05:55:00.000,,,,ams,eham,2022-04-15t08:35:00.000,,virgin atlantic,vs,vir,6947,vs6947,vir6947,,12,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-15t09:15:00.000,2022-04-15t09:15:00.000,2022-04-15t09:33:00.000,2022-04-15t09:33:00.000,2022-04-15t09:33:00.000,ams,eham,2022-04-15t11:45:00.000,2022-04-15t11:42:00.000,virgin atlantic,vs,vir,6948,vs6948,vir6948,18.0,9,a08,2,klm,kl,klm,1442,kl1442,klm1442,,,,
departure,active,abz,egpd,1,2022-04-15t10:35:00.000,2022-04-15t10:50:00.000,2022-04-15t11:19:00.000,2022-04-15t11:19:00.000,2022-04-15t11:19:00.000,ams,eham,2022-04-15t13:10:00.000,2022-04-15t13:24:00.000,virgin atlantic,vs,vir,6949,vs6949,vir6949,44.0,12,a08,2,klm,kl,klm,1444,kl1444,klm1444,,,,15.0
departure,active,abz,egpd,1,2022-04-15t17:20:00.000,2022-04-15t18:15:00.000,,,,ams,eham,2022-04-15t19:55:00.000,,virgin atlantic,vs,vir,6942,vs6942,vir6942,55.0,10,a08,,klm,kl,klm,1450,kl1450,klm1450,,,,
departure,active,abz,egpd,1,2022-04-16t06:05:00.000,2022-04-16t06:05:00.000,2022-04-16t06:13:00.000,2022-04-16t06:13:00.000,2022-04-16t06:13:00.000,ams,eham,2022-04-16t08:35:00.000,2022-04-16t08:20:00.000,virgin atlantic,vs,vir,6947,vs6947,vir6947,9.0,8,a08,2,klm,kl,klm,1440,kl1440,klm1440,,,,
departure,active,abz,egpd,1,2022-04-16t09:15:00.000,2022-04-16t09:50:00.000,,,,ams,eham,2022-04-16t11:45:00.000,,virgin atlantic,vs,vir,6948,vs6948,vir6948,35.0,13,a08,,klm,kl,klm,1442,kl1442,klm1442,,,,
