type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lgw,egkk,n,51,9.0,2022-03-18t17:45:00.000,2022-03-18t17:45:00.000,2022-03-18t17:54:00.000,2022-03-18t17:54:00.000,2022-03-18t17:54:00.000,dub,eidw,,2022-03-18t19:10:00.000,2022-03-18t18:48:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,7,111,,,,,,,,,
departure,active,lgw,egkk,n,51,3.0,2022-03-18t19:10:00.000,2022-03-18t19:01:00.000,2022-03-18t19:13:00.000,2022-03-18t19:13:00.000,2022-03-18t19:13:00.000,dub,eidw,,2022-03-18t20:35:00.000,2022-03-18t20:08:00.000,ryanair,fr,ryr,127,fr127,ryr127,1,5,109,,,,,,,,,
departure,active,lgw,egkk,n,53,12.0,2022-03-18t20:00:00.000,2022-03-18t19:54:00.000,2022-03-18t20:11:00.000,2022-03-18t20:11:00.000,2022-03-18t20:11:00.000,dub,eidw,,2022-03-18t21:25:00.000,2022-03-18t21:02:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,3,108,,,,,,,,,
departure,active,lgw,egkk,n,50,29.0,2022-03-19t07:55:00.000,2022-03-19t08:05:00.000,2022-03-19t08:23:00.000,2022-03-19t08:23:00.000,2022-03-19t08:23:00.000,ork,eick,13.0,2022-03-19t09:10:00.000,2022-03-19t09:23:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,27.0,2022-03-19t08:50:00.000,2022-03-19t09:02:00.000,2022-03-19t09:16:00.000,2022-03-19t09:16:00.000,2022-03-19t09:16:00.000,dub,eidw,3.0,2022-03-19t10:10:00.000,2022-03-19t10:13:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,8,103,,,,,,,,,
departure,active,lgw,egkk,n,51,24.0,2022-03-19t09:40:00.000,2022-03-19t09:40:00.000,2022-03-19t10:04:00.000,2022-03-19t10:04:00.000,2022-03-19t10:04:00.000,dub,eidw,,2022-03-19t11:05:00.000,2022-03-19t11:03:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,9,102,,,,,,,,,
departure,active,lgw,egkk,n,52,36.0,2022-03-19t13:25:00.000,2022-03-19t13:46:00.000,2022-03-19t14:01:00.000,2022-03-19t14:01:00.000,2022-03-19t14:01:00.000,dub,eidw,8.0,2022-03-19t14:50:00.000,2022-03-19t14:58:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,5,113,,,,,,,,,
departure,active,lgw,egkk,n,50,,2022-03-19t15:10:00.000,2022-03-19t15:10:00.000,,,,dub,eidw,,2022-03-19t16:35:00.000,,ryanair,fr,ryr,123,fr123,ryr123,1,3,vcc4,,,,,,,,,
departure,active,lgw,egkk,n,52,7.0,2022-03-19t16:40:00.000,2022-03-19t16:31:00.000,2022-03-19t16:47:00.000,2022-03-19t16:47:00.000,2022-03-19t16:47:00.000,dub,eidw,,2022-03-19t18:05:00.000,2022-03-19t17:36:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,7,104,,,,,,,,,
departure,active,lgw,egkk,n,52,7.0,2022-03-19t17:45:00.000,2022-03-19t17:45:00.000,2022-03-19t17:51:00.000,2022-03-19t17:51:00.000,2022-03-19t17:51:00.000,dub,eidw,,2022-03-19t19:10:00.000,2022-03-19t18:38:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,5,105,,,,,,,,,
departure,active,lgw,egkk,n,51,30.0,2022-03-19t18:55:00.000,2022-03-19t18:55:00.000,2022-03-19t19:25:00.000,2022-03-19t19:25:00.000,2022-03-19t19:25:00.000,alc,leal,6.0,2022-03-19t22:25:00.000,2022-03-19t22:30:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,7b,,,,,,,,,,
departure,active,lgw,egkk,n,52,5.0,2022-03-19t19:55:00.000,2022-03-19t19:55:00.000,2022-03-19t20:00:00.000,2022-03-19t20:00:00.000,2022-03-19t20:00:00.000,agp,lemg,,2022-03-19t23:35:00.000,2022-03-19t23:21:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,48,9.0,2022-03-19t20:10:00.000,2022-03-19t20:10:00.000,2022-03-19t20:18:00.000,2022-03-19t20:18:00.000,2022-03-19t20:18:00.000,snn,einn,,2022-03-19t21:40:00.000,2022-03-19t21:29:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,6.0,2022-03-19t21:30:00.000,2022-03-19t21:30:00.000,2022-03-19t21:36:00.000,2022-03-19t21:36:00.000,2022-03-19t21:36:00.000,dub,eidw,,2022-03-19t22:50:00.000,2022-03-19t22:26:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,2,107,,,,,,,,,
departure,active,lgw,egkk,n,51,20.0,2022-03-19t19:55:00.000,2022-03-19t19:59:00.000,2022-03-19t20:15:00.000,2022-03-19t20:15:00.000,2022-03-19t20:15:00.000,dub,eidw,,2022-03-19t21:20:00.000,2022-03-19t21:07:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,3,111,,,,,,,,,
departure,active,lgw,egkk,n,49,17.0,2022-03-20t07:45:00.000,2022-03-20t07:45:00.000,2022-03-20t08:01:00.000,2022-03-20t08:01:00.000,2022-03-20t08:01:00.000,dub,eidw,,2022-03-20t09:10:00.000,2022-03-20t08:59:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,51,24.0,2022-03-20t09:20:00.000,2022-03-20t09:26:00.000,2022-03-20t09:43:00.000,2022-03-20t09:43:00.000,2022-03-20t09:43:00.000,dub,eidw,,2022-03-20t11:00:00.000,2022-03-20t10:40:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,3,112,,,,,,,,,
departure,active,lgw,egkk,n,50,6.0,2022-03-20t10:10:00.000,2022-03-20t10:10:00.000,2022-03-20t10:16:00.000,2022-03-20t10:16:00.000,2022-03-20t10:16:00.000,dub,eidw,,2022-03-20t11:35:00.000,2022-03-20t11:12:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,4,108,,,,,,,,,
departure,active,lgw,egkk,n,51,8.0,2022-03-20t11:05:00.000,2022-03-20t11:00:00.000,2022-03-20t11:12:00.000,2022-03-20t11:12:00.000,2022-03-20t11:12:00.000,alc,leal,,2022-03-20t14:35:00.000,2022-03-20t14:15:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,7b,,,,,,,,,,
departure,active,lgw,egkk,n,48,20.0,2022-03-20t11:55:00.000,2022-03-20t11:59:00.000,2022-03-20t12:15:00.000,2022-03-20t12:15:00.000,2022-03-20t12:15:00.000,ork,eick,6.0,2022-03-20t13:10:00.000,2022-03-20t13:15:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,21.0,2022-03-20t13:30:00.000,2022-03-20t13:36:00.000,2022-03-20t13:51:00.000,2022-03-20t13:51:00.000,2022-03-20t13:51:00.000,dub,eidw,,2022-03-20t14:55:00.000,2022-03-20t14:50:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,6,107,,,,,,,,,
departure,active,lgw,egkk,n,52,12.0,2022-03-20t15:45:00.000,2022-03-20t15:45:00.000,2022-03-20t15:57:00.000,2022-03-20t15:57:00.000,2022-03-20t15:57:00.000,dub,eidw,,2022-03-20t17:10:00.000,2022-03-20t16:53:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,5,103,,,,,,,,,
departure,active,lgw,egkk,n,52,44.0,2022-03-20t17:45:00.000,2022-03-20t18:00:00.000,2022-03-20t18:29:00.000,2022-03-20t18:29:00.000,2022-03-20t18:29:00.000,dub,eidw,6.0,2022-03-20t19:10:00.000,2022-03-20t19:16:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,6,102,,,,,,,,,
departure,active,lgw,egkk,n,50,11.0,2022-03-20t18:30:00.000,2022-03-20t18:26:00.000,2022-03-20t18:41:00.000,2022-03-20t18:41:00.000,2022-03-20t18:41:00.000,dub,eidw,,2022-03-20t19:55:00.000,2022-03-20t19:41:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,4,102,,,,,,,,,
departure,active,lgw,egkk,n,52,11.0,2022-03-20t19:00:00.000,2022-03-20t19:00:00.000,2022-03-20t19:11:00.000,2022-03-20t19:11:00.000,2022-03-20t19:11:00.000,dub,eidw,,2022-03-20t20:25:00.000,2022-03-20t20:06:00.000,ryanair,fr,ryr,127,fr127,ryr127,1,5,105,,,,,,,,,
departure,active,lgw,egkk,n,52,21.0,2022-03-20t19:50:00.000,2022-03-20t19:58:00.000,2022-03-20t20:10:00.000,2022-03-20t20:10:00.000,2022-03-20t20:10:00.000,agp,lemg,,2022-03-20t23:30:00.000,2022-03-20t23:30:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,47,9.0,2022-03-20t20:10:00.000,2022-03-20t20:10:00.000,2022-03-20t20:19:00.000,2022-03-20t20:19:00.000,2022-03-20t20:19:00.000,snn,einn,,2022-03-20t21:40:00.000,2022-03-20t21:22:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,49,10.0,2022-03-20t21:30:00.000,2022-03-20t21:30:00.000,2022-03-20t21:40:00.000,2022-03-20t21:40:00.000,2022-03-20t21:40:00.000,dub,eidw,,2022-03-20t22:50:00.000,2022-03-20t22:29:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,3,102,,,,,,,,,
departure,active,lgw,egkk,n,51,13.0,2022-03-21t07:55:00.000,2022-03-21t07:55:00.000,2022-03-21t08:07:00.000,2022-03-21t08:07:00.000,2022-03-21t08:07:00.000,ork,eick,5.0,2022-03-21t09:10:00.000,2022-03-21t09:14:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,10.0,2022-03-21t08:35:00.000,2022-03-21t08:26:00.000,2022-03-21t08:45:00.000,2022-03-21t08:45:00.000,2022-03-21t08:45:00.000,dub,eidw,,2022-03-21t09:55:00.000,2022-03-21t09:44:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,5,103,,,,,,,,,
departure,active,lgw,egkk,n,51,20.0,2022-03-21t09:40:00.000,2022-03-21t09:41:00.000,2022-03-21t10:00:00.000,2022-03-21t10:00:00.000,2022-03-21t10:00:00.000,dub,eidw,,2022-03-21t11:05:00.000,2022-03-21t10:59:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,4,102,,,,,,,,,
departure,active,lgw,egkk,n,50,16.0,2022-03-21t13:10:00.000,2022-03-21t13:09:00.000,2022-03-21t13:25:00.000,2022-03-21t13:25:00.000,2022-03-21t13:25:00.000,snn,einn,,2022-03-21t14:40:00.000,2022-03-21t14:38:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,11.0,2022-03-21t13:20:00.000,2022-03-21t13:13:00.000,2022-03-21t13:31:00.000,2022-03-21t13:31:00.000,2022-03-21t13:31:00.000,dub,eidw,,2022-03-21t14:45:00.000,2022-03-21t14:32:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,8,113,,,,,,,,,
departure,active,lgw,egkk,n,50,9.0,2022-03-21t14:55:00.000,2022-03-21t14:49:00.000,2022-03-21t15:03:00.000,2022-03-21t15:03:00.000,2022-03-21t15:03:00.000,dub,eidw,,2022-03-21t16:20:00.000,2022-03-21t16:01:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,9,109,,,,,,,,,
departure,active,lgw,egkk,n,54,11.0,2022-03-21t17:35:00.000,2022-03-21t17:35:00.000,2022-03-21t17:46:00.000,2022-03-21t17:46:00.000,2022-03-21t17:46:00.000,alc,leal,,2022-03-21t21:05:00.000,2022-03-21t20:48:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,5b,,,,,,,,,,
departure,active,lgw,egkk,n,48,14.0,2022-03-21t17:45:00.000,2022-03-21t17:45:00.000,2022-03-21t17:59:00.000,2022-03-21t17:59:00.000,2022-03-21t17:59:00.000,dub,eidw,,2022-03-21t19:10:00.000,2022-03-21t18:55:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,7,113,,,,,,,,,
departure,active,lgw,egkk,n,54,20.0,2022-03-21t19:20:00.000,2022-03-21t19:24:00.000,2022-03-21t19:39:00.000,2022-03-21t19:39:00.000,2022-03-21t19:39:00.000,agp,lemg,3.0,2022-03-21t23:00:00.000,2022-03-21t23:02:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,18.0,2022-03-21t19:30:00.000,2022-03-21t19:31:00.000,2022-03-21t19:48:00.000,2022-03-21t19:48:00.000,2022-03-21t19:48:00.000,dub,eidw,,2022-03-21t20:55:00.000,2022-03-21t20:41:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,5,102,,,,,,,,,
departure,active,lgw,egkk,n,50,6.0,2022-03-21t21:30:00.000,2022-03-21t21:30:00.000,2022-03-21t21:36:00.000,2022-03-21t21:36:00.000,2022-03-21t21:36:00.000,dub,eidw,,2022-03-21t22:50:00.000,2022-03-21t22:26:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,5,111,,,,,,,,,
departure,active,lgw,egkk,n,49,13.0,2022-03-22t08:50:00.000,2022-03-22t08:50:00.000,2022-03-22t09:02:00.000,2022-03-22t09:02:00.000,2022-03-22t09:02:00.000,dub,eidw,,2022-03-22t10:30:00.000,2022-03-22t09:59:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,2,105,,,,,,,,,
departure,active,lgw,egkk,n,49,13.0,2022-03-22t09:40:00.000,2022-03-22t09:40:00.000,2022-03-22t09:53:00.000,2022-03-22t09:53:00.000,2022-03-22t09:53:00.000,dub,eidw,,2022-03-22t11:05:00.000,2022-03-22t10:51:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,8,111,,,,,,,,,
departure,active,lgw,egkk,n,49,11.0,2022-03-22t11:00:00.000,2022-03-22t11:00:00.000,2022-03-22t11:10:00.000,2022-03-22t11:10:00.000,2022-03-22t11:10:00.000,dub,eidw,,2022-03-22t12:25:00.000,2022-03-22t12:07:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,4,106,,,,,,,,,
departure,active,lgw,egkk,n,46,22.0,2022-03-22t11:10:00.000,2022-03-22t11:10:00.000,2022-03-22t11:31:00.000,2022-03-22t11:31:00.000,2022-03-22t11:31:00.000,ork,eick,,2022-03-22t12:25:00.000,2022-03-22t12:22:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,49,17.0,2022-03-22t12:50:00.000,2022-03-22t12:50:00.000,2022-03-22t13:07:00.000,2022-03-22t13:07:00.000,2022-03-22t13:07:00.000,snn,einn,,2022-03-22t14:20:00.000,2022-03-22t14:09:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,48,9.0,2022-03-22t13:20:00.000,2022-03-22t13:15:00.000,2022-03-22t13:29:00.000,2022-03-22t13:29:00.000,2022-03-22t13:29:00.000,dub,eidw,,2022-03-22t14:45:00.000,2022-03-22t14:24:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,8,104,,,,,,,,,
departure,active,lgw,egkk,n,48,11.0,2022-03-22t14:55:00.000,2022-03-22t14:46:00.000,2022-03-22t15:05:00.000,2022-03-22t15:05:00.000,2022-03-22t15:05:00.000,dub,eidw,,2022-03-22t16:20:00.000,2022-03-22t15:59:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,2,105,,,,,,,,,
departure,active,lgw,egkk,n,50,9.0,2022-03-22t17:45:00.000,2022-03-22t17:42:00.000,2022-03-22t17:54:00.000,2022-03-22t17:54:00.000,2022-03-22t17:54:00.000,dub,eidw,,2022-03-22t19:10:00.000,2022-03-22t18:45:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,5,105,,,,,,,,,
departure,active,lgw,egkk,n,50,9.0,2022-03-22t19:55:00.000,2022-03-22t19:49:00.000,2022-03-22t20:04:00.000,2022-03-22t20:04:00.000,2022-03-22t20:04:00.000,dub,eidw,,2022-03-22t21:20:00.000,2022-03-22t20:54:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,4,vcc2,,,,,,,,,
departure,active,lgw,egkk,n,50,5.0,2022-03-22t21:30:00.000,2022-03-22t21:30:00.000,2022-03-22t21:34:00.000,2022-03-22t21:34:00.000,2022-03-22t21:34:00.000,dub,eidw,,2022-03-22t22:50:00.000,2022-03-22t22:29:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,2,107,2022-03-22t22:25:00.000,2022-03-22t22:25:00.000,2022-03-22t22:25:00.000,,,,,,
departure,active,lgw,egkk,n,52,6.0,2022-03-23t08:45:00.000,2022-03-23t08:45:00.000,2022-03-23t08:50:00.000,2022-03-23t08:50:00.000,2022-03-23t08:50:00.000,dub,eidw,,2022-03-23t10:25:00.000,2022-03-23t09:45:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,4,105,,,,,,,,,
departure,active,lgw,egkk,n,52,3.0,2022-03-23t09:40:00.000,2022-03-23t09:29:00.000,2022-03-23t09:43:00.000,2022-03-23t09:43:00.000,2022-03-23t09:43:00.000,dub,eidw,,2022-03-23t11:05:00.000,2022-03-23t10:38:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,5,102,,,,,,,,,
departure,active,lgw,egkk,n,52,7.0,2022-03-23t11:15:00.000,2022-03-23t10:50:00.000,2022-03-23t11:22:00.000,2022-03-23t11:22:00.000,2022-03-23t11:22:00.000,dub,eidw,,2022-03-23t12:40:00.000,2022-03-23t12:16:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,3,104,,,,,,,,,
departure,active,lgw,egkk,n,49,25.0,2022-03-23t11:20:00.000,2022-03-23t11:30:00.000,2022-03-23t11:45:00.000,2022-03-23t11:45:00.000,2022-03-23t11:45:00.000,ork,eick,9.0,2022-03-23t12:35:00.000,2022-03-23t12:43:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,9.0,2022-03-23t12:35:00.000,2022-03-23t12:35:00.000,2022-03-23t12:44:00.000,2022-03-23t12:44:00.000,2022-03-23t12:44:00.000,snn,einn,,2022-03-23t14:05:00.000,2022-03-23t13:52:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,5.0,2022-03-23t13:20:00.000,2022-03-23t13:11:00.000,2022-03-23t13:24:00.000,2022-03-23t13:24:00.000,2022-03-23t13:24:00.000,dub,eidw,,2022-03-23t14:45:00.000,2022-03-23t14:19:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,5,113,,,,,,,,,
departure,active,lgw,egkk,n,52,12.0,2022-03-23t14:55:00.000,2022-03-23t14:55:00.000,2022-03-23t15:06:00.000,2022-03-23t15:06:00.000,2022-03-23t15:06:00.000,dub,eidw,,2022-03-23t16:20:00.000,2022-03-23t16:03:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,8,104,,,,,,,,,
departure,active,lgw,egkk,n,52,21.0,2022-03-23t17:15:00.000,2022-03-23t17:18:00.000,2022-03-23t17:36:00.000,2022-03-23t17:36:00.000,2022-03-23t17:36:00.000,alc,leal,,2022-03-23t20:45:00.000,2022-03-23t20:39:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,3b,,,,,,,,,,
departure,active,lgw,egkk,n,51,10.0,2022-03-23t17:45:00.000,2022-03-23t17:45:00.000,2022-03-23t17:54:00.000,2022-03-23t17:54:00.000,2022-03-23t17:54:00.000,dub,eidw,,2022-03-23t19:10:00.000,2022-03-23t18:52:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,7,105,,,,,,,,,
departure,active,lgw,egkk,n,52,5.0,2022-03-23t19:55:00.000,2022-03-23t19:47:00.000,2022-03-23t19:59:00.000,2022-03-23t19:59:00.000,2022-03-23t19:59:00.000,dub,eidw,,2022-03-23t21:20:00.000,2022-03-23t20:54:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,4,110,2022-03-23t20:52:00.000,2022-03-23t20:52:00.000,2022-03-23t20:52:00.000,,,,,,
departure,active,lgw,egkk,n,52,9.0,2022-03-23t21:30:00.000,2022-03-23t21:30:00.000,2022-03-23t21:38:00.000,2022-03-23t21:38:00.000,2022-03-23t21:38:00.000,dub,eidw,,2022-03-23t22:50:00.000,2022-03-23t22:25:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,4,vcc1,,,,,,,,,
departure,active,lgw,egkk,n,52,10.0,2022-03-23t18:55:00.000,2022-03-23t18:55:00.000,2022-03-23t19:05:00.000,2022-03-23t19:05:00.000,2022-03-23t19:05:00.000,agp,lemg,,2022-03-23t22:35:00.000,2022-03-23t22:28:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,564,9.0,2022-03-24t08:50:00.000,2022-03-24t08:47:00.000,2022-03-24t08:59:00.000,2022-03-24t08:59:00.000,2022-03-24t08:59:00.000,dub,eidw,,2022-03-24t10:30:00.000,2022-03-24t09:55:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,5,112,,,,,,,,,
departure,active,lgw,egkk,n,52,11.0,2022-03-24t09:40:00.000,2022-03-24t09:34:00.000,2022-03-24t09:51:00.000,2022-03-24t09:51:00.000,2022-03-24t09:51:00.000,dub,eidw,,2022-03-24t11:05:00.000,2022-03-24t10:53:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,6,106,,,,,,,,,
departure,active,lgw,egkk,n,52,16.0,2022-03-24t10:25:00.000,2022-03-24t10:27:00.000,2022-03-24t10:41:00.000,2022-03-24t10:41:00.000,2022-03-24t10:41:00.000,alc,leal,,2022-03-24t13:55:00.000,2022-03-24t13:43:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,4b,,,,,,,,,,
departure,active,lgw,egkk,n,48,29.0,2022-03-24t11:00:00.000,2022-03-24t11:06:00.000,2022-03-24t11:29:00.000,2022-03-24t11:29:00.000,2022-03-24t11:29:00.000,ork,eick,14.0,2022-03-24t12:15:00.000,2022-03-24t12:28:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,17.0,2022-03-24t11:35:00.000,2022-03-24t11:37:00.000,2022-03-24t11:51:00.000,2022-03-24t11:51:00.000,2022-03-24t11:51:00.000,dub,eidw,,2022-03-24t13:00:00.000,2022-03-24t12:52:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,7,107,,,,,,,,,
departure,active,lgw,egkk,n,52,27.0,2022-03-24t13:10:00.000,2022-03-24t13:22:00.000,2022-03-24t13:36:00.000,2022-03-24t13:36:00.000,2022-03-24t13:36:00.000,snn,einn,,2022-03-24t14:40:00.000,2022-03-24t14:36:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,10.0,2022-03-24t13:20:00.000,2022-03-24t13:12:00.000,2022-03-24t13:30:00.000,2022-03-24t13:30:00.000,2022-03-24t13:30:00.000,dub,eidw,,2022-03-24t14:45:00.000,2022-03-24t14:24:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,8,103,,,,,,,,,
departure,active,lgw,egkk,n,51,37.0,2022-03-24t14:55:00.000,2022-03-24t15:17:00.000,2022-03-24t15:32:00.000,2022-03-24t15:32:00.000,2022-03-24t15:32:00.000,dub,eidw,8.0,2022-03-24t16:20:00.000,2022-03-24t16:27:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,8,105,,,,,,,,,
departure,active,lgw,egkk,n,52,11.0,2022-03-24t17:45:00.000,2022-03-24t17:45:00.000,2022-03-24t17:56:00.000,2022-03-24t17:56:00.000,2022-03-24t17:56:00.000,dub,eidw,,2022-03-24t19:10:00.000,2022-03-24t18:50:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,2,104,,,,,,,,,
departure,active,lgw,egkk,n,52,13.0,2022-03-24t19:20:00.000,2022-03-24t19:20:00.000,2022-03-24t19:33:00.000,2022-03-24t19:33:00.000,2022-03-24t19:33:00.000,agp,lemg,,2022-03-24t23:00:00.000,2022-03-24t22:56:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,48,9.0,2022-03-24t20:10:00.000,2022-03-24t20:10:00.000,2022-03-24t20:19:00.000,2022-03-24t20:19:00.000,2022-03-24t20:19:00.000,dub,eidw,,2022-03-24t21:35:00.000,2022-03-24t21:11:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,6,110,,,,,,,,,
departure,active,lgw,egkk,n,52,3.0,2022-03-24t21:30:00.000,2022-03-24t21:21:00.000,2022-03-24t21:32:00.000,2022-03-24t21:32:00.000,2022-03-24t21:32:00.000,dub,eidw,,2022-03-24t22:50:00.000,2022-03-24t22:19:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,5,vcc4,,,,,,,,,
departure,active,lgw,egkk,n,52,23.0,2022-03-25t09:00:00.000,2022-03-25t09:07:00.000,2022-03-25t09:23:00.000,2022-03-25t09:23:00.000,2022-03-25t09:23:00.000,dub,eidw,,2022-03-25t10:20:00.000,2022-03-25t10:18:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,2,106,,,,,,,,,
departure,active,lgw,egkk,n,52,42.0,2022-03-25t09:40:00.000,2022-03-25t10:22:00.000,,,,dub,eidw,,2022-03-25t11:05:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,3,108,,,,,,,,,
departure,active,lgw,egkk,n,52,41.0,2022-03-25t11:20:00.000,2022-03-25t11:45:00.000,2022-03-25t12:01:00.000,2022-03-25t12:01:00.000,2022-03-25t12:01:00.000,ork,eick,28.0,2022-03-25t12:35:00.000,2022-03-25t13:02:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,29.0,2022-03-25t13:10:00.000,2022-03-25t13:39:00.000,,,,snn,einn,,2022-03-25t14:40:00.000,,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,,2022-03-25t13:20:00.000,2022-03-25t13:20:00.000,,,,dub,eidw,,2022-03-25t14:45:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,4,113,,,,,,,,,
departure,active,lgw,egkk,n,51,39.0,2022-03-25t14:55:00.000,2022-03-25t14:55:00.000,2022-03-25t15:33:00.000,2022-03-25t15:33:00.000,2022-03-25t15:33:00.000,dub,eidw,8.0,2022-03-25t16:20:00.000,2022-03-25t16:27:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,5,107,,,,,,,,,
departure,active,lgw,egkk,n,51,12.0,2022-03-25t16:35:00.000,2022-03-25t16:35:00.000,2022-03-25t16:47:00.000,2022-03-25t16:47:00.000,2022-03-25t16:47:00.000,agp,lemg,,2022-03-25t20:15:00.000,2022-03-25t20:07:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
