type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lba,egnm,,25.0,2022-08-06t16:35:00.000,2022-08-06t17:00:00.000,,,,krk,epkk,t,,2022-08-06t20:00:00.000,,ryanair,fr,ryr,2332,fr2332,ryr2332,8,,,,,,,,,,
departure,active,lba,egnm,,40.0,2022-08-06t17:05:00.000,2022-08-06t17:45:00.000,,,,pmi,lepa,,04,2022-08-06t20:40:00.000,,ryanair,fr,ryr,2310,fr2310,ryr2310,a10,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-06t20:10:00.000,2022-08-06t20:10:00.000,,,,alc,leal,,3b,2022-08-06t23:55:00.000,,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-07t06:35:00.000,2022-08-07t06:35:00.000,,,,dub,eidw,1,3,2022-08-07t07:30:00.000,,ryanair,fr,ryr,153,fr153,ryr153,1,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-07t07:15:00.000,2022-08-07t07:15:00.000,,,,gro,lege,1,,2022-08-07t10:35:00.000,,ryanair,fr,ryr,2325,fr2325,ryr2325,7,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-07t07:40:00.000,2022-08-07t07:40:00.000,,,,wro,epwr,,,2022-08-07t10:45:00.000,,ryanair,fr,ryr,4107,fr4107,ryr4107,5,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-07t08:00:00.000,2022-08-07t08:00:00.000,,,,alc,leal,,7b,2022-08-07t11:45:00.000,,ryanair,fr,ryr,9089,fr9089,ryr9089,,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-07t09:25:00.000,2022-08-07t09:25:00.000,,,,krk,epkk,t,,2022-08-07t12:50:00.000,,ryanair,fr,ryr,2332,fr2332,ryr2332,5,,,,,,,,,,
departure,active,lba,egnm,7,,2022-08-07t09:30:00.000,2022-08-07t09:30:00.000,,,,lig,lfbl,,,2022-08-07t12:15:00.000,,ryanair,fr,ryr,2328,fr2328,ryr2328,8,,,,,,,,,,
departure,active,lba,egnm,5,9.0,2022-08-07t12:15:00.000,2022-08-07t12:15:00.000,2022-08-07t12:24:00.000,2022-08-07t12:24:00.000,2022-08-07t12:24:00.000,fao,lpfr,,,2022-08-07t15:15:00.000,2022-08-07t15:02:00.000,ryanair,fr,ryr,2503,fr2503,ryr2503,c5,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-07t14:15:00.000,2022-08-07t14:15:00.000,,,,ace,gcrr,1,4,2022-08-07t18:35:00.000,,ryanair,fr,ryr,2048,fr2048,ryr2048,8,,,,,,,,,,
departure,active,lba,egnm,8,9.0,2022-08-07t15:55:00.000,2022-08-07t15:55:00.000,2022-08-07t16:03:00.000,2022-08-07t16:03:00.000,2022-08-07t16:03:00.000,ibz,leib,1,09,2022-08-07t19:40:00.000,2022-08-07t19:31:00.000,ryanair,fr,ryr,2486,fr2486,ryr2486,8,,,,,,,,,,
departure,active,lba,egnm,9,7.0,2022-08-07t16:15:00.000,2022-08-07t16:22:00.000,,,,agp,lemg,,,2022-08-07t20:10:00.000,,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,,,,,,,
departure,active,lba,egnm,7,,2022-08-07t18:55:00.000,2022-08-07t18:55:00.000,,,,bts,lzib,,,2022-08-07t22:20:00.000,,ryanair,fr,ryr,5041,fr5041,ryr5041,7,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-07t19:00:00.000,2022-08-07t19:00:00.000,,,,rix,evra,,,2022-08-07t23:40:00.000,,ryanair,fr,ryr,2482,fr2482,ryr2482,b8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-07t20:30:00.000,2022-08-07t20:30:00.000,,,,alc,leal,,3b,2022-08-08t00:15:00.000,,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-07t20:55:00.000,2022-08-07t20:55:00.000,,,,pmi,lepa,,02,2022-08-08t00:30:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,a8,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-07t22:15:00.000,2022-08-07t22:15:00.000,,,,dub,eidw,1,2,2022-08-07t23:10:00.000,,ryanair,fr,ryr,157,fr157,ryr157,105,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-08t06:30:00.000,2022-08-08t06:30:00.000,,,,fue,gcfv,,5,2022-08-08t10:50:00.000,,ryanair,fr,ryr,475,fr475,ryr475,,,,,,,,,,,
departure,active,lba,egnm,7,17.0,2022-08-08t06:35:00.000,2022-08-08t06:35:00.000,2022-08-08t06:51:00.000,2022-08-08t06:51:00.000,2022-08-08t06:51:00.000,dub,eidw,1,8,2022-08-08t07:30:00.000,,ryanair,fr,ryr,153,fr153,ryr153,105,2022-08-08t07:28:00.000,2022-08-08t07:28:00.000,2022-08-08t07:28:00.000,,,,,,,
departure,active,lba,egnm,7,,2022-08-08t07:00:00.000,2022-08-08t07:00:00.000,,,,alc,leal,,7a,2022-08-08t10:45:00.000,,ryanair,fr,ryr,9089,fr9089,ryr9089,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-08t09:35:00.000,2022-08-08t09:35:00.000,,,,pmi,lepa,,04,2022-08-08t13:10:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,a5,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-08t11:05:00.000,2022-08-08t11:05:00.000,,,,gdn,epgd,,,2022-08-08t14:15:00.000,,ryanair,fr,ryr,1503,fr1503,ryr1503,5,,,,,,,,,,
departure,active,lba,egnm,7,,2022-08-08t11:25:00.000,2022-08-08t11:25:00.000,,,,fao,lpfr,,,2022-08-08t14:25:00.000,,ryanair,fr,ryr,2503,fr2503,ryr2503,c7,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-08t16:20:00.000,2022-08-08t16:20:00.000,,,,vno,eyvi,,,2022-08-08t21:05:00.000,,ryanair,fr,ryr,5043,fr5043,ryr5043,8,,,,,,,,,,
departure,active,lba,egnm,9,,2022-08-08t16:35:00.000,2022-08-08t16:35:00.000,,,,reu,lers,t1,1,2022-08-08t20:00:00.000,,ryanair,fr,ryr,3577,fr3577,ryr3577,9,,,,,,,,,,
departure,active,lba,egnm,9,10.0,2022-08-08t17:25:00.000,2022-08-08t17:25:00.000,2022-08-08t17:34:00.000,2022-08-08t17:34:00.000,2022-08-08t17:34:00.000,alc,leal,,7b,2022-08-08t21:10:00.000,2022-08-08t20:57:00.000,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,6,,2022-08-08t17:40:00.000,2022-08-08t17:40:00.000,,,,dub,eidw,1,3,2022-08-08t18:35:00.000,,ryanair,fr,ryr,157,fr157,ryr157,107,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-08t20:00:00.000,2022-08-08t20:00:00.000,,,,wmi,epmo,,,2022-08-08t23:20:00.000,,ryanair,fr,ryr,2203,fr2203,ryr2203,5,,,,,,,,,,
departure,active,lba,egnm,,185.0,2022-08-08t20:20:00.000,2022-08-08t23:25:00.000,,,,agp,lemg,,,2022-08-09t00:15:00.000,,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-09t06:35:00.000,2022-08-09t06:35:00.000,,,,dub,eidw,1,3,2022-08-09t07:30:00.000,,ryanair,fr,ryr,153,fr153,ryr153,1,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-09t06:40:00.000,2022-08-09t06:40:00.000,,,,rix,evra,,,2022-08-09t11:20:00.000,,ryanair,fr,ryr,2482,fr2482,ryr2482,7,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-09t07:00:00.000,2022-08-09t07:00:00.000,,,,zad,ldzd,,,2022-08-09t10:40:00.000,,ryanair,fr,ryr,3575,fr3575,ryr3575,8,,,,,,,,,,
departure,active,lba,egnm,6,,2022-08-09t08:45:00.000,2022-08-09t08:45:00.000,,,,wmi,epmo,,,2022-08-09t12:05:00.000,,ryanair,fr,ryr,2203,fr2203,ryr2203,6,,,,,,,,,,
departure,active,lba,egnm,7,,2022-08-09t09:15:00.000,2022-08-09t09:15:00.000,,,,gro,lege,1,,2022-08-09t12:35:00.000,,ryanair,fr,ryr,2325,fr2325,ryr2325,,,,,,,,,,,
departure,active,lba,egnm,6,,2022-08-09t09:35:00.000,2022-08-09t09:35:00.000,,,,pmi,lepa,,02,2022-08-09t13:10:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,a6,,,,,,,,,,
departure,active,lba,egnm,5,33.0,2022-08-09t10:20:00.000,2022-08-09t10:20:00.000,2022-08-09t10:52:00.000,2022-08-09t10:52:00.000,2022-08-09t10:52:00.000,alc,leal,,7b,2022-08-09t14:05:00.000,2022-08-09t14:16:00.000,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,11.0,,,,,,
departure,active,lba,egnm,5,24.0,2022-08-09t13:30:00.000,2022-08-09t13:30:00.000,2022-08-09t13:53:00.000,2022-08-09t13:53:00.000,2022-08-09t13:53:00.000,tfs,gcts,,a5,2022-08-09t18:10:00.000,2022-08-09t17:46:00.000,ryanair,fr,ryr,2492,fr2492,ryr2492,5,,,,,,,,,,
departure,active,lba,egnm,7,,2022-08-09t13:35:00.000,2022-08-09t13:35:00.000,,,,bva,lfob,t1,,2022-08-09t15:55:00.000,,ryanair,fr,ryr,3579,fr3579,ryr3579,7,,,,,,,,,,
departure,active,lba,egnm,,65.0,2022-08-09t16:15:00.000,2022-08-09t17:20:00.000,,,,agp,lemg,,,2022-08-09t20:10:00.000,,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-09t17:25:00.000,2022-08-09t17:25:00.000,,,,pmi,lepa,,02,2022-08-09t21:00:00.000,,ryanair,fr,ryr,2310,fr2310,ryr2310,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-09t17:40:00.000,2022-08-09t17:40:00.000,,,,dub,eidw,1,2,2022-08-09t18:35:00.000,,ryanair,fr,ryr,157,fr157,ryr157,1xs,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-09t19:45:00.000,2022-08-09t19:45:00.000,,,,poz,eppo,,,2022-08-09t23:00:00.000,,ryanair,fr,ryr,5606,fr5606,ryr5606,5,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-10t06:35:00.000,2022-08-10t06:35:00.000,,,,dub,eidw,1,3,2022-08-10t07:30:00.000,,ryanair,fr,ryr,153,fr153,ryr153,1,,,,,,,,,,
departure,active,lba,egnm,5,16.0,2022-08-10t07:05:00.000,2022-08-10t07:05:00.000,2022-08-10t07:21:00.000,2022-08-10t07:21:00.000,2022-08-10t07:21:00.000,bts,lzib,,,2022-08-10t10:30:00.000,2022-08-10t10:19:00.000,ryanair,fr,ryr,5041,fr5041,ryr5041,5,,,,,,,,,,
departure,active,lba,egnm,8,13.0,2022-08-10t07:15:00.000,2022-08-10t07:15:00.000,2022-08-10t07:28:00.000,2022-08-10t07:28:00.000,2022-08-10t07:28:00.000,reu,lers,t1,1,2022-08-10t10:40:00.000,2022-08-10t10:29:00.000,ryanair,fr,ryr,3577,fr3577,ryr3577,8,,,,,,,,,,
departure,active,lba,egnm,9,,2022-08-10t08:10:00.000,2022-08-10t08:10:00.000,,,,gdn,epgd,,,2022-08-10t11:20:00.000,,ryanair,fr,ryr,1503,fr1503,ryr1503,9,,,,,,,,,,
departure,active,lba,egnm,5,23.0,2022-08-10t09:05:00.000,2022-08-10t09:05:00.000,2022-08-10t09:27:00.000,2022-08-10t09:27:00.000,2022-08-10t09:27:00.000,alc,leal,,7b,2022-08-10t12:50:00.000,2022-08-10t12:33:00.000,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-10t09:30:00.000,2022-08-10t09:30:00.000,,,,wro,epwr,,a,2022-08-10t12:35:00.000,,ryanair,fr,ryr,4107,fr4107,ryr4107,,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-10t09:30:00.000,2022-08-10t09:30:00.000,,,,vno,eyvi,,,2022-08-10t14:15:00.000,,ryanair,fr,ryr,5043,fr5043,ryr5043,7,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-10t10:55:00.000,2022-08-10t10:55:00.000,,,,fao,lpfr,,,2022-08-10t13:55:00.000,,ryanair,fr,ryr,2503,fr2503,ryr2503,,,,,,,,,,,
departure,active,lba,egnm,7,11.0,2022-08-10t14:35:00.000,2022-08-10t14:35:00.000,2022-08-10t14:46:00.000,2022-08-10t14:46:00.000,2022-08-10t14:46:00.000,ace,gcrr,1,3,2022-08-10t18:55:00.000,2022-08-10t18:46:00.000,ryanair,fr,ryr,2048,fr2048,ryr2048,,,,,,,,,,,
departure,active,lba,egnm,9,35.0,2022-08-10t15:45:00.000,2022-08-10t15:45:00.000,2022-08-10t16:20:00.000,2022-08-10t16:20:00.000,2022-08-10t16:20:00.000,gro,lege,1,,2022-08-10t19:05:00.000,2022-08-10t19:14:00.000,ryanair,fr,ryr,2325,fr2325,ryr2325,,,,,10.0,,,,,,
departure,active,lba,egnm,7,7.0,2022-08-10t17:05:00.000,2022-08-10t17:05:00.000,2022-08-10t17:11:00.000,2022-08-10t17:11:00.000,2022-08-10t17:11:00.000,agp,lemg,,,2022-08-10t21:00:00.000,2022-08-10t20:48:00.000,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,,,,,,,
departure,active,lba,egnm,,80.0,2022-08-10t17:40:00.000,2022-08-10t19:00:00.000,,,,dub,eidw,1,2,2022-08-10t18:35:00.000,,ryanair,fr,ryr,157,fr157,ryr157,104,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-11t06:05:00.000,2022-08-11t06:05:00.000,,,,dub,eidw,1,3,2022-08-11t07:00:00.000,,ryanair,fr,ryr,153,fr153,ryr153,109,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-11t06:25:00.000,2022-08-11t06:25:00.000,,,,rix,evra,,,2022-08-11t11:05:00.000,,ryanair,fr,ryr,2482,fr2482,ryr2482,b8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-11t07:15:00.000,2022-08-11t07:15:00.000,,,,agp,lemg,,,2022-08-11t11:10:00.000,,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-11t08:45:00.000,2022-08-11t08:45:00.000,,,,wmi,epmo,,,2022-08-11t12:05:00.000,,ryanair,fr,ryr,2203,fr2203,ryr2203,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-11t08:45:00.000,2022-08-11t08:45:00.000,,,,pmi,lepa,,03,2022-08-11t12:20:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-11t09:00:00.000,2022-08-11t09:00:00.000,,,,lig,lfbl,,,2022-08-11t11:45:00.000,,ryanair,fr,ryr,2328,fr2328,ryr2328,,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-11t13:50:00.000,2022-08-11t13:50:00.000,,,,ibz,leib,1,09,2022-08-11t17:35:00.000,,ryanair,fr,ryr,2486,fr2486,ryr2486,,,,,,,,,,,
departure,active,lba,egnm,10,,2022-08-11t17:05:00.000,2022-08-11t17:05:00.000,,,,chq,lgsa,,,2022-08-11t23:05:00.000,,ryanair,fr,ryr,2900,fr2900,ryr2900,10,,,,,,,,,,
departure,active,lba,egnm,7,26.0,2022-08-11t17:40:00.000,2022-08-11t17:40:00.000,2022-08-11t18:06:00.000,2022-08-11t18:06:00.000,2022-08-11t18:06:00.000,dub,eidw,1,5,2022-08-11t18:35:00.000,,ryanair,fr,ryr,157,fr157,ryr157,7,,,,,,,,,,
departure,active,lba,egnm,10,,2022-08-11t17:55:00.000,2022-08-11t17:55:00.000,,,,pmi,lepa,,01,2022-08-11t21:30:00.000,,ryanair,fr,ryr,2310,fr2310,ryr2310,a10,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-11t20:10:00.000,2022-08-11t20:10:00.000,,,,alc,leal,,4b,2022-08-11t23:55:00.000,,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-12t06:30:00.000,2022-08-12t06:30:00.000,,,,fue,gcfv,1,5,2022-08-12t10:50:00.000,,ryanair,fr,ryr,475,fr475,ryr475,8,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-12t06:35:00.000,2022-08-12t06:35:00.000,,,,dub,eidw,1,5,2022-08-12t07:30:00.000,,ryanair,fr,ryr,153,fr153,ryr153,5,,,,,,,,,,
departure,active,lba,egnm,6,26.0,2022-08-12t07:00:00.000,2022-08-12t07:00:00.000,2022-08-12t07:25:00.000,2022-08-12t07:25:00.000,2022-08-12t07:25:00.000,alc,leal,,3b,2022-08-12t10:45:00.000,2022-08-12t10:57:00.000,ryanair,fr,ryr,9089,fr9089,ryr9089,,,,,13.0,,,,,,
departure,active,lba,egnm,6,,2022-08-12t08:30:00.000,2022-08-12t08:30:00.000,,,,gdn,epgd,,,2022-08-12t11:40:00.000,,ryanair,fr,ryr,1503,fr1503,ryr1503,6,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-12t09:35:00.000,2022-08-12t09:35:00.000,,,,pmi,lepa,,04,2022-08-12t13:10:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,a8,,,,,,,,,,
departure,active,lba,egnm,8,18.0,2022-08-12t13:05:00.000,2022-08-12t13:09:00.000,2022-08-12t13:22:00.000,2022-08-12t13:22:00.000,2022-08-12t13:22:00.000,fao,lpfr,,,2022-08-12t16:05:00.000,2022-08-12t16:04:00.000,ryanair,fr,ryr,2503,fr2503,ryr2503,c8,,,,,,,,,,
departure,active,lba,egnm,10,9.0,2022-08-12t15:10:00.000,2022-08-12t15:10:00.000,2022-08-12t15:18:00.000,2022-08-12t15:18:00.000,2022-08-12t15:18:00.000,reu,lers,t1,1,2022-08-12t18:35:00.000,2022-08-12t18:12:00.000,ryanair,fr,ryr,3577,fr3577,ryr3577,10,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-12t16:20:00.000,2022-08-12t16:20:00.000,,,,vno,eyvi,,,2022-08-12t21:05:00.000,,ryanair,fr,ryr,5043,fr5043,ryr5043,8,,,,,,,,,,
departure,active,lba,egnm,7,47.0,2022-08-12t16:55:00.000,2022-08-12t16:55:00.000,2022-08-12t17:41:00.000,2022-08-12t17:41:00.000,2022-08-12t17:41:00.000,agp,lemg,,,2022-08-12t20:50:00.000,2022-08-12t21:18:00.000,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,28.0,,,,,,
departure,active,lba,egnm,5,,2022-08-12t17:40:00.000,2022-08-12t17:40:00.000,,,,dub,eidw,1,2,2022-08-12t18:35:00.000,,ryanair,fr,ryr,157,fr157,ryr157,112,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-12t19:35:00.000,2022-08-12t19:35:00.000,,,,alc,leal,,5b,2022-08-12t23:20:00.000,,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,6,,2022-08-12t20:50:00.000,2022-08-12t20:50:00.000,,,,dub,eidw,1,2,2022-08-12t21:45:00.000,,ryanair,fr,ryr,456,fr456,ryr456,104,,,,,,,,,,
departure,active,lba,egnm,8,17.0,2022-08-13t06:35:00.000,2022-08-13t06:35:00.000,2022-08-13t06:52:00.000,2022-08-13t06:52:00.000,2022-08-13t06:52:00.000,agp,lemg,,,2022-08-13t10:30:00.000,2022-08-13t10:32:00.000,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,2.0,,,,,,
departure,active,lba,egnm,5,6.0,2022-08-13t06:35:00.000,2022-08-13t06:35:00.000,2022-08-13t06:41:00.000,2022-08-13t06:41:00.000,2022-08-13t06:41:00.000,dub,eidw,1,3,2022-08-13t07:30:00.000,2022-08-13t07:25:00.000,ryanair,fr,ryr,153,fr153,ryr153,5,,,,,,,,,,
departure,active,lba,egnm,1,19.0,2022-08-13t07:00:00.000,2022-08-13t07:00:00.000,2022-08-13t07:19:00.000,2022-08-13t07:19:00.000,2022-08-13t07:19:00.000,zad,ldzd,,,2022-08-13t10:40:00.000,2022-08-13t10:14:00.000,ryanair,fr,ryr,3575,fr3575,ryr3575,1,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-13t08:00:00.000,2022-08-13t08:00:00.000,,,,gro,lege,1,,2022-08-13t11:20:00.000,,ryanair,fr,ryr,2325,fr2325,ryr2325,5,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-13t09:35:00.000,2022-08-13t09:35:00.000,,,,pmi,lepa,,05,2022-08-13t13:10:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,a8,,,,,,,,,,
departure,active,lba,egnm,,70.0,2022-08-13t13:10:00.000,2022-08-13t14:20:00.000,,,,bva,lfob,t1,,2022-08-13t15:30:00.000,,ryanair,fr,ryr,3579,fr3579,ryr3579,8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-13t13:55:00.000,2022-08-13t13:55:00.000,,,,tfs,gcts,,b2,2022-08-13t18:35:00.000,,ryanair,fr,ryr,2492,fr2492,ryr2492,8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-13t15:25:00.000,2022-08-13t15:25:00.000,,,,poz,eppo,,,2022-08-13t18:40:00.000,,ryanair,fr,ryr,5606,fr5606,ryr5606,8,,,,,,,,,,
departure,active,lba,egnm,5,,2022-08-13t16:35:00.000,2022-08-13t16:35:00.000,,,,dub,eidw,1,5,2022-08-13t17:30:00.000,,ryanair,fr,ryr,157,fr157,ryr157,110,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-13t16:35:00.000,2022-08-13t16:35:00.000,,,,krk,epkk,t,,2022-08-13t20:00:00.000,,ryanair,fr,ryr,2332,fr2332,ryr2332,8,,,,,,,,,,
departure,active,lba,egnm,,85.0,2022-08-13t17:05:00.000,2022-08-13t18:30:00.000,,,,pmi,lepa,,03,2022-08-13t20:40:00.000,,ryanair,fr,ryr,2310,fr2310,ryr2310,,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-13t20:10:00.000,2022-08-13t20:10:00.000,,,,alc,leal,,3b,2022-08-13t23:55:00.000,,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,1,,2022-08-14t06:35:00.000,2022-08-14t06:35:00.000,,,,dub,eidw,1,3,2022-08-14t07:30:00.000,,ryanair,fr,ryr,153,fr153,ryr153,1,,,,,,,,,,
departure,active,lba,egnm,8,5.0,2022-08-14t07:15:00.000,2022-08-14t07:20:00.000,,,,gro,lege,1,,2022-08-14t10:35:00.000,,ryanair,fr,ryr,2325,fr2325,ryr2325,7,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-14t07:40:00.000,2022-08-14t07:40:00.000,,,,wro,epwr,,a,2022-08-14t10:45:00.000,,ryanair,fr,ryr,4107,fr4107,ryr4107,5,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-14t08:00:00.000,2022-08-14t08:00:00.000,,,,alc,leal,,5b,2022-08-14t11:45:00.000,,ryanair,fr,ryr,9089,fr9089,ryr9089,,,,,,,,,,,
departure,active,lba,egnm,7,,2022-08-14t09:25:00.000,2022-08-14t09:25:00.000,,,,krk,epkk,t,,2022-08-14t12:50:00.000,,ryanair,fr,ryr,2332,fr2332,ryr2332,7,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-14t09:30:00.000,2022-08-14t09:30:00.000,,,,lig,lfbl,,,2022-08-14t12:15:00.000,,ryanair,fr,ryr,2328,fr2328,ryr2328,8,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-14t12:15:00.000,2022-08-14t12:15:00.000,,,,fao,lpfr,,,2022-08-14t15:15:00.000,,ryanair,fr,ryr,2503,fr2503,ryr2503,c5,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-14t14:15:00.000,2022-08-14t14:15:00.000,,,,ace,gcrr,1,5,2022-08-14t18:35:00.000,,ryanair,fr,ryr,2048,fr2048,ryr2048,8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-14t15:55:00.000,2022-08-14t15:55:00.000,,,,ibz,leib,1,09,2022-08-14t19:40:00.000,,ryanair,fr,ryr,2486,fr2486,ryr2486,8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-14t16:15:00.000,2022-08-14t16:15:00.000,,,,agp,lemg,,,2022-08-14t20:10:00.000,,ryanair,fr,ryr,2446,fr2446,ryr2446,,,,,,,,,,,
departure,active,lba,egnm,7,,2022-08-14t18:55:00.000,2022-08-14t18:55:00.000,,,,bts,lzib,,,2022-08-14t22:20:00.000,,ryanair,fr,ryr,5041,fr5041,ryr5041,7,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-14t19:00:00.000,2022-08-14t19:00:00.000,,,,rix,evra,,,2022-08-14t23:40:00.000,,ryanair,fr,ryr,2482,fr2482,ryr2482,b8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-14t20:30:00.000,2022-08-14t20:30:00.000,,,,alc,leal,,3b,2022-08-15t00:15:00.000,,ryanair,fr,ryr,9079,fr9079,ryr9079,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-08-14t20:55:00.000,2022-08-14t20:55:00.000,,,,pmi,lepa,,02,2022-08-15t00:30:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,a8,,,,,,,,,,
departure,active,lba,egnm,,,2022-08-14t22:15:00.000,2022-08-14t22:15:00.000,,,,dub,eidw,1,4,2022-08-14t23:10:00.000,,ryanair,fr,ryr,157,fr157,ryr157,102,,,,,,,,,,
departure,active,lba,egnm,1,,2022-08-15t06:30:00.000,2022-08-15t06:30:00.000,,,,fue,gcfv,,5,2022-08-15t10:50:00.000,,ryanair,fr,ryr,475,fr475,ryr475,,,,,,,,,,,
departure,active,lba,egnm,,25.0,2022-08-15t06:35:00.000,2022-08-15t07:00:00.000,,,,dub,eidw,1,4,2022-08-15t07:30:00.000,,ryanair,fr,ryr,153,fr153,ryr153,109,,,,,,,,,,
departure,active,lba,egnm,,20.0,2022-08-15t07:00:00.000,2022-08-15t07:20:00.000,,,,alc,leal,,7a,2022-08-15t10:45:00.000,,ryanair,fr,ryr,9089,fr9089,ryr9089,,,,,,,,,,,
departure,active,lba,egnm,,85.0,2022-08-15t09:35:00.000,2022-08-15t11:00:00.000,,,,pmi,lepa,,03,2022-08-15t13:10:00.000,,ryanair,fr,ryr,2326,fr2326,ryr2326,,,,,,,,,,,
departure,active,lba,egnm,5,20.0,2022-08-15t11:05:00.000,2022-08-15t11:05:00.000,2022-08-15t11:25:00.000,2022-08-15t11:25:00.000,2022-08-15t11:25:00.000,gdn,epgd,,,2022-08-15t14:15:00.000,,ryanair,fr,ryr,1503,fr1503,ryr1503,,,,,,,,,,,
departure,active,lba,egnm,,65.0,2022-08-15t11:25:00.000,2022-08-15t12:30:00.000,,,,fao,lpfr,,,2022-08-15t14:25:00.000,,ryanair,fr,ryr,2503,fr2503,ryr2503,,,,,,,,,,,
