type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,ltn,eggw,8,14.0,2022-09-18t20:10:00.000,2022-09-18t20:10:00.000,2022-09-18t20:24:00.000,2022-09-18t20:24:00.000,2022-09-18t20:24:00.000,fao,lpfr,2022-09-18t23:00:00.000,2022-09-18t22:52:00.000,ryanair,fr,ryr,9206,fr9206,ryr9206,,,14,,,,
departure,active,ltn,eggw,8,26.0,2022-09-18t22:00:00.000,2022-09-18t22:26:00.000,,,,ork,eick,2022-09-18t23:15:00.000,,ryanair,fr,ryr,423,fr423,ryr423,,2,7,,,,
departure,active,ltn,eggw,2,,2022-09-18t20:05:00.000,2022-09-18t19:50:00.000,,,,bzg,epby,2022-09-18t21:30:00.000,,ryanair,fr,ryr,1640,fr1640,ryr1640,,,15,,,,
departure,active,ltn,eggw,2,9.0,2022-09-19t06:15:00.000,2022-09-19t06:15:00.000,2022-09-19t06:23:00.000,2022-09-19t06:23:00.000,2022-09-19t06:23:00.000,agp,lemg,2022-09-19t10:00:00.000,2022-09-19t09:49:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,2,,b16,,,,
departure,active,ltn,eggw,2,16.0,2022-09-19t06:25:00.000,2022-09-19t06:25:00.000,2022-09-19t06:40:00.000,2022-09-19t06:40:00.000,2022-09-19t06:40:00.000,lpa,gclp,2022-09-19t10:50:00.000,2022-09-19t10:40:00.000,ryanair,fr,ryr,3515,fr3515,ryr3515,,33,15,,,,
departure,active,ltn,eggw,2,2.0,2022-09-19t06:30:00.000,2022-09-19t06:30:00.000,2022-09-19t06:31:00.000,2022-09-19t06:31:00.000,2022-09-19t06:31:00.000,dub,eidw,2022-09-19t07:40:00.000,2022-09-19t07:23:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,4,12,,,,
departure,active,ltn,eggw,2,13.0,2022-09-19t06:30:00.000,2022-09-19t06:30:00.000,2022-09-19t06:42:00.000,2022-09-19t06:42:00.000,2022-09-19t06:42:00.000,ath,lgav,2022-09-19t12:05:00.000,2022-09-19t11:53:00.000,ryanair,fr,ryr,7805,fr7805,ryr7805,,,,,,,
departure,active,ltn,eggw,2,10.0,2022-09-19t06:50:00.000,2022-09-19t06:50:00.000,2022-09-19t07:00:00.000,2022-09-19t07:00:00.000,2022-09-19t07:00:00.000,vno,eyvi,2022-09-19t11:30:00.000,2022-09-19t11:19:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,14,,,,
departure,active,ltn,eggw,6,18.0,2022-09-19t08:20:00.000,2022-09-19t08:20:00.000,2022-09-19t08:38:00.000,2022-09-19t08:38:00.000,2022-09-19t08:38:00.000,rmu,lemi,2022-09-19t12:05:00.000,2022-09-19t11:50:00.000,ryanair,fr,ryr,3452,fr3452,ryr3452,,,6,,,,
departure,active,ltn,eggw,6,2.0,2022-09-19t10:00:00.000,2022-09-19t10:00:00.000,2022-09-19t10:02:00.000,2022-09-19t10:02:00.000,2022-09-19t10:02:00.000,kir,eiky,2022-09-19t11:20:00.000,2022-09-19t11:03:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,16,,,,
departure,active,ltn,eggw,6,51.0,2022-09-19t12:50:00.000,2022-09-19t12:50:00.000,2022-09-19t13:41:00.000,2022-09-19t13:41:00.000,2022-09-19t13:41:00.000,noc,eikn,2022-09-19t14:10:00.000,2022-09-19t14:37:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,16,,,,27.0
departure,active,ltn,eggw,2,9.0,2022-09-19t14:00:00.000,2022-09-19t14:00:00.000,2022-09-19t14:08:00.000,2022-09-19t14:08:00.000,2022-09-19t14:08:00.000,ork,eick,2022-09-19t15:15:00.000,2022-09-19t15:06:00.000,ryanair,fr,ryr,423,fr423,ryr423,,2,7,,,,
departure,active,ltn,eggw,2,,2022-09-19t14:15:00.000,2022-09-19t14:15:00.000,,,,dub,eidw,2022-09-19t15:25:00.000,,ryanair,fr,ryr,338,fr338,ryr338,1,6,108,,,,
departure,active,ltn,eggw,2,7.0,2022-09-19t15:15:00.000,2022-09-19t15:15:00.000,2022-09-19t15:22:00.000,2022-09-19t15:22:00.000,2022-09-19t15:22:00.000,nap,lirn,2022-09-19t18:55:00.000,2022-09-19t18:38:00.000,ryanair,fr,ryr,5455,fr5455,ryr5455,,,14,,,,
departure,active,ltn,eggw,2,29.0,2022-09-19t15:20:00.000,2022-09-19t15:20:00.000,2022-09-19t15:48:00.000,2022-09-19t15:48:00.000,2022-09-19t15:48:00.000,bcn,lebl,2022-09-19t18:30:00.000,2022-09-19t18:32:00.000,ryanair,fr,ryr,7807,fr7807,ryr7807,2,45,,,,,2.0
departure,active,ltn,eggw,2,20.0,2022-09-19t16:40:00.000,2022-09-19t17:00:00.000,,,,luz,eplb,2022-09-19t20:15:00.000,,ryanair,fr,ryr,582,fr582,ryr582,,,,,,,
departure,active,ltn,eggw,2,10.0,2022-09-19t16:45:00.000,2022-09-19t16:45:00.000,2022-09-19t16:54:00.000,2022-09-19t16:54:00.000,2022-09-19t16:54:00.000,alc,leal,2022-09-19t20:15:00.000,2022-09-19t20:03:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,,7b,,,,,
departure,active,ltn,eggw,2,42.0,2022-09-19t17:30:00.000,2022-09-19t17:46:00.000,2022-09-19t18:12:00.000,2022-09-19t18:12:00.000,2022-09-19t18:12:00.000,fao,lpfr,2022-09-19t20:20:00.000,2022-09-19t20:39:00.000,ryanair,fr,ryr,9206,fr9206,ryr9206,,,15,,,,20.0
departure,active,ltn,eggw,2,17.0,2022-09-19t18:00:00.000,2022-09-19t18:00:00.000,2022-09-19t18:16:00.000,2022-09-19t18:16:00.000,2022-09-19t18:16:00.000,dub,eidw,2022-09-19t19:10:00.000,2022-09-19t19:06:00.000,ryanair,fr,ryr,339,fr339,ryr339,1,9,1xs,,,,
departure,active,ltn,eggw,2,,2022-09-19t19:45:00.000,2022-09-19t19:45:00.000,2022-09-19t19:43:00.000,2022-09-19t19:43:00.000,2022-09-19t19:43:00.000,kun,eyka,2022-09-20t00:15:00.000,2022-09-19t23:58:00.000,ryanair,fr,ryr,2144,fr2144,ryr2144,,,15,,,,
departure,active,ltn,eggw,2,52.0,2022-09-19t20:50:00.000,2022-09-19t21:34:00.000,2022-09-19t21:41:00.000,2022-09-19t21:41:00.000,2022-09-19t21:41:00.000,dub,eidw,2022-09-19t22:00:00.000,2022-09-19t22:24:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,4,107,,,,24.0
departure,active,ltn,eggw,2,4.0,2022-09-20t06:30:00.000,2022-09-20t06:30:00.000,2022-09-20t06:33:00.000,2022-09-20t06:33:00.000,2022-09-20t06:33:00.000,dub,eidw,2022-09-20t07:40:00.000,2022-09-20t07:25:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,5,6,,,,
departure,active,ltn,eggw,2,,2022-09-20t06:40:00.000,2022-09-20t06:40:00.000,,,,ath,lgav,2022-09-20t12:15:00.000,,ryanair,fr,ryr,7805,fr7805,ryr7805,m,,14,,,,
departure,active,ltn,eggw,2,,2022-09-20t06:45:00.000,2022-09-20t06:45:00.000,,,,boj,lbbg,2022-09-20t12:10:00.000,,ryanair,fr,ryr,6167,fr6167,ryr6167,,,10,,,,
departure,active,ltn,eggw,2,57.0,2022-09-20t06:50:00.000,2022-09-20t06:50:00.000,2022-09-20t07:47:00.000,2022-09-20t07:47:00.000,2022-09-20t07:47:00.000,agp,lemg,2022-09-20t10:35:00.000,2022-09-20t11:14:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,2,,15,,,,40.0
departure,active,ltn,eggw,2,52.0,2022-09-20t07:20:00.000,2022-09-20t07:35:00.000,2022-09-20t08:12:00.000,2022-09-20t08:12:00.000,2022-09-20t08:12:00.000,rze,eprz,2022-09-20t10:45:00.000,2022-09-20t11:21:00.000,ryanair,fr,ryr,3472,fr3472,ryr3472,,,11,,,,36.0
departure,active,ltn,eggw,5,11.0,2022-09-20t08:15:00.000,2022-09-20t08:15:00.000,2022-09-20t08:25:00.000,2022-09-20t08:25:00.000,2022-09-20t08:25:00.000,fue,gcfv,2022-09-20t12:30:00.000,2022-09-20t12:18:00.000,ryanair,fr,ryr,3525,fr3525,ryr3525,1,5,16,,,,
departure,active,ltn,eggw,5,5.0,2022-09-20t08:55:00.000,2022-09-20t08:55:00.000,2022-09-20t09:00:00.000,2022-09-20t09:00:00.000,2022-09-20t09:00:00.000,kun,eyka,2022-09-20t13:25:00.000,2022-09-20t13:18:00.000,ryanair,fr,ryr,2144,fr2144,ryr2144,,,14,,,,
departure,active,ltn,eggw,5,15.0,2022-09-20t10:00:00.000,2022-09-20t10:00:00.000,2022-09-20t10:15:00.000,2022-09-20t10:15:00.000,2022-09-20t10:15:00.000,noc,eikn,2022-09-20t11:20:00.000,2022-09-20t11:18:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,,,,,
departure,active,ltn,eggw,2,16.0,2022-09-20t11:20:00.000,2022-09-20t11:25:00.000,2022-09-20t11:36:00.000,2022-09-20t11:36:00.000,2022-09-20t11:36:00.000,fao,lpfr,2022-09-20t14:10:00.000,2022-09-20t14:05:00.000,ryanair,fr,ryr,9206,fr9206,ryr9206,,,14,,,,
departure,active,ltn,eggw,2,11.0,2022-09-20t12:40:00.000,2022-09-20t12:40:00.000,2022-09-20t12:50:00.000,2022-09-20t12:50:00.000,2022-09-20t12:50:00.000,krk,epkk,2022-09-20t15:55:00.000,2022-09-20t15:45:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,12,,,,
departure,active,ltn,eggw,2,40.0,2022-09-20t13:10:00.000,2022-09-20t13:50:00.000,,,,bzr,lfmu,2022-09-20t16:00:00.000,,ryanair,fr,ryr,3456,fr3456,ryr3456,,,,,,,
departure,active,ltn,eggw,2,,2022-09-20t14:05:00.000,2022-09-20t14:05:00.000,,,,dub,eidw,2022-09-20t15:15:00.000,,ryanair,fr,ryr,338,fr338,ryr338,1,2,107,,,,
departure,active,ltn,eggw,2,90.0,2022-09-20t15:20:00.000,2022-09-20t16:50:00.000,,,,cta,licc,2022-09-20t19:30:00.000,,ryanair,fr,ryr,628,fr628,ryr628,,,,,,,
departure,active,ltn,eggw,2,150.0,2022-09-20t16:00:00.000,2022-09-20t18:30:00.000,,,,bzg,epby,2022-09-20t19:00:00.000,,ryanair,fr,ryr,1640,fr1640,ryr1640,,,,,,,
departure,active,ltn,eggw,2,120.0,2022-09-20t16:10:00.000,2022-09-20t18:10:00.000,,,,kir,eiky,2022-09-20t17:30:00.000,,ryanair,fr,ryr,842,fr842,ryr842,,,,,,,
departure,active,ltn,eggw,2,15.0,2022-09-20t17:15:00.000,2022-09-20t17:30:00.000,,,,vno,eyvi,2022-09-20t21:55:00.000,,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,2,25.0,2022-09-20t17:55:00.000,2022-09-20t17:55:00.000,2022-09-20t18:20:00.000,2022-09-20t18:20:00.000,2022-09-20t18:20:00.000,svq,lezl,2022-09-20t21:35:00.000,2022-09-20t21:39:00.000,ryanair,fr,ryr,5620,fr5620,ryr5620,1,7,,,,,5.0
departure,active,ltn,eggw,2,,2022-09-20t18:10:00.000,2022-09-20t18:10:00.000,,,,alc,leal,2022-09-20t21:40:00.000,,ryanair,fr,ryr,8425,fr8425,ryr8425,,3b,,,,,
departure,active,ltn,eggw,5,,2022-09-20t19:35:00.000,2022-09-20t19:35:00.000,,,,mla,lmml,2022-09-20t23:45:00.000,,ryanair,fr,ryr,3882,fr3882,ryr3882,,,,,,,
departure,active,ltn,eggw,5,100.0,2022-09-20t20:15:00.000,2022-09-20t21:55:00.000,,,,dub,eidw,2022-09-20t21:25:00.000,,ryanair,fr,ryr,341,fr341,ryr341,1,4,108,,,,
departure,active,ltn,eggw,5,49.0,2022-09-20t21:05:00.000,2022-09-20t21:54:00.000,,,,blq,lipe,2022-09-21t00:10:00.000,,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,
departure,active,ltn,eggw,5,9.0,2022-09-20t22:25:00.000,2022-09-20t22:25:00.000,2022-09-20t22:33:00.000,2022-09-20t22:33:00.000,2022-09-20t22:33:00.000,dub,eidw,2022-09-20t23:35:00.000,2022-09-20t23:13:00.000,ryanair,fr,ryr,339,fr339,ryr339,1,6,103,,,,
departure,active,ltn,eggw,2,9.0,2022-09-21t06:15:00.000,2022-09-21t06:15:00.000,2022-09-21t06:23:00.000,2022-09-21t06:23:00.000,2022-09-21t06:23:00.000,noc,eikn,2022-09-21t07:35:00.000,2022-09-21t07:32:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,11,,,,
departure,active,ltn,eggw,2,2.0,2022-09-21t06:25:00.000,2022-09-21t06:27:00.000,,,,ath,lgav,2022-09-21t12:00:00.000,,ryanair,fr,ryr,7805,fr7805,ryr7805,m,,12,,,,
departure,active,ltn,eggw,2,43.0,2022-09-21t06:30:00.000,2022-09-21t07:00:00.000,2022-09-21t07:12:00.000,2022-09-21t07:12:00.000,2022-09-21t07:12:00.000,ace,gcrr,2022-09-21t10:35:00.000,2022-09-21t11:01:00.000,ryanair,fr,ryr,3511,fr3511,ryr3511,1,3,,,,,27.0
departure,active,ltn,eggw,2,3.0,2022-09-21t06:30:00.000,2022-09-21t06:30:00.000,2022-09-21t06:32:00.000,2022-09-21t06:32:00.000,2022-09-21t06:32:00.000,dub,eidw,2022-09-21t07:40:00.000,2022-09-21t07:26:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,3,107,2022-09-21t07:25:00.000,2022-09-21t07:25:00.000,2022-09-21t07:25:00.000,
departure,active,ltn,eggw,2,45.0,2022-09-21t07:20:00.000,2022-09-21t08:05:00.000,,,,tfs,gcts,2022-09-21t11:50:00.000,,ryanair,fr,ryr,3513,fr3513,ryr3513,,a7,16,,,,
departure,active,ltn,eggw,5,,2022-09-21t08:55:00.000,2022-09-21t08:55:00.000,,,,kun,eyka,2022-09-21t13:25:00.000,,ryanair,fr,ryr,2144,fr2144,ryr2144,,,14,,,,
departure,active,ltn,eggw,5,15.0,2022-09-21t09:50:00.000,2022-09-21t09:50:00.000,2022-09-21t10:04:00.000,2022-09-21t10:04:00.000,2022-09-21t10:04:00.000,dub,eidw,2022-09-21t11:00:00.000,2022-09-21t11:02:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,4,104,,,,2.0
departure,active,ltn,eggw,5,26.0,2022-09-21t10:05:00.000,2022-09-21t10:05:00.000,2022-09-21t10:31:00.000,2022-09-21t10:31:00.000,2022-09-21t10:31:00.000,vno,eyvi,2022-09-21t14:45:00.000,2022-09-21t14:50:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,15,,,,5.0
departure,active,ltn,eggw,5,24.0,2022-09-21t11:05:00.000,2022-09-21t11:05:00.000,2022-09-21t11:29:00.000,2022-09-21t11:29:00.000,2022-09-21t11:29:00.000,rmu,lemi,2022-09-21t14:50:00.000,2022-09-21t14:43:00.000,ryanair,fr,ryr,3452,fr3452,ryr3452,,,6,,,,
departure,active,ltn,eggw,2,,2022-09-21t13:55:00.000,2022-09-21t13:55:00.000,,,,krk,epkk,2022-09-21t17:10:00.000,,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,,,,,
departure,active,ltn,eggw,2,3.0,2022-09-21t14:00:00.000,2022-09-21t14:00:00.000,2022-09-21t14:02:00.000,2022-09-21t14:02:00.000,2022-09-21t14:02:00.000,ork,eick,2022-09-21t15:15:00.000,2022-09-21t15:00:00.000,ryanair,fr,ryr,423,fr423,ryr423,,2,16,,,,
departure,active,ltn,eggw,2,,2022-09-21t15:15:00.000,2022-09-21t15:15:00.000,,,,agp,lemg,2022-09-21t19:00:00.000,,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,
departure,active,ltn,eggw,2,20.0,2022-09-21t16:15:00.000,2022-09-21t16:15:00.000,2022-09-21t16:34:00.000,2022-09-21t16:34:00.000,2022-09-21t16:34:00.000,kir,eiky,2022-09-21t17:35:00.000,2022-09-21t17:38:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,15,,,,3.0
departure,active,ltn,eggw,2,10.0,2022-09-21t16:30:00.000,2022-09-21t16:40:00.000,,,,fao,lpfr,2022-09-21t19:20:00.000,,ryanair,fr,ryr,9206,fr9206,ryr9206,,,,,,,
departure,active,ltn,eggw,2,22.0,2022-09-21t16:50:00.000,2022-09-21t16:50:00.000,2022-09-21t17:11:00.000,2022-09-21t17:11:00.000,2022-09-21t17:11:00.000,mla,lmml,2022-09-21t21:00:00.000,2022-09-21t21:01:00.000,ryanair,fr,ryr,3882,fr3882,ryr3882,,,,,,,1.0
departure,active,ltn,eggw,2,25.0,2022-09-21t17:30:00.000,2022-09-21t17:30:00.000,2022-09-21t17:54:00.000,2022-09-21t17:54:00.000,2022-09-21t17:54:00.000,luz,eplb,2022-09-21t21:05:00.000,2022-09-21t21:03:00.000,ryanair,fr,ryr,582,fr582,ryr582,,,,,,,
departure,active,ltn,eggw,2,,2022-09-21t17:30:00.000,2022-09-21t17:30:00.000,,,,bcn,lebl,2022-09-21t20:40:00.000,,ryanair,fr,ryr,7807,fr7807,ryr7807,2,44,,,,,
departure,active,ltn,eggw,2,40.0,2022-09-21t18:00:00.000,2022-09-21t18:00:00.000,2022-09-21t18:39:00.000,2022-09-21t18:39:00.000,2022-09-21t18:39:00.000,alc,leal,2022-09-21t21:30:00.000,2022-09-21t21:48:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,,6b,,,,,18.0
departure,active,ltn,eggw,2,,2022-09-21t19:40:00.000,2022-09-21t19:40:00.000,,,,dub,eidw,2022-09-21t20:50:00.000,,ryanair,fr,ryr,341,fr341,ryr341,1,6,113,,,,
departure,active,ltn,eggw,2,2.0,2022-09-22t06:25:00.000,2022-09-22t06:25:00.000,2022-09-22t06:27:00.000,2022-09-22t06:27:00.000,2022-09-22t06:27:00.000,bzg,epby,2022-09-22t09:25:00.000,2022-09-22t09:10:00.000,ryanair,fr,ryr,1640,fr1640,ryr1640,,,15,,,,
departure,active,ltn,eggw,2,5.0,2022-09-22t06:30:00.000,2022-09-22t06:30:00.000,2022-09-22t06:35:00.000,2022-09-22t06:35:00.000,2022-09-22t06:35:00.000,dub,eidw,2022-09-22t07:40:00.000,2022-09-22t07:23:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,8,4,,,,
departure,active,ltn,eggw,2,15.0,2022-09-22t06:35:00.000,2022-09-22t06:35:00.000,2022-09-22t06:49:00.000,2022-09-22t06:49:00.000,2022-09-22t06:49:00.000,rmu,lemi,2022-09-22t10:20:00.000,2022-09-22t10:04:00.000,ryanair,fr,ryr,3452,fr3452,ryr3452,,,12,,,,
departure,active,ltn,eggw,2,20.0,2022-09-22t07:15:00.000,2022-09-22t07:15:00.000,2022-09-22t07:34:00.000,2022-09-22t07:34:00.000,2022-09-22t07:34:00.000,rze,eprz,2022-09-22t10:40:00.000,2022-09-22t10:42:00.000,ryanair,fr,ryr,3472,fr3472,ryr3472,,,14,,,,3.0
departure,active,ltn,eggw,5,25.0,2022-09-22t07:45:00.000,2022-09-22t07:45:00.000,2022-09-22t08:09:00.000,2022-09-22t08:09:00.000,2022-09-22t08:09:00.000,luz,eplb,2022-09-22t11:20:00.000,2022-09-22t11:18:00.000,ryanair,fr,ryr,582,fr582,ryr582,,,11,,,,
departure,active,ltn,eggw,5,7.0,2022-09-22t08:55:00.000,2022-09-22t08:55:00.000,2022-09-22t09:02:00.000,2022-09-22t09:02:00.000,2022-09-22t09:02:00.000,kun,eyka,2022-09-22t13:25:00.000,2022-09-22t13:18:00.000,ryanair,fr,ryr,2144,fr2144,ryr2144,,,11,,,,
departure,active,ltn,eggw,5,37.0,2022-09-22t09:00:00.000,2022-09-22t09:00:00.000,2022-09-22t09:36:00.000,2022-09-22t09:36:00.000,2022-09-22t09:36:00.000,agp,lemg,2022-09-22t12:45:00.000,2022-09-22t13:03:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,2,,16,,,,18.0
departure,active,ltn,eggw,5,21.0,2022-09-22t10:00:00.000,2022-09-22t10:00:00.000,2022-09-22t10:21:00.000,2022-09-22t10:21:00.000,2022-09-22t10:21:00.000,noc,eikn,2022-09-22t11:20:00.000,2022-09-22t11:25:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,15,,,,5.0
departure,active,ltn,eggw,2,7.0,2022-09-22t12:25:00.000,2022-09-22t12:25:00.000,2022-09-22t12:32:00.000,2022-09-22t12:32:00.000,2022-09-22t12:32:00.000,noc,eikn,2022-09-22t13:45:00.000,2022-09-22t13:47:00.000,ryanair,fr,ryr,8144,fr8144,ryr8144,,,15,,,,2.0
departure,active,ltn,eggw,2,6.0,2022-09-22t14:15:00.000,2022-09-22t14:15:00.000,2022-09-22t14:21:00.000,2022-09-22t14:21:00.000,2022-09-22t14:21:00.000,dub,eidw,2022-09-22t15:25:00.000,2022-09-22t15:16:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,8,16,,,,
departure,active,ltn,eggw,2,14.0,2022-09-22t16:00:00.000,2022-09-22t16:00:00.000,2022-09-22t16:13:00.000,2022-09-22t16:13:00.000,2022-09-22t16:13:00.000,bcn,lebl,2022-09-22t19:10:00.000,2022-09-22t18:57:00.000,ryanair,fr,ryr,7807,fr7807,ryr7807,2,44,,,,,
departure,active,ltn,eggw,2,12.0,2022-09-22t16:15:00.000,2022-09-22t16:15:00.000,2022-09-22t16:27:00.000,2022-09-22t16:27:00.000,2022-09-22t16:27:00.000,kir,eiky,2022-09-22t17:35:00.000,2022-09-22t17:34:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,,,,,
departure,active,ltn,eggw,8,16.0,2022-09-22t16:30:00.000,2022-09-22t16:30:00.000,2022-09-22t16:46:00.000,2022-09-22t16:46:00.000,2022-09-22t16:46:00.000,vno,eyvi,2022-09-22t21:10:00.000,2022-09-22t21:01:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,8,,2022-09-22t17:05:00.000,2022-09-22t17:05:00.000,,,,blq,lipe,2022-09-22t20:10:00.000,,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,
departure,active,ltn,eggw,8,26.0,2022-09-22t17:15:00.000,2022-09-22t17:15:00.000,2022-09-22t17:40:00.000,2022-09-22t17:40:00.000,2022-09-22t17:40:00.000,mla,lmml,2022-09-22t21:25:00.000,2022-09-22t21:31:00.000,ryanair,fr,ryr,3882,fr3882,ryr3882,,,,,,,6.0
departure,active,ltn,eggw,8,43.0,2022-09-22t17:35:00.000,2022-09-22t17:46:00.000,2022-09-22t18:18:00.000,2022-09-22t18:18:00.000,2022-09-22t18:18:00.000,alc,leal,2022-09-22t21:05:00.000,2022-09-22t20:57:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,,5a,,,,,
departure,active,ltn,eggw,8,23.0,2022-09-22t17:40:00.000,2022-09-22t17:40:00.000,2022-09-22t18:02:00.000,2022-09-22t18:02:00.000,2022-09-22t18:02:00.000,nap,lirn,2022-09-22t21:20:00.000,2022-09-22t21:20:00.000,ryanair,fr,ryr,5455,fr5455,ryr5455,,,,,,,1.0
departure,active,ltn,eggw,5,24.0,2022-09-22t20:15:00.000,2022-09-22t20:15:00.000,2022-09-22t20:39:00.000,2022-09-22t20:39:00.000,2022-09-22t20:39:00.000,dub,eidw,2022-09-22t21:25:00.000,2022-09-22t21:27:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,4,107,,,,3.0
departure,active,ltn,eggw,2,16.0,2022-09-23t06:25:00.000,2022-09-23t06:25:00.000,2022-09-23t06:41:00.000,2022-09-23t06:41:00.000,2022-09-23t06:41:00.000,lpa,gclp,2022-09-23t10:50:00.000,2022-09-23t10:44:00.000,ryanair,fr,ryr,3515,fr3515,ryr3515,,37,4,,,,
departure,active,ltn,eggw,2,21.0,2022-09-23t06:30:00.000,2022-09-23t06:30:00.000,2022-09-23t06:51:00.000,2022-09-23t06:51:00.000,2022-09-23t06:51:00.000,dub,eidw,2022-09-23t07:40:00.000,2022-09-23t07:45:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,4,12,,,,5.0
departure,active,ltn,eggw,2,27.0,2022-09-23t06:40:00.000,2022-09-23t06:40:00.000,2022-09-23t07:07:00.000,2022-09-23t07:07:00.000,2022-09-23t07:07:00.000,ath,lgav,2022-09-23t12:15:00.000,2022-09-23t12:16:00.000,ryanair,fr,ryr,7805,fr7805,ryr7805,m,,15,,,,2.0
departure,active,ltn,eggw,2,21.0,2022-09-23t06:50:00.000,2022-09-23t06:50:00.000,2022-09-23t07:11:00.000,2022-09-23t07:11:00.000,2022-09-23t07:11:00.000,agp,lemg,2022-09-23t10:35:00.000,2022-09-23t10:38:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,2,,16,,,,3.0
departure,active,ltn,eggw,2,30.0,2022-09-23t06:55:00.000,2022-09-23t06:55:00.000,2022-09-23t07:25:00.000,2022-09-23t07:25:00.000,2022-09-23t07:25:00.000,luz,eplb,2022-09-23t10:30:00.000,2022-09-23t10:34:00.000,ryanair,fr,ryr,582,fr582,ryr582,,,14,,,,4.0
departure,active,ltn,eggw,5,,2022-09-23t08:05:00.000,2022-09-23t08:05:00.000,,,,rmu,lemi,2022-09-23t11:50:00.000,,ryanair,fr,ryr,3452,fr3452,ryr3452,,,3,,,,
departure,active,ltn,eggw,5,13.0,2022-09-23t08:55:00.000,2022-09-23t08:55:00.000,2022-09-23t09:08:00.000,2022-09-23t09:08:00.000,2022-09-23t09:08:00.000,kun,eyka,2022-09-23t13:25:00.000,2022-09-23t13:18:00.000,ryanair,fr,ryr,2144,fr2144,ryr2144,,,16,,,,
departure,active,ltn,eggw,5,27.0,2022-09-23t10:00:00.000,2022-09-23t10:10:00.000,2022-09-23t10:26:00.000,2022-09-23t10:26:00.000,2022-09-23t10:26:00.000,noc,eikn,2022-09-23t11:20:00.000,2022-09-23t11:31:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,15,,,,11.0
departure,active,ltn,eggw,5,16.0,2022-09-23t11:05:00.000,2022-09-23t11:05:00.000,2022-09-23t11:21:00.000,2022-09-23t11:21:00.000,2022-09-23t11:21:00.000,fao,lpfr,2022-09-23t13:55:00.000,2022-09-23t13:52:00.000,ryanair,fr,ryr,9206,fr9206,ryr9206,,,12,,,,
departure,active,ltn,eggw,5,16.0,2022-09-23t13:55:00.000,2022-09-23t13:55:00.000,2022-09-23t14:10:00.000,2022-09-23t14:10:00.000,2022-09-23t14:10:00.000,dub,eidw,2022-09-23t15:05:00.000,2022-09-23t15:04:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,10,112,,,,
departure,active,ltn,eggw,5,9.0,2022-09-23t14:00:00.000,2022-09-23t14:00:00.000,2022-09-23t14:08:00.000,2022-09-23t14:08:00.000,2022-09-23t14:08:00.000,noc,eikn,2022-09-23t15:20:00.000,2022-09-23t15:13:00.000,ryanair,fr,ryr,8144,fr8144,ryr8144,,,15,,,,
departure,active,ltn,eggw,2,10.0,2022-09-23t16:05:00.000,2022-09-23t16:05:00.000,2022-09-23t16:14:00.000,2022-09-23t16:14:00.000,2022-09-23t16:14:00.000,alc,leal,2022-09-23t19:35:00.000,2022-09-23t19:27:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,,7b,,,,,
